P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT,nonce
-1965597420,804620801,783512893,-71774216,-2054161657,593870506,1624501108,459616929,1787888911,87016
-1989276375,1093675923,-1488933129,-629240117,451601902,-962041476,-980320951,1750404282,982192915,87017
1003791991,-995553502,1454998247,-1366267964,622696157,-30843738,761999172,-1628291135,-446447734,87018
-1525678586,431284530,-1841495836,993595085,548220765,83726924,-1887114908,-443925230,1381641751,87019
328868763,1704426040,395480097,1035318959,1512187161,-1445231126,444922281,-595340695,1215114516,87020
-2037607183,-1111105775,1232622075,25405157,-143934292,-1418051742,-1311512391,2014441777,-790605833,87021
-1750174514,-1628078808,554476738,1948856268,795003872,753152240,1281427362,-1340116059,328881141,87022
-1240407276,1336395141,-1688971537,145686686,-71678643,2111117645,-724697102,-2109802742,84422527,87023
-1377248475,-858288208,-1732433175,-2133572927,-1002729760,-764002815,1089798357,789540865,864481750,87024
316628752,1180440715,-1241979853,-638402074,1997769009,-1766449586,-190420651,-1168315509,-1376305521,87025
754621978,954700868,2260198,-1457936539,1031626760,-769925534,-1857033122,-1044352854,495086906,87026
1691342914,-581116865,957372112,-1290454828,177586323,-679273854,-1708556258,-2002578450,1443628519,87027
1094024721,1213882334,1542755265,1060879950,-1246196874,-1091725338,667012882,1468579586,-596996255,87028
-892941945,749096084,607784564,1890498068,6243885,1914814357,102027734,492444311,-1471081460,87029
1886479803,-1575245040,-775598492,1013161319,1489114224,1598473745,-2102494794,1417371795,-1990024762,87030
1214679356,-107069258,218986557,1667786619,1067188384,894697317,1277043474,464313322,-867155963,87031
-1236142751,-581051385,-638674777,-917647406,-1775650833,-482581360,1695991597,-341294351,743080675,87032
220789764,1173069800,-757087782,380335971,-625241002,-423525178,-1210527930,-513685321,1174427150,87033
-1510130844,-1197254178,-785065122,552688669,-1861422529,155105187,1514133232,-750997103,113461433,87034
311974940,-92054193,-1699773851,-638018116,1559058518,-1967474565,-615525481,-1950150111,-906165606,87035
-2046993489,44193103,-1819817193,-1405578233,-519793035,-763425520,238117896,1310267523,887872825,87036
1584564340,-313062926,-927681630,-131598586,979007145,-404052092,-1284834911,-1468032758,-1278075555,87037
-1116658775,886950060,-230759801,1419012678,-1371602780,978110105,-1032497340,-1640641689,-244321017,87038
635151099,-780404682,1770030157,-1898141067,-2081884512,1409829820,1544619267,-1330629789,-1816456344,87039
395669003,-1803646227,-443757595,-9830369,1393209083,-431815715,-323058682,-27203820,1534687753,87040
1756855473,-234466304,1559516308,-1546941695,1404172358,-1075551403,689883839,-1713973306,672276812,87041
1258600607,-1843647761,-85984483,-547289833,848338149,265909468,1824738086,1072706276,2066881415,87042
-257627695,-587790423,1934496064,1955970233,-1804307707,-979546144,-501634373,-862480430,1635199189,87043
-948729135,-1972023849,-102244350,-1880963016,1874101344,-1037236419,-268048699,-1190297697,515951754,87044
2074626310,102717395,2024057669,1843659658,1540715721,-1305127688,-1275760237,1113738795,-258598578,87045
67587498,66867782,-94675914,995817452,-1881589099,-358923424,-1301749245,1447635678,-1240868862,87046
841672293,-488290829,837674704,12181037,1173430543,-66664187,-1433522301,-87212775,866265240,87047
-1549094575,1531464172,-727264478,-1865511548,-824346564,524615873,691172045,-194361197,2016609410,87048
-1415866553,-2087552101,260300462,1020200881,934891049,492020552,548200397,1016280223,-1715714793,87049
1420719346,483743418,-685457284,1603317523,1542394856,-648384233,-443752487,-1424852967,-1928537777,87050
1703948395,-262570146,-1793923025,-398056005,1823729782,-322335952,568976577,-909250525,-1561034735,87051
-596166781,259872275,-2005454842,-1990136997,-1467816328,1370375259,978437175,1063259876,-1230628101,87052
472262779,-148859464,1258361399,-700426828,1731981018,-1205991332,-1834524864,-1218303169,-299693567,87053
-1970336330,1690794448,-745877869,785491506,-669994536,-54508361,-523418546,-935659052,-318602057,87054
716831856,963593003,-965131458,597170887,829470101,2040605914,-1320786880,34339251,925427066,87055
-617840171,-55662601,1438083996,-2057560393,989909892,-823638143,-1011134893,2013493200,1035756486,87056
764134647,1217260237,1441796786,511495905,1010734916,-1483575496,1230292324,1803977867,1778746111,87057
-1264143601,563717601,1007209053,1516108341,201164726,-532796368,-389917431,526851669,-369678343,87058
-1653485995,-227285489,-1765445107,-303232367,553116894,1314002277,-416119731,-1146658071,-99949810,87059
-130980819,885608258,-14828895,1696828442,1378357688,-661538050,1979320399,1625208047,-1861435237,87060
817516768,-470994143,-365800586,1225960954,508191771,2132310553,1932023188,-1363742107,1465665773,87061
-1677113849,1179195625,354791392,445942676,-1153252056,-776303181,-332798556,1036715448,1837040945,87062
-1920592341,-2033711962,1624630471,-750387692,636440248,-1978067827,1254964438,1159920903,454318816,87063
-2066573740,-1116871143,687356128,-395109518,-414093876,1592431116,-1165276173,1105487534,1312019080,87064
-341225099,-1044201381,1880802891,429879261,-1031776541,1194605961,578888639,1085219283,698690240,87065
1429066290,1545896467,253035647,894560322,1259653865,-1837088763,100194107,1482796208,778995041,87066
-1316895218,1169300943,352018771,458046778,600620801,1518065893,-1596479783,150351409,1803527522,87067
2010004372,-1212772650,1988817825,-1223476273,-1570676947,-165029513,-442907099,1612305305,1929019654,87068
1888537734,-1740117083,1004199774,-394473023,-1578929537,-2011534040,156800319,360035226,-554122825,87069
-606186280,-1771634890,137826197,149258496,-1372647093,-68421585,659616303,1003428010,-1036778712,87070
1986665163,-1799843543,-1219530707,43010304,-981003099,1743380584,226456607,-1925346560,794971231,87071
-1061563974,-803531950,1316812690,-1929969125,-285219613,882057940,-1363746301,1434301217,1446974931,87072
-1889623407,1010737692,-1342132157,-1956888406,2015129159,-18710670,794793656,932484867,284087324,87073
-895757840,1284351011,285488087,-1830338136,1344706565,-1816529926,127123658,-1570159580,-20674509,87074
-1013036054,457354480,-1842017616,2108880849,222850376,1586292460,1679011604,-1086101954,78184597,87075
-774318166,-998847887,-48455081,-62709004,742859923,-1026363509,138300805,1354008636,418094189,87076
-979832319,-1579726502,193575117,1378170916,-1799566952,1061911533,-255028007,382442727,-1817185682,87077
1578616163,-1439009804,-1799405218,-2101407143,-834476305,500131037,-1503713642,1820254727,577749616,87078
-719982844,-1368575551,-1059301830,-546683318,1401486605,94386381,-652100148,1796249279,1519890588,87079
-1476137591,544497269,-1916744373,1669906300,491405749,-1308514348,-1096006267,-1279381981,1158950203,87080
-871067855,-516932786,909022414,350759977,-373219289,2064836716,-1165600356,-1635358682,-510004704,87081
1839560161,-789480328,2011649018,-121158063,207476930,-2017408766,-1901244162,-1926814740,-886146610,87082
-1188695542,-730577220,620729626,1737953364,961702761,-1303774211,1087885475,269042375,-491138708,87083
116186830,-318323412,-325048365,-368218150,-1709519314,1578027584,-458930762,-880380297,1974731011,87084
651240590,1561884404,-1279715804,1531674802,125688163,119703811,877639519,-425575746,438394529,87085
-564594512,-1184267440,-330143834,-1938999148,-1118314697,1870882417,-291076999,1798434978,-207376460,87086
-263518219,-774918286,1629174,48192616,864505846,1543972966,-1654284340,-64714776,-447668489,87087
-1021294385,-1090123139,702862169,818691185,-715231166,-284703476,-1547275972,2101973574,497200046,87088
-1600317657,-2140883252,-2103641909,-74931986,389948330,451545959,-525363751,429516577,-2129427392,87089
-1057484515,515485591,32626370,1250456419,-512391949,1861559656,638883298,-1422443014,-1419593648,87090
917919962,820667359,1468420760,1701855781,-81473559,1202206923,1148835729,486813640,946768509,87091
652426191,154937322,2081187898,-1158620528,-832192072,1285424645,-1761681028,318886687,152492973,87092
2049167347,505785778,2031035947,1768419321,-785852650,-569951930,1062743447,-929718186,-1919914706,87093
-187781282,-1210331436,1381206987,1402463117,-1993973349,996729098,-164920076,69866967,2111850977,87094
2095445695,-11952108,-41341756,-1471569929,1954335716,-422397451,-1016652953,1249977208,1902621534,87095
-1330208864,-253407335,1323017931,87043053,-1141144033,-1467652049,1562216638,-941377246,-1531192107,87096
1149836050,-1177145248,1617560272,1061750351,-1441312074,-1858729123,-1989120547,-569479267,-122539435,87097
-1895451267,-872867030,736624704,2133274678,501499567,-1402359124,1044207126,-1353986980,1668957015,87098
1345908369,-1228194888,-161992934,1791913753,488846530,1327658573,1184841894,-864055494,391297925,87099
-1722392266,1776998349,1926861318,1192302298,-1667047830,1548260193,1358751370,1758699276,1821477529,87100
1761277163,-553005402,594313833,892990713,1084074861,-1199534501,-41828526,-1394709430,1094293273,87101
1934200381,-976827453,18139676,840679485,-239211140,2105747190,-218376756,1281568129,6772775,87102
429172540,1218362688,1935121186,-140679296,-58654605,-1555371878,-379104682,1179024284,1917488152,87103
362239681,-57692586,-1564132532,-979222771,1720487602,-130472527,1949446065,1735882703,-1362880825,87104
-2089881221,-1327195788,979124012,-1570886994,447272796,-836702338,344541074,-865277068,-2091957416,87105
1202441271,-1986973219,-8131757,1677308960,-408360140,1143495180,-759510959,219115026,-841794498,87106
989573551,-2095098711,1229168016,1012061762,1214069070,-650640042,748676801,-161761809,-1940793673,87107
14177265,1307150009,1633937001,731515262,2064586334,-2145240687,-1932261481,-213319305,-123874990,87108
953718235,387800176,-2114647666,1321319725,820744059,-467605089,1144224669,1698152328,-1518854766,87109
2123325549,-2142709418,-224313134,-603442509,-458386024,-129045066,-1834420586,996774484,-2027069049,87110
-995799688,-1011720733,-1142074533,738267454,-998887271,-503524245,437324124,1596107800,116407538,87111
-305132749,-1405618014,917237794,1902948278,-590535961,436101002,1241523231,-1873870426,110578030,87112
-172976048,554259531,1533608048,2137064723,-788801522,-332359071,-696895414,-80134020,-867791235,87113
-1178793755,-113972296,-1169919857,-1952169204,-33762542,1841159826,1837033324,289113439,-277862297,87114
-500852842,1041434432,1699044712,-1008436751,490377023,-1904565171,694096866,1137609622,-1210823841,87115
1722583025,-17460719,-12512421,-10468542,-1751742120,-193913554,1192522453,695719762,-1963476538,87116
-1277001218,1555583542,1589363407,1269870823,399481349,276938555,310769104,524522321,1047022916,87117
-1834166972,-1959660390,210050977,-85590251,-1209593358,1601790432,348950399,-303972739,-1031519599,87118
-564351137,1754842731,-391406522,156111951,-1106648306,813535638,1876806627,-481399000,-1016842698,87119
-1406681203,-608102629,-1000533349,900507516,-1540567375,-930613868,-2057831545,89717059,1528096280,87120
1219288982,-896167987,-1002807758,-933783380,823039573,1253732058,-536987854,142162569,684314060,87121
-1222019223,206121125,-1384517735,1861116879,1723450109,747066135,-1152617236,-664699684,296127120,87122
-481631826,1562700788,1127867495,510700021,1849022361,574292605,1758183220,1116672291,1773235148,87123
-344659001,-984965933,658652981,-1386254707,-352840518,-1691539489,869887449,-866919115,-1404932170,87124
-587228167,1157458547,-1005114403,-616973445,-228240528,-1687533434,-1603366315,-2128104299,1882181002,87125
-2138886160,1803816751,1453414333,-199197755,615202978,297377371,-594514695,506495551,-1953431757,87126
597215691,-613053130,647962925,1699665597,154885946,-1111011887,1508193028,1633447996,545979336,87127
2104433133,24150085,1951345072,402004549,2058540793,-888697911,79197488,-1224947837,1376335754,87128
-177062370,86712145,-590510060,-29295931,-1372516165,1328896569,1155634378,-1698068579,-1871250107,87129
-491261263,1556633804,-1417613619,206447210,-809532148,-1689818872,-822146752,2042213833,2058920619,87130
-1226503609,1536431160,-721536466,-290120790,59208784,-1024872842,-566212215,70370266,165572353,87131
1965813410,271963134,1821656308,-232029064,1538687831,105932147,2128096232,966381064,1918645120,87132
-1704751997,1350308293,-179530127,378497901,-1785211884,-1694144058,-364352496,70034264,2036408652,87133
528883700,-1735392133,-1917209079,2026482100,-314627132,-443356171,-1442845507,-713395294,-1975167275,87134
-79090936,-1522715610,-1555445128,1044012110,1108233596,1285227213,-1461251074,1176473241,1176983569,87135
-1947336212,898869274,1559519019,46449634,-181865127,1143093122,1347160683,647427544,1751413077,87136
1343351909,63891353,-1177291912,-499359668,-1546260434,-1290967860,1567412437,-131580549,-2052012637,87137
1500452402,-1773547682,1947183603,-1966889533,1308236,-1830841019,-231182754,-1485605862,1782593283,87138
1196587621,1263407078,1959087076,2119461084,260323483,-1425094977,-1465463698,-75491236,847756895,87139
-1758992653,-728045330,-470717276,1005426875,-714023855,1490667467,-284532917,-1462661657,1195146018,87140
1234453759,1883606173,50321192,518279112,-861598051,835849391,1706036923,-1144918585,-176614896,87141
727766118,270664112,886582475,1320339417,-1164848721,-633038339,-1221770541,-134667558,-2053334487,87142
1301495228,-1551908965,-1677230299,1864171306,-1257409082,-1211390862,-1121961431,660791038,622305442,87143
102746284,-759202312,68060242,-1801784275,1370316935,-1001865062,-349337154,936966759,-1116341187,87144
1011044644,-142326652,-473433503,1225053323,-1052288905,377652312,-1760284042,-186705653,-1407075393,87145
-1051823512,-824934792,-258675440,1022894636,-1627774087,960452488,-1231028408,-84516818,-1323297179,87146
-119852218,-2015608670,-477889307,311047921,1296656796,1170406103,-1650470078,2045440055,-88908642,87147
627982155,1802681932,981243209,-333761882,-883607791,595051226,-2457355,-890416087,801879978,87148
-1062372625,-651870251,-874575622,622807214,162176057,-228077241,-456443371,-704139032,522868304,87149
-2045258259,1469894901,439696091,929728125,866044689,-845169580,-191169797,-962574108,-321536814,87150
-411517619,-1914970832,1882158684,-724073161,1219381254,2131812483,190431890,695041822,-1260767663,87151
-689139805,1434151076,272731742,-23914058,-106707180,-168374698,466497558,-1402629085,-629058024,87152
-1873339161,623316449,1958160886,2054248074,172905875,1935544675,-1904158106,-504201763,1471102726,87153
659163234,-948154497,1442689525,-1067577334,2140157078,-1325168016,-323221544,1818382105,1850376785,87154
1646446509,479209877,-1354772248,967711779,-427655792,283157793,-1044028480,-119966778,1341023361,87155
708910156,1828168187,-135292045,-139084954,-546810520,1977827266,-1237167189,-299924310,-1053892958,87156
1237010992,-170702280,2054169202,-1292222926,420015542,1766490830,1467855210,-1629742601,1718067583,87157
1990447621,-1747710623,-81151577,-1218480764,-2062529587,642275659,-933415313,-819106959,-1967970871,87158
-1031048228,-150176572,2031148522,-1975840536,-1306193245,-927031967,-1992391068,-679107332,2050689994,87159
-2089255055,411150542,2019309963,-38483098,-1263197211,-1346791832,855759529,-735099488,1470413481,87160
-2124986209,1390149099,-1459842765,2085485018,-630136248,-462112764,43400391,544774093,-405613580,87161
7707406,-1504075186,-361008501,686915056,-449154915,711678393,15053024,-1774515072,-448398363,87162
-1008389715,1442250686,-150853876,2143251858,-847431045,816964564,-1831928893,-1646693207,-1446797716,87163
814841202,1178668581,485944913,1510360144,1650961345,-645476931,-1826331751,-1870775336,1340044762,87164
1140256631,-1442881259,-223169058,-1287039481,5929273,-1628924703,496910994,1798180549,114086678,87165
-1688997955,-480106080,179109490,716788705,370567894,553682554,800219177,-743345104,579941000,87166
1682734118,-1357822884,911626183,245383398,-145856615,448253127,-1911605673,-1285504022,-1528892991,87167
275830899,1144295219,1647196312,602999502,-1497136039,1559257832,1979365214,-154022461,-1223459357,87168
1525396339,-1151600655,656289506,-1834099183,991560397,-1394206736,-303569430,-1030744715,-769745189,87169
-295168561,-1695767348,242925936,1140788953,-2075582207,13133741,-684121553,855647315,-1849873873,87170
369828290,606261007,876685336,1906507555,893083236,20701199,-1999731187,1902862047,1202493889,87171
969150943,1297270794,-781803799,-1286451903,1353789364,1441820354,-1034076180,551095457,-763034502,87172
-1513428708,-50586243,-125328222,1035384435,-814724352,1352797980,-1231510230,-44945349,-644556241,87173
369872969,1425096240,918450393,-1645664510,2057698147,830029379,890699945,-1261671920,906006239,87174
-1315548696,1159789679,-1946437130,1168395729,-191331715,877520676,-2127295086,-1848726904,809527201,87175
1966226561,581979934,1550480147,199082186,553210712,989414194,-928142524,-241793271,-250439192,87176
668101825,-961000407,-1983035647,-1879472793,1956506779,-1493158790,-321991057,-1404820759,1823674514,87177
-1548534009,-1719362718,2019838056,-1624481211,-417261089,-271441616,-1520737213,460184883,-761792786,87178
1176980302,2123795289,689791023,1391056219,2141967422,-1927864789,-585157455,-1732967743,-813763377,87179
48785471,-386034893,-2137202337,677373168,47659896,1515335266,1166244619,286325245,-1461358359,87180
1780364764,1956760939,1664748520,-1033297323,-1261210872,-429762026,1785500041,1928262401,1015289309,87181
-2075306336,-2067335007,2073002499,-100869429,-794668310,1604817846,-472707587,-1052762257,1404299786,87182
-425383234,-1374867921,730505755,1946904108,970559584,-1014398053,-1524199932,-1326789285,1929260965,87183
689038921,656704058,1288204815,-605344615,1230870508,-1134192842,2039832450,348364049,2033188046,87184
1925368466,2010242526,-162309562,925372280,305255786,49341467,-929447857,104021352,-166441666,87185
-2102588075,1411306708,634269591,-1656235377,677834183,782486473,-2064663085,616039233,117905235,87186
42264592,1875543003,-86851903,-1780365129,1608350512,-781713422,-1559665914,1705254917,-178818893,87187
-1462505934,-1179612427,-1090900441,1453031624,1737591672,-282438930,-1334378895,-939854373,200766993,87188
1301129557,-1722276007,122462638,935671861,-34921939,2092148355,1000936940,-231830882,1655957384,87189
1999538411,-1958081131,2089209422,1758689960,-228266244,-1050812807,-1609467744,-1560151097,1012987773,87190
741374290,-1580030174,1761508262,1409806737,-1029877869,1774413170,-297487307,-429943258,-1105830550,87191
975971762,-1381514570,-36032857,-1812429199,886971883,-181676157,2066057285,484130147,908749797,87192
-230867639,1968322228,1026321834,473297863,1244737097,1246894317,-2071874359,-1440424753,-614946820,87193
106016491,673352715,1556490135,902952452,1500483042,2007978699,-685762571,450576382,1818700870,87194
-984819741,-2058399562,-1897285119,1673251444,-1413048107,1985767967,-1607663914,2018254813,-1612925156,87195
57744235,927717130,-1543072143,-178116656,-442779125,-751588776,1556412855,-1278535892,2125248572,87196
1811862493,-1513261316,2013707747,-1114116874,-1682373259,1300837062,-148648831,1730783854,-1659871213,87197
1224386692,732015753,-1922944736,677054381,939994355,1590696128,848732390,2033868040,-1818951524,87198
-1663865531,484110973,823940840,319830476,-305016712,1027248364,1318364469,57073712,-1301168944,87199
435267868,-1538702738,-1174155731,514955011,-1440813835,1119378472,922150655,-422545003,1704785318,87200
-1179792928,-1753390275,-823419360,1641538732,192956243,-2118547900,2085967167,2143060173,2074316286,87201
-316507392,376818150,597338449,1522106154,515704500,-2025471016,-1307774523,1543069093,1930171472,87202
-1291781105,-1510430252,-320982235,370332382,1117718252,3496246,1830601042,-1855502649,658463290,87203
-884076780,1465811507,-890946051,848935074,408288216,1999550788,-1071148396,1350954848,285669420,87204
824627812,-2004659814,-144144890,-1832663547,-660860492,1439098665,-701621245,-720439916,-225324145,87205
1902767515,-478658903,768196615,-779911583,1443098795,-1970134375,-1850762591,-1805124861,-960520840,87206
1493288137,559852155,1348100319,-831883016,803686146,-69935430,-1580919539,-1128539481,-38560691,87207
-1174677522,925157395,-1255022944,1279289838,-1506968858,2086615148,649347432,-709023107,-1544587923,87208
-1935581479,549935230,28382296,-544758581,463323163,1429906560,1884985347,-453968439,959801684,87209
671882059,995303886,-1684895516,1790895200,1674473935,-28536646,-258042294,1865952472,1085632881,87210
-1288361270,400362575,2003338599,-1338466273,24829807,-1543731096,717436396,-325093509,1826031149,87211
844999430,-563443291,-41722793,-51716628,-1695951151,1914870712,-112272607,286650677,-1662489934,87212
1360407814,2054996318,1650972980,-1391906912,260569637,-1265776696,1281753446,-1556231514,-890776685,87213
-608724518,-939464686,249390268,898955196,-613510892,-1432649640,766735319,-1859491981,2049698114,87214
-1479976427,-612181941,1851241314,-1183376047,685996545,-970199897,218571607,185602215,1254096502,87215
681979976,796879200,207559667,-2122808227,-1061693663,-567208594,2004093110,-52594663,891771855,87216
-2107193000,645189289,-336830393,-224680257,111045902,-63077109,1656838981,-1327862595,2121234389,87217
1272257246,2050095446,-1851265116,-234154574,-1324835465,1178020713,870708565,-1856118381,1966311489,87218
-1372462074,-711681167,1259972092,-1276032704,164846649,-330107364,1390698979,150650799,-1928142315,87219
687976612,-75603325,1647645993,-322021227,953465201,1092002223,90567681,-253088305,-912844512,87220
-794174088,133215973,-1491651529,1173043242,782672712,374984228,-62306852,-1777766972,-1091680120,87221
-1068306166,-840605512,-201675581,1700326732,-1248900801,-1035443670,-2017665555,-1395461512,357729730,87222
-472366727,570381342,-1918323281,-170349161,720367626,-135517874,1330592145,118279228,1502940445,87223
514875901,-1119489495,-1395245017,1553742262,1052121658,1216303522,-99665318,1468858950,908017051,87224
-574584383,1607403892,-880133002,921557518,-337651296,-1834560986,-765233599,2025939245,-987188489,87225
-880444282,817017969,-469772539,479669108,1537691340,-129896543,597193020,-1764544802,-241076982,87226
1183261778,889878781,1973399780,1590987321,739829605,-699434359,1463638285,1658573036,-1686447328,87227
-950824059,1030633900,666238159,-1640318458,-1662691362,1381771372,329485442,-447420608,-272067067,87228
-177822709,698150090,-298333403,-1299172200,-855373361,-1344054569,-380468078,-1601075452,909119244,87229
-452925561,-672299578,533927584,-1241817743,2136609474,-626584418,1417567797,-1830385574,1865071036,87230
1073189642,-323563319,-65333308,-496790308,905546285,-1629638447,-1335290221,-1078060739,-1932214815,87231
441925521,-905122265,950895391,-1959875960,1262014466,361207937,833723965,755934507,1979869771,87232
-97802197,146696583,-249953432,1236995138,-1736059538,1503386981,425283895,568903739,-470604299,87233
27202073,-202651601,1593984821,1513453599,1458674453,-614045977,107647997,601390727,-815595127,87234
-968376163,-1873744999,-1128552048,1967350903,1942999749,-230505611,876851606,-2102932426,1274266797,87235
499408336,-214146010,1452240321,-1690731821,1338944896,1431294859,-1513644612,-1128627184,-1214922892,87236
139980333,49453042,-1722719261,-687161560,1718813636,328746523,1557903752,-629305298,799396755,87237
875469966,-21185756,-731135698,898543988,1461010958,-1393395852,837584715,-1452090903,-1511776412,87238
1093916615,1400261733,-821559161,-2062850895,-1832975402,1884477217,113021212,555558827,-2100389795,87239
-222689133,-881448364,-307767726,-1643208967,2102461995,2142700889,1027207005,-1706229960,-1980130520,87240
40384535,1210149968,904307470,-1396351733,-2007524792,-1623339454,-366290471,-355271746,479537395,87241
-323818835,-663489634,2006650155,-899839825,333177695,-2021400076,1319164364,-2109009025,1503060244,87242
-1669509789,1951229430,-823236221,1608584005,-1138878883,-1113916108,53639048,-925478031,-1573325121,87243
2069089617,1451110938,-2093254876,-1435585287,199959005,875421039,-1062145973,88782884,-1508060209,87244
-641302267,2093966975,-1548424184,-839241827,-1408788256,-1769911714,-1420380500,-2023599237,-1382446187,87245
675422623,1697868801,1204204111,292155039,1535823947,-1443409282,632618439,-2039131432,1938338287,87246
1941478755,1663514007,1654193511,-1848415128,-1849215339,-254122292,1595301608,-1219715843,-1916711668,87247
662073769,-117116479,-1953319412,-1513998471,-1255558269,1771990446,12826582,-1664110141,-1197775847,87248
-1881617665,-1951064560,679448034,1803303314,-261606004,-755716536,-1537322615,974210613,-1745708221,87249
-1510186696,1648524091,1126424362,-1487422983,-921147001,-2041074663,1310316363,-1962776121,1281633314,87250
1561334716,1299305487,918079759,-1759035991,1230605794,1973080231,-1809491538,2006138316,671859244,87251
1881493721,-458447742,1440456680,-1549912353,-936755361,-157102329,685461904,402574667,2027833612,87252
1806214602,1814617301,-740442763,-1002265038,-1481291929,591050194,-560280318,-1170201016,1759333173,87253
-72792348,-1599925578,2137815529,-2083215702,1833468613,-547953734,-1114320246,1927928701,-1923139316,87254
-707577060,-121567123,-2087243672,1196649709,1421215415,-934694917,1467956814,-1099897058,-994118459,87255
628188968,-783519082,500410307,2085245919,-1764412236,-350124163,1596542671,267256202,-119627418,87256
1069436428,-1171426673,802857696,1585460221,-1202609522,1245250558,-776496659,888313751,38406775,87257
2088418375,1831234176,238324028,-1183734748,1149618904,799293373,1395610916,2048278949,-1290406811,87258
-1733392221,148356327,1617527058,1023836363,-1313395684,1314780019,8203060,-1054635824,-1010899524,87259
1494495273,-1372135788,854348615,-1416703634,-257415862,-448602657,67065987,-446649480,-729894520,87260
-139153297,-1321178240,1045463725,-1491182154,1682971085,1788413314,37829582,1845389649,-969101187,87261
1530973938,777499667,311301983,-744059585,301175100,-179936137,927259989,884678681,-1882526342,87262
1515940077,485549236,102331709,-2141561295,1439798879,52378182,1931222498,1717623612,-1472800594,87263
-683778770,-1800868292,1861835427,-2034363522,601507050,-1350387876,1477034825,-1967145209,-930741888,87264
538525718,846569968,880048996,2137732076,1595872750,968680888,-856728192,-2032861939,594561348,87265
-1010567086,1729524881,-429003402,1700814721,-1983345938,-650670594,-116574576,-575279985,-2019884513,87266
1533003788,-1904602393,218514117,2018137594,-200731713,-28383938,1735955348,1865159425,-452855304,87267
1135150249,-405696884,-866973858,-480736263,-180149763,-1741322932,-1261158830,1085758006,14963095,87268
-1918717114,1901723153,-625781365,2046531801,123416001,-144901881,-1759248733,-2141969927,-234114156,87269
484548121,-10759723,-142706525,-307847962,-1453886868,-1132349299,1964915116,464318459,753561209,87270
2041748531,913787249,2047954413,1775338726,-538389988,1577536518,2118631944,-131032519,1774256337,87271
1653567320,532125836,1905281954,-1783281960,979739953,1488895965,-1570513277,-1049910496,1513856974,87272
-912213150,1780869797,-270334130,1974166150,1084447754,-505603076,-489703106,-1312688567,-88788198,87273
418142306,236474428,323484391,240920065,-710035844,-1474789779,458095968,-1789172556,1402892627,87274
286225819,1854548198,504292492,384697822,-344636263,412153264,-2002464276,-1601396718,328645260,87275
1909421767,1247234404,-1848591956,337841612,324163125,-1836780288,945394301,-2006415618,-1641574998,87276
948884006,-973208003,-1309411441,-2019620155,-1292762838,1943893718,-863443321,-1788948318,862774027,87277
-1066420031,-1590539953,1325192172,5231446,1231549917,-755092213,-173655403,264883683,-2039940665,87278
1798855875,-713943410,650129155,-617997494,-996504952,1503346944,-1696160158,-1796249874,2075427391,87279
1815917648,1986756538,-213254489,1436060669,1001242105,1197490311,-635756199,1569800357,567556605,87280
-802093821,478518473,-1660121993,-1191230661,-1191754629,-858455299,-112707616,1846922171,-2061950303,87281
-1048654204,-1353099071,1042214841,1865583802,-2014236614,745148576,716738850,-477741879,-2147205589,87282
-1870775146,1175248044,-797696371,-780642476,904739383,164990291,1491196185,-1905719847,1475638882,87283
52675170,-212907252,97823381,-2117865879,1325683853,-1613765821,121410060,-922586967,1967631460,87284
1622973385,-979625941,2033131922,-801172752,-1861950295,-1217006323,-644907921,598071309,-1140117740,87285
-1534852166,1823021809,-453709574,-41931890,727417743,644028006,362305531,10706046,2004759179,87286
2013762426,-2091312781,-182261966,-425841939,-1854348375,1271949855,1945561482,-1477340894,990412505,87287
1528574026,1594851969,908245628,926389654,-26726342,1495717361,595174115,-671802371,673326582,87288
1278838916,1051458667,1006092213,-1893790238,869509245,-1750784767,350733179,772663141,2128246640,87289
1842967872,1411140684,340065545,1542140915,497996458,-253803320,-593976144,-1269098345,446871396,87290
576898245,-1034689927,-359064731,1773406739,210592132,1220077470,1134097526,1813581822,1387955648,87291
-2058355631,-1380950346,726951720,-453302305,-1285688474,258723359,-1908783298,-813495386,1839212480,87292
-786595012,-1166421603,-66521893,-1487554126,528208687,333567785,-1538721755,1712523274,323739829,87293
907498089,-2052920021,-1398690277,50123886,-119888057,2057526184,-376496522,-2139537,1644537531,87294
-250975946,1964666700,-1723463999,-650752492,-828889844,-326122611,2116684438,1453694985,-1128102273,87295
-1260373779,-1024015963,1754067970,-1108394411,-1353153882,2080374915,1175665373,-465397650,1358161109,87296
1323312982,1810349577,1301657211,1420610719,1662899249,1441540857,-1712789551,2084547227,-722994177,87297
-1995573536,1477938127,-588434407,-879086296,1442973753,840220506,-1538856196,-1390414885,-1435931338,87298
1293426211,1848924791,-1016378529,-953066991,-444695921,-25465405,-457436654,-974708272,-48134875,87299
977799991,-1633382824,-1541601145,725076327,-592013365,1592893919,1529489101,2099359973,1052032511,87300
925918796,-315117520,-900172564,-183253134,-1147560105,1580705846,1633744892,-1815488397,-1438392414,87301
-1304158000,-1124753413,482377824,1515174807,-1897597250,1799469533,269846687,-1225210534,1893813597,87302
1706998911,1141577583,-1813706570,2116626956,856976338,-2145412608,1126226896,1840405989,-2140419181,87303
