P1_P_PARTKEY,P1_P_NAME,P1_P_MFGR,P1_P_BRAND,P1_P_TYPE,P1_P_SIZE,P1_P_CONTAINER,P1_P_RETAILPRICE,P1_P_COMMENT
1318,928441305,636734202,645096753,749720854,8,933592180,121931,694112731
1319,495630376,358198320,204013689,217336653,19,376446406,122031,756811399
1320,734848081,358198320,92998158,116158500,42,58170374,122132,674148317
1321,196380900,636734202,92540590,91948629,36,132859125,122232,730073671
1322,1053761701,636734202,912325741,699898675,21,522444752,122332,361930592
1323,551835124,769378664,600616823,888362333,47,912561269,122432,1000223964
1324,1002884131,769378664,136548634,1039792716,40,414053841,122532,190465777
1325,1055365380,572414757,474336000,211230296,17,633393698,122632,492848762
1326,77426338,769378664,136548634,1050489664,35,157931518,122732,20076074
1327,670826883,636734202,461996362,418834743,43,1073378685,122832,66005091
1328,413149501,119630363,805174136,87951864,28,442629192,122932,1018344499
1329,1043533765,119630363,805174136,243251345,21,881407782,123032,304916712
1330,900840655,636734202,930522560,57114535,1,478264760,123133,186738249
1331,545321099,358198320,204013689,100881916,18,862246538,123233,739535674
1332,169587375,636734202,930522560,327822938,21,990172696,123333,439076575
1333,397188815,358198320,835727822,983763394,50,990172696,123433,516243761
1334,135926691,769378664,907834889,154724362,29,442629192,123533,558440025
1335,160519992,119630363,724565089,426551212,15,1073378685,123633,536512422
1336,437270527,572414757,474336000,299338386,42,1065123627,123733,249214918
1337,696301016,572414757,1017314817,724890420,45,330741533,123833,791251398
1338,296507114,358198320,533813379,447488005,36,442629192,123933,703654457
1339,188968115,119630363,87904542,619639013,7,132859125,124033,539283632
1340,990450815,769378664,907834889,886566218,42,969584240,124133,68160249
1341,332004005,769378664,600616823,346507224,38,132859125,124233,267856385
1342,251830928,636734202,92540590,837770402,11,132859125,124333,244678902
1343,442879618,636734202,930522560,314681012,11,841823385,124433,1059195644
1344,763612523,636734202,461996362,917505307,7,414053841,124533,417551778
1345,206545241,636734202,461996362,741356596,29,661352075,124633,862666355
1346,967293008,769378664,600616823,458807834,34,698851713,124733,686384919
1347,685654788,572414757,606029594,251067217,12,1065123627,124833,917183463
1348,429021110,769378664,323945030,448959962,47,914094596,124933,168332649
1349,1068109761,358198320,533813379,658772357,13,537974151,125033,499891773
1350,69328774,119630363,874250391,525949287,26,862246538,125134,968517604
1351,150727082,769378664,907834889,1037151810,25,881407782,125234,1058526799
1352,23986687,358198320,835727822,746289111,5,685251842,125334,805952184
1353,300663624,119630363,100627142,438953653,25,698851713,125434,708878015
1354,111235191,119630363,874250391,253772148,22,150861774,125534,936297828
1355,78737462,769378664,907834889,466070234,7,476280133,125634,400313766
1356,638774767,636734202,645096753,57114535,11,157931518,125734,149708630
1357,339278795,636734202,645096753,550351346,27,841823385,125834,206806186
1358,427630566,769378664,600616823,154724362,18,157931518,125934,536149068
1359,387631767,358198320,92998158,466070234,29,110255164,126034,658614547
1360,115274766,358198320,92998158,816586290,31,414053841,126135,471556253
1361,381885428,358198320,533813379,87951864,36,661352075,126235,7970575
1362,895733509,119630363,87904542,592282916,8,538046931,126335,967246338
1363,40076617,636734202,92540590,58654230,30,661352075,126435,994981276
1364,78141722,636734202,645096753,741356596,5,1065123627,126535,267704444
1365,102793742,119630363,805174136,1039281776,30,442629192,126635,971266364
1366,774897814,358198320,204013689,525949287,45,912561269,126735,709101180
1367,226663058,769378664,600616823,87951864,47,1073378685,126835,111841642
1368,784051428,636734202,912325741,487409015,32,950309306,126935,142195164
1369,222242047,572414757,606029594,1050502102,7,358456330,127035,505312406
1370,735720243,636734202,461996362,888267572,36,793473108,127136,835574606
1371,60976274,572414757,606029594,958677645,42,538046931,127236,18259357
1372,211626838,119630363,87904542,809135577,41,990172696,127336,461397314
1373,290086954,636734202,461996362,741356596,13,135724418,127436,385380976
1374,8543631,119630363,805174136,91948629,43,914094596,127536,696556216
1375,825173675,572414757,303571634,888362333,35,914094596,127636,808713343
1376,78279050,636734202,645096753,436355334,5,275045273,127736,276107356
1377,805256139,769378664,907834889,116158500,46,862246538,127836,29861996
1378,1026564463,119630363,724565089,189529079,8,157931518,127936,207502096
1379,310234659,636734202,461996362,550351346,33,150861774,128036,278781240
1380,482342711,119630363,87904542,724890420,30,778442747,128138,121979829
1381,251981679,636734202,645096753,1055765761,30,857897645,128238,550066278
1382,1064324822,572414757,303571634,1055765761,17,912561269,128338,56385779
1383,1055529150,636734202,645096753,806151297,5,476280133,128438,494932217
1384,109839568,572414757,941774389,314681012,27,793473108,128538,250620550
1385,131653387,572414757,1017314817,1050502102,5,914094596,128638,752675823
1386,248703616,636734202,645096753,649360893,36,478264760,128738,585570869
1387,695067463,119630363,874250391,1039281776,17,841823385,128838,1070380541
1388,298508271,572414757,303571634,188881828,11,722772889,128938,700579136
1389,1009387405,119630363,805174136,535706930,21,128251339,129038,525462019
1390,133951793,769378664,907834889,1055765761,8,275045273,129139,281746889
1391,94666432,769378664,323945030,746289111,17,478264760,129239,220667266
1392,709472986,572414757,606029594,703164306,18,150861774,129339,405908464
1393,116521481,636734202,645096753,875838945,34,128251339,129439,883895470
1394,970739280,119630363,87904542,884593886,29,275045273,129539,97040889
1395,295110477,119630363,805174136,376126556,40,522444752,129639,27782821
1396,827709887,358198320,92998158,886566218,48,476280133,129739,965841181
1397,811838673,572414757,303571634,1050489664,10,951436719,129839,388636455
1398,500377166,636734202,92540590,711216073,27,110255164,129939,458848876
1399,692622884,572414757,606029594,568793734,48,862246538,130039,64630809
1400,200522591,119630363,87904542,973625706,44,969584240,130140,1053331908
1401,660430195,572414757,941774389,535706930,17,478264760,130240,805137784
1402,289531393,572414757,303571634,70352832,13,1073378685,130340,853410410
1403,194286785,636734202,912325741,894497667,42,58170374,130440,235057266
1404,1007315056,358198320,835727822,725491806,34,522444752,130540,264160047
1405,189889096,636734202,461996362,500347223,14,951436719,130640,463349638
1406,19971415,636734202,645096753,376126556,26,1065123627,130740,405845689
1407,326906869,572414757,474336000,438953653,25,951436719,130840,508327296
1408,49512184,119630363,805174136,418834743,17,1065123627,130940,324922860
1409,73649700,358198320,204013689,57114535,11,950309306,131040,512507171
1410,849153721,769378664,323945030,694894798,44,376446406,131141,804346272
1411,634876519,572414757,474336000,454716506,2,857897645,131241,1069677476
1412,478281516,769378664,907834889,973625706,35,914094596,131341,518670584
1413,874926962,769378664,600616823,568793734,28,633393698,131441,361510760
1414,1023831204,769378664,445865090,734914638,44,135724418,131541,656636729
1415,32991987,358198320,204013689,498021420,36,128251339,131641,23519706
1416,247308725,119630363,805174136,888362333,21,990172696,131741,119012560
1417,57554458,769378664,136548634,458807834,35,132859125,131841,885951661
1418,442760471,572414757,941774389,694894798,31,244966167,131941,121356198
1419,914939260,119630363,724565089,235794965,6,951436719,132041,181931541
1420,234898899,119630363,874250391,454651936,1,376446406,132142,673275358
1421,66291484,119630363,874250391,626184819,39,881407782,132242,469080669
1422,862637001,119630363,87904542,673944718,43,150861774,132342,809757359
1423,855062260,119630363,724565089,447488005,36,793473108,132442,739037103
1424,497973350,769378664,600616823,169105916,25,376446406,132542,422931084
1425,966102400,769378664,907834889,725491806,11,128251339,132642,953800136
1426,348544930,636734202,92540590,35270045,21,633393698,132742,1063032824
1427,856809888,358198320,835727822,421194723,17,537974151,132842,986324760
1428,15296815,636734202,645096753,626184819,42,537974151,132942,181577179
1429,337068814,358198320,835727822,933659093,27,330741533,133042,489808231
1430,626208052,119630363,805174136,314681012,33,358456330,133143,849274477
1431,995041733,572414757,941774389,275404538,17,135724418,133243,342414193
1432,443489503,636734202,930522560,1039281776,21,537974151,133343,52341360
1433,584785620,119630363,724565089,448959962,26,478264760,133443,266741747
1434,765026253,769378664,907834889,888362333,30,969584240,133543,471170845
1435,544695340,572414757,941774389,699898675,10,135724418,133643,654599211
1436,200008580,572414757,606029594,91948629,10,439432863,133743,627084533
1437,370188611,769378664,136548634,875838945,43,862246538,133843,930413019
1438,533121268,358198320,149312461,908313182,50,722772889,133943,84943073
1439,878596153,119630363,724565089,903722543,21,1065123627,134043,131781527
1440,1018340096,119630363,87904542,90946057,16,157931518,134144,658870601
1441,642775685,119630363,87904542,699898675,42,881407782,134244,626907041
1442,124167936,119630363,87904542,888362333,7,881407782,134344,705062692
1443,126381899,358198320,204013689,271753333,40,990172696,134444,528009049
1444,522078485,636734202,930522560,454716506,34,476280133,134544,1065964273
1445,411791558,572414757,606029594,487409015,42,330741533,134644,380148988
1446,1049341897,358198320,92998158,426551212,39,414053841,134744,52291116
1447,1021131188,119630363,100627142,574905389,16,376446406,134844,292966540
1448,2920888,119630363,724565089,711216073,7,1065123627,134944,681427959
1449,314783819,572414757,474336000,888267572,11,1073378685,135044,391700645
1450,332566880,572414757,303571634,6071928,1,841823385,135145,222302567
1451,277955642,572414757,606029594,967436704,19,110255164,135245,587266368
1452,353714492,636734202,930522560,458807834,36,1065123627,135345,861602341
1453,44323851,119630363,874250391,491245267,16,685251842,135445,1052888972
1454,721064716,636734202,92540590,973625706,8,376446406,135545,347679738
1455,444730046,572414757,1017314817,806151297,42,135724418,135645,26549522
1456,884407170,572414757,474336000,649360893,24,857897645,135745,107486089
1457,847372914,636734202,92540590,933659093,6,132859125,135845,966338419
1458,261727715,636734202,912325741,454716506,47,698851713,135945,591583099
1459,600073635,636734202,912325741,426551212,6,1065123627,136045,289036375
1460,405121696,769378664,323945030,128219234,43,128251339,136146,717560907
1461,503871345,358198320,149312461,626184819,41,633393698,136246,936691369
1462,163725459,119630363,724565089,525949287,2,685251842,136346,843026111
1463,149633983,636734202,645096753,128219234,16,933592180,136446,78415343
1464,425876124,358198320,204013689,922606174,19,135724418,136546,431771942
1465,737596130,572414757,474336000,470953656,34,633393698,136646,761224660
1466,831996055,572414757,606029594,500347223,6,685251842,136746,934376495
1467,40932415,119630363,724565089,262774092,30,778442747,136846,601751994
1468,459718561,358198320,204013689,426551212,27,1073378685,136946,589458026
1469,682399176,636734202,912325741,602193411,12,522444752,137046,356490172
1470,1798147,572414757,941774389,894497667,19,414053841,137147,50819761
1471,515022467,572414757,474336000,649360893,38,912561269,137247,639620295
1472,615453860,358198320,204013689,856766955,3,990172696,137347,361345457
1473,725612234,769378664,445865090,922606174,26,778442747,137447,341082165
1474,429657207,572414757,941774389,626184819,28,1073378685,137547,967524511
1475,465430267,636734202,92540590,444697879,21,132859125,137647,60905501
1476,604611039,769378664,600616823,120107870,38,132859125,137747,926302045
1477,991392258,636734202,461996362,448959962,11,951436719,137847,799335477
1478,1065810497,636734202,645096753,933659093,50,722772889,137947,700843831
1479,831376279,636734202,912325741,651423291,2,950309306,138047,859588435
1480,910570751,119630363,805174136,253772148,35,478264760,138148,407798540
1481,925461248,636734202,930522560,619639013,29,110255164,138248,78408721
1482,1005005220,769378664,907834889,703164306,20,478264760,138348,186503024
1483,781465522,358198320,92998158,626184819,44,275045273,138448,84596462
1484,405666656,358198320,92998158,602193411,38,478264760,138548,363778494
1485,307703815,119630363,805174136,980796360,46,950309306,138648,126061415
1486,679441395,769378664,445865090,346507224,22,862246538,138748,266874187
1487,649318565,769378664,600616823,253772148,44,969584240,138848,755370870
1488,170506304,769378664,907834889,498021420,19,537974151,138948,630382380
1489,948816535,358198320,92998158,240866317,20,537974151,139048,951653754
1490,393679701,119630363,87904542,856766955,35,58170374,139149,658654819
1491,752236580,119630363,724565089,91948629,28,376446406,139249,270455264
1492,18523662,636734202,92540590,477013090,10,685251842,139349,842088883
1493,599737120,636734202,645096753,147979726,16,358456330,139449,94764831
1494,389977933,119630363,724565089,47982338,47,990172696,139549,478711829
1495,226854055,572414757,474336000,746289111,43,476280133,139649,603431101
1496,87431372,636734202,645096753,852051094,20,862246538,139749,675645463
1497,981240,119630363,874250391,658772357,38,722772889,139849,443783586
1498,964569590,119630363,724565089,852051094,47,157931518,139949,362304655
1499,165247007,636734202,92540590,856766955,14,132859125,140049,361644360
1500,497609902,572414757,303571634,470953656,4,1073378685,140150,512241911
1501,898613906,119630363,100627142,676027218,49,330741533,140250,692973871
1502,861689567,358198320,149312461,837770402,22,414053841,140350,891462524
1503,535923878,358198320,92998158,346507224,36,476280133,140450,576241144
1504,308414515,358198320,149312461,794589534,18,476280133,140550,339943162
1505,526632719,119630363,874250391,61542427,5,685251842,140650,299282556
1506,58007958,358198320,149312461,857999317,41,538046931,140750,817859876
1507,507969569,358198320,533813379,16209127,13,722772889,140850,46039956
1508,518547754,769378664,445865090,745479360,11,439432863,140950,66221027
1509,504419141,769378664,907834889,116158500,40,914094596,141050,272765687
1510,108629707,119630363,100627142,346507224,1,244966167,141151,57532890
1511,550902288,358198320,149312461,724890420,8,881407782,141251,383122554
1512,757447990,119630363,724565089,967436704,22,914094596,141351,150413447
1513,41045928,636734202,645096753,888267572,28,1065123627,141451,932325830
1514,537075952,636734202,92540590,592282916,18,1073378685,141551,362606375
1515,731362960,358198320,92998158,91948629,25,685251842,141651,242006142
1516,947144001,358198320,92998158,875838945,7,914094596,141751,420040152
1517,320025761,636734202,92540590,384902664,43,778442747,141851,967801229
1518,992232895,769378664,323945030,299338386,26,275045273,141951,670008695
1519,650194291,358198320,204013689,724890420,4,135724418,142051,909361363
1520,910534719,119630363,805174136,376126556,40,914094596,142152,504606369
1521,229905579,572414757,303571634,741356596,42,857897645,142252,17335076
1522,892228493,119630363,87904542,568793734,41,951436719,142352,210640936
1523,978855401,358198320,835727822,513079986,42,857897645,142452,938647855
1524,100172682,572414757,941774389,794589534,9,538046931,142552,217957122
1525,64226338,358198320,533813379,448959962,2,951436719,142652,164908116
1526,597727885,119630363,805174136,856766955,32,990172696,142752,854897706
1527,377834885,572414757,303571634,626184819,15,778442747,142852,1024392753
1528,656820341,119630363,874250391,346507224,1,414053841,142952,909573509
1529,210309882,119630363,724565089,481146443,25,1073378685,143052,12285606
1530,813894347,572414757,303571634,327822938,18,522444752,143153,109462128
1531,721235986,769378664,600616823,513079986,33,661352075,143253,534202844
1532,408282117,358198320,533813379,128219234,10,135724418,143353,731999110
1533,746736562,119630363,805174136,458807834,48,537974151,143453,71369523
1534,284482382,358198320,533813379,217336653,48,537974151,143553,1945615
1535,810902684,636734202,930522560,176313533,5,157931518,143653,676374706
1536,437826676,358198320,533813379,676027218,50,698851713,143753,318870936
1537,692464724,358198320,92998158,626184819,33,912561269,143853,980845915
1538,6100654,636734202,912325741,470953656,43,110255164,143953,522093651
1539,701554555,572414757,606029594,888362333,46,157931518,144053,592277896
1540,841642252,572414757,941774389,619639013,2,358456330,144154,492597787
1541,654319427,769378664,136548634,454390549,11,110255164,144254,533549084
1542,718314725,636734202,930522560,1050502102,21,722772889,144354,388636455
1543,59379814,769378664,600616823,580013018,1,110255164,144454,745403129
1544,526300375,572414757,303571634,466715267,28,358456330,144554,982765039
1545,983887325,572414757,606029594,773509879,41,442629192,144654,461397314
1546,274774509,769378664,323945030,16209127,19,414053841,144754,701430815
1547,272771242,358198320,835727822,70352832,19,951436719,144854,252229446
1548,670780820,572414757,941774389,673944718,39,414053841,144954,692432563
1549,52277758,358198320,204013689,746289111,38,442629192,145054,388318686
1550,130767977,358198320,533813379,921540355,42,132859125,145155,99276553
1551,971655161,358198320,149312461,525949287,39,990172696,145255,48116194
1552,75495728,769378664,445865090,888362333,10,157931518,145355,347627905
1553,703343588,572414757,1017314817,67819486,21,914094596,145455,715930252
1554,295424236,769378664,136548634,857999317,14,661352075,145555,1035034319
1555,781551519,636734202,912325741,466715267,6,132859125,145655,49621209
1556,347696322,769378664,907834889,1050489664,17,358456330,145755,858579272
1557,886151001,636734202,912325741,649360893,4,135724418,145855,707572322
1558,68140524,119630363,100627142,57114535,39,933592180,145955,536106608
1559,235629998,119630363,87904542,699898675,1,698851713,146055,814620283
1560,106336625,572414757,941774389,602193411,36,110255164,146156,1019567657
1561,1056623697,636734202,461996362,1067412090,7,990172696,146256,178320242
1562,950048742,572414757,606029594,311261128,3,442629192,146356,357530463
1563,98368506,572414757,1017314817,447488005,5,128251339,146456,811313496
1564,354379483,358198320,92998158,199004570,41,914094596,146556,108708170
1565,1035575155,769378664,445865090,70352832,49,150861774,146656,960331799
1566,1063133409,572414757,474336000,466715267,46,969584240,146756,775449941
1567,622531506,636734202,912325741,299338386,35,841823385,146856,858444485
1568,607383240,572414757,303571634,983763394,27,442629192,146956,157690142
1569,739519927,119630363,874250391,314681012,1,376446406,147056,431006846
1570,73527601,119630363,724565089,466715267,41,933592180,147157,558062681
1571,360152504,572414757,941774389,481146443,22,698851713,147257,824699856
1572,747384747,769378664,600616823,568793734,50,912561269,147357,939005992
1573,439927917,572414757,941774389,91948629,36,793473108,147457,469804873
1574,164775106,119630363,874250391,189529079,27,442629192,147557,38993892
1575,283051772,636734202,92540590,651423291,47,132859125,147657,585123280
1576,740325588,358198320,533813379,466715267,21,685251842,147757,772401994
1577,900650744,572414757,474336000,550351346,35,1065123627,147857,311007050
1578,813643566,119630363,874250391,361008659,47,442629192,147957,537773467
1579,824622799,358198320,533813379,794589534,25,914094596,148057,1016534123
1580,6000720,636734202,92540590,1067412090,26,244966167,148158,972349823
1581,231948062,572414757,474336000,852051094,7,538046931,148258,76536411
1582,980035235,636734202,912325741,525949287,42,414053841,148358,898816104
1583,37972051,119630363,805174136,626184819,50,1073378685,148458,61864395
1584,670868246,769378664,136548634,361008659,6,661352075,148558,97624712
1585,619260613,769378664,323945030,743324822,20,275045273,148658,34292012
1586,443849262,769378664,445865090,164223055,45,414053841,148758,785098841
1587,241718434,119630363,874250391,154724362,19,722772889,148858,490279277
1588,617935975,572414757,474336000,711889679,6,135724418,148958,873610263
1589,916147662,119630363,87904542,894497667,7,914094596,149058,458506462
1590,370005545,572414757,1017314817,498021420,12,722772889,149159,633173635
1591,252562369,358198320,835727822,235794965,42,862246538,149259,960941272
1592,998553688,636734202,930522560,694894798,45,914094596,149359,596247662
1593,848108817,769378664,136548634,91948629,1,912561269,149459,938246341
1594,823213654,769378664,907834889,1050489664,16,330741533,149559,289809780
1595,598783156,572414757,941774389,491245267,48,685251842,149659,959796102
1596,406279656,769378664,323945030,487409015,20,442629192,149759,218325011
1597,336411195,572414757,474336000,773719241,1,132859125,149859,230443615
1598,658872223,119630363,805174136,1050502102,45,439432863,149959,714909119
1599,980470700,572414757,474336000,361625467,12,722772889,150059,227949299
1600,1042567878,358198320,92998158,78432743,21,244966167,150160,810220216
1601,466724195,636734202,645096753,518605273,29,661352075,150260,887960659
1602,416170844,572414757,303571634,518605273,49,881407782,150360,846684491
1603,683867913,769378664,323945030,235794965,45,244966167,150460,54746360
1604,989447023,358198320,149312461,466070234,6,522444752,150560,280996968
1605,270659371,119630363,874250391,271753333,37,478264760,150660,507346791
1606,448631577,572414757,1017314817,734914638,32,476280133,150760,302202184
1607,290282081,358198320,835727822,550351346,30,1065123627,150860,196058420
1608,624688877,636734202,930522560,436355334,3,685251842,150960,52559058
1609,1059509900,358198320,533813379,1050489664,34,330741533,151060,627610184
1610,152423554,358198320,533813379,568963210,29,1065123627,151161,14842677
1611,844708016,572414757,303571634,766427479,1,157931518,151261,399227739
1612,685736364,358198320,92998158,711889679,29,933592180,151361,920851796
1613,213075374,769378664,136548634,78432743,28,442629192,151461,910693783
1614,758869438,358198320,835727822,275404538,2,132859125,151561,1009928772
1615,141189485,636734202,92540590,580013018,29,862246538,151661,588899819
1616,350354211,636734202,461996362,711216073,48,476280133,151761,911230899
1617,796250110,769378664,323945030,749720854,44,157931518,151861,576088107
1618,152862680,769378664,600616823,649360893,9,793473108,151961,289834753
1619,863233886,119630363,100627142,491245267,12,132859125,152061,863886979
1620,96302035,572414757,606029594,1039281776,42,135724418,152162,838107299
1621,792026264,358198320,835727822,565302581,17,881407782,152262,206404239
1622,626996341,636734202,461996362,694894798,10,442629192,152362,211919763
1623,192640882,572414757,303571634,541259438,49,110255164,152462,190525624
1624,255102216,769378664,136548634,211230296,19,132859125,152562,282048659
1625,517867074,769378664,136548634,128219234,43,661352075,152662,549334236
1626,467202811,769378664,600616823,16209127,34,661352075,152762,643972900
1627,724638885,636734202,461996362,724890420,13,522444752,152862,662384790
1628,164491802,636734202,930522560,436355334,40,478264760,152962,88984551
1629,529307455,358198320,149312461,884593886,10,793473108,153062,660227366
1630,417021129,769378664,600616823,243251345,3,661352075,153163,745778990
1631,624791871,358198320,835727822,57114535,49,881407782,153263,464555143
1632,92609645,769378664,323945030,78432743,4,135724418,153363,1049539356
1633,397538835,636734202,912325741,724890420,33,633393698,153463,758405078
1634,367498183,358198320,92998158,199004570,15,951436719,153563,681667633
1635,747963366,358198320,835727822,262774092,34,522444752,153663,472074717
1636,552726248,358198320,204013689,453561333,50,135724418,153763,720651547
1637,1038094072,769378664,907834889,189529079,48,244966167,153863,286792049
1638,439848585,572414757,303571634,980796360,35,275045273,153963,316384541
1639,348791594,769378664,445865090,525949287,5,135724418,154063,522431801
1640,522419071,572414757,303571634,145719540,2,275045273,154164,361203724
1641,729850862,119630363,805174136,491245267,21,244966167,154264,164522239
1642,529552919,572414757,941774389,967436704,47,969584240,154364,467365618
1643,730985744,119630363,874250391,917505307,19,414053841,154464,506987236
1644,674534722,636734202,930522560,453561333,38,150861774,154564,629328396
1645,194523906,119630363,87904542,743324822,41,862246538,154664,553659172
1646,928516417,769378664,323945030,837770402,11,522444752,154764,523864393
1647,773020870,119630363,87904542,346507224,38,476280133,154864,1007760104
1648,29110862,769378664,907834889,749720854,13,275045273,154964,546765189
1649,932237215,572414757,606029594,211230296,49,442629192,155064,185385996
1650,599961489,119630363,724565089,619639013,34,793473108,155165,338218292
1651,447325490,636734202,92540590,734914638,33,857897645,155265,833691445
1652,686450655,119630363,805174136,498021420,20,969584240,155365,203693938
1653,52061934,636734202,912325741,580013018,27,376446406,155465,174981632
1654,1016807269,358198320,204013689,721449059,2,912561269,155565,659166008
1655,779815200,636734202,912325741,525949287,6,685251842,155665,543474378
1656,429584695,358198320,204013689,243251345,7,862246538,155765,259399586
1657,638965625,636734202,461996362,154724362,17,157931518,155865,500032514
1658,487181217,636734202,645096753,217336653,20,950309306,155965,21311116
1659,392457295,572414757,474336000,1002109111,14,476280133,156065,129459497
1660,144000800,769378664,600616823,884593886,38,685251842,156166,840750181
1661,1010315897,636734202,645096753,91948629,41,358456330,156266,931948291
1662,265299856,119630363,100627142,147979726,34,537974151,156366,371888786
1663,258589968,358198320,835727822,809135577,2,793473108,156466,588542168
1664,860954306,358198320,204013689,773719241,31,442629192,156566,908464659
1665,219721407,769378664,600616823,418834743,27,110255164,156666,448596458
1666,258414410,636734202,912325741,725491806,24,841823385,156766,478433563
1667,733396218,636734202,645096753,470953656,23,439432863,156866,948797351
1668,889564617,358198320,149312461,240866317,33,951436719,156966,766737269
1669,397294109,119630363,805174136,773719241,39,912561269,157066,40343250
1670,829390448,119630363,87904542,711216073,49,157931518,157167,468758328
1671,875008926,358198320,149312461,809135577,28,135724418,157267,1052955420
1672,275072466,572414757,941774389,856766955,41,128251339,157367,129964583
1673,378741961,358198320,204013689,852051094,7,150861774,157467,146111790
1674,900376562,119630363,874250391,361008659,38,778442747,157567,83723818
1675,244211048,636734202,92540590,888362333,45,150861774,157667,182927311
1676,1053371668,769378664,600616823,773509879,33,1073378685,157767,460513833
1677,447137015,636734202,92540590,436355334,44,58170374,157867,676938039
1678,354545884,119630363,724565089,903722543,20,522444752,157967,98863203
1679,681752943,636734202,645096753,923562184,38,478264760,158067,147129009
1680,487861201,358198320,533813379,592282916,18,950309306,158168,508451139
1681,498373275,119630363,724565089,454716506,18,1065123627,158268,1005250328
1682,146084632,636734202,930522560,694894798,3,157931518,158368,284149545
1683,799666191,119630363,805174136,498021420,34,58170374,158468,486195668
1684,827574948,358198320,835727822,894497667,26,912561269,158568,178434336
1685,32450058,636734202,645096753,908313182,48,722772889,158668,959004021
1686,353176218,358198320,92998158,311261128,23,950309306,158768,191629973
1687,972008977,572414757,606029594,477013090,6,478264760,158868,721346845
1688,684514802,572414757,606029594,431513001,22,722772889,158968,203943276
1689,380290712,358198320,204013689,466715267,7,1073378685,159068,290459807
1690,1027047231,636734202,461996362,714209204,34,414053841,159169,650991444
1691,234563994,572414757,474336000,409851523,12,538046931,159269,131554506
1692,1009867228,572414757,941774389,1037151810,31,661352075,159369,1020979153
1693,51765815,358198320,92998158,766427479,27,537974151,159469,467722321
1694,567663091,636734202,930522560,580013018,33,275045273,159569,622904263
1695,535146585,636734202,912325741,243251345,28,476280133,159669,186050557
1696,843282421,119630363,100627142,1067412090,46,522444752,159769,700005732
1697,896945959,636734202,912325741,466715267,44,633393698,159869,305918046
1698,981284736,636734202,461996362,189529079,30,150861774,159969,435419433
1699,217706703,769378664,136548634,147979726,26,58170374,160069,178947200
1700,333426527,119630363,805174136,541259438,27,722772889,160170,1028968436
1701,41115485,358198320,204013689,78432743,20,969584240,160270,562615516
1702,137906153,119630363,874250391,884593886,26,442629192,160370,471205584
1703,61792406,358198320,204013689,199004570,40,244966167,160470,107590241
1704,288575080,358198320,533813379,568963210,48,414053841,160570,413017899
1705,1028956589,358198320,149312461,1002109111,18,793473108,160670,629411580
1706,909428656,119630363,874250391,447488005,7,478264760,160770,749627185
1707,924708319,572414757,303571634,922606174,46,275045273,160870,961660445
1708,157301975,358198320,92998158,908313182,30,150861774,160970,575586343
1709,697065052,572414757,474336000,91322759,7,135724418,161070,816952602
1710,660131027,769378664,323945030,1002109111,3,969584240,161171,314785443
1711,414944062,572414757,474336000,100881916,45,439432863,161271,283318276
1712,235068224,358198320,149312461,384902664,1,414053841,161371,538557824
1713,552957944,358198320,533813379,498021420,12,793473108,161471,894032958
1714,318841462,636734202,930522560,711216073,44,128251339,161571,57455618
1715,225400493,769378664,136548634,87951864,37,933592180,161671,654690001
1716,765578771,636734202,92540590,6071928,12,110255164,161771,684776465
1717,334176042,636734202,461996362,721449059,21,722772889,161871,108171570
1718,597327731,358198320,533813379,477013090,14,990172696,161971,650147049
1719,781742395,572414757,941774389,431513001,29,862246538,162071,819347748
1720,556400925,636734202,912325741,251067217,1,157931518,162172,174062635
1721,608289214,119630363,724565089,275404538,39,135724418,162272,1041869137
1722,899353480,572414757,474336000,70352832,44,330741533,162372,680348784
1723,115317363,572414757,474336000,444697879,50,793473108,162472,910820564
1724,600096274,636734202,461996362,35270045,34,157931518,162572,214546335
1725,429972500,572414757,303571634,481146443,22,951436719,162672,411224460
1726,116344402,636734202,912325741,980796360,28,862246538,162772,28183188
1727,321415404,636734202,461996362,933659093,6,330741533,162872,109883714
1728,979766552,572414757,474336000,775829305,10,376446406,162972,775078586
1729,310706372,636734202,461996362,6071928,17,275045273,163072,741583378
1730,520626742,119630363,874250391,908313182,47,150861774,163173,344252835
1731,582349917,636734202,92540590,35270045,40,661352075,163273,38429208
1732,775197398,119630363,724565089,454390549,6,244966167,163373,212178951
1733,482996635,636734202,461996362,888267572,8,110255164,163473,498772806
1734,1050193809,572414757,606029594,271753333,42,933592180,163573,263076838
1735,213304873,769378664,136548634,70352832,7,862246538,163673,22914949
1736,1036639127,358198320,533813379,431513001,38,358456330,163773,268892764
1737,506938737,636734202,92540590,500347223,29,841823385,163873,1055687067
1738,508763750,572414757,941774389,734914638,4,330741533,163973,287206233
1739,480864180,358198320,533813379,436355334,47,969584240,164073,638040853
1740,800055918,358198320,92998158,1015815959,16,330741533,164174,993546634
1741,9544013,572414757,941774389,470953656,9,914094596,164274,917056752
1742,1061725344,572414757,606029594,418834743,43,110255164,164374,30714692
1743,438995839,636734202,930522560,794589534,30,862246538,164474,283318276
1744,452532075,358198320,533813379,749720854,27,969584240,164574,696305778
1745,925536572,636734202,930522560,57114535,24,537974151,164674,636466661
1746,869115691,119630363,874250391,1039792716,37,110255164,164774,600556641
1747,918833660,572414757,474336000,57114535,28,951436719,164874,800175484
