PS_PARTKEY,PS_SUPPKEY,PS_AVAILQTY,PS_SUPPLYCOST,PS_COMMENT
1535,56,705,3585,714300718
1536,37,3717,32164,569637109
1536,77,3629,51235,272466259
1536,17,8090,81102,500612458
1536,57,9634,64475,304440813
1537,38,6507,24224,181944456
1537,78,8905,67169,160419385
1537,18,58,60864,135387713
1537,58,4804,86914,9855858
1538,39,3687,31842,980876440
1538,79,9255,24603,85715159
1538,19,8249,38603,550957666
1538,59,9286,63885,642613487
1539,40,4843,99432,298547828
1539,80,2579,27533,152236253
1539,20,3625,55605,1044088931
1539,60,519,29820,754414819
1540,41,787,31936,300230012
1540,81,5940,99564,1046403005
1540,21,7877,63290,1029160170
1540,61,2317,94811,691989464
1541,42,1843,224,673699080
1541,82,7056,95525,710609385
1541,22,6330,720,924043943
1541,62,8183,31812,887213455
1542,43,1681,23279,210616779
1542,83,1597,67171,988652545
1542,23,4341,84906,210230155
1542,63,5162,52492,59771888
1543,44,9756,42636,868015372
1543,84,515,27889,168006779
1543,24,8628,44575,564096281
1543,64,8056,41509,207876301
1544,45,7255,56964,540203061
1544,85,4793,68612,51618768
1544,25,536,24156,826171192
1544,65,876,17020,87330135
1545,46,8732,62442,670263438
1545,86,9802,53013,365527445
1545,26,3162,98598,1033835079
1545,66,7871,687,823519618
1546,47,5866,89317,874822828
1546,87,7765,70674,130580230
1546,27,5743,17944,281554874
1546,67,8421,2994,244613748
1547,48,6630,88000,41044813
1547,88,4650,433,867821958
1547,28,3626,12600,60199544
1547,68,8131,9948,359276582
1548,49,8908,86872,879067645
1548,89,793,27069,76411237
1548,29,1447,23168,213383912
1548,69,337,94754,610302696
1549,50,5633,39824,427847207
1549,90,7825,4093,752930269
1549,30,4829,80522,569980352
1549,70,6590,7988,461768519
1550,51,6807,8019,439454254
1550,91,7902,35782,62442482
1550,31,5840,15390,28238159
1550,71,3464,49272,784153580
1551,52,8394,67526,318079793
1551,92,3182,58108,8445517
1551,32,3304,18276,912667334
1551,72,1774,89511,524396945
1552,53,5358,28914,153395078
1552,93,7030,80233,599019760
1552,33,8648,32450,731189869
1552,73,3658,53779,988156783
1553,54,9417,95330,932374519
1553,94,3273,20932,590035634
1553,34,8045,77579,948412119
1553,74,2868,96574,153360838
1554,55,4758,53404,420385798
1554,95,2934,89957,950682208
1554,35,9256,36443,488745796
1554,75,5156,29398,776948847
1555,56,1734,2817,745099747
1555,96,2825,13209,342000485
1555,36,1281,47964,91930804
1555,76,8783,60304,71849728
1556,57,8116,71407,347176721
1556,97,5003,51106,864535891
1556,37,8161,10584,225183506
1556,77,4198,92823,285198206
1557,58,3677,52883,475172161
1557,98,9800,9553,849757293
1557,38,3408,50226,827997614
1557,78,3784,11271,681423244
1558,59,3296,41542,924536844
1558,99,6901,15328,914902534
1558,39,2595,3483,912965276
1558,79,2097,25553,215509303
1559,60,680,21182,994146702
1559,100,589,84541,748727181
1559,40,6774,16755,491439843
1559,80,9485,458,382154049
1560,61,7096,27038,917440793
1560,1,4166,11901,960178253
1560,41,3114,46793,801022119
1560,81,9226,57560,125211659
1561,62,4050,91648,846743099
1561,2,3911,75549,826683852
1561,42,1264,29825,583214716
1561,82,3191,96062,54409253
1562,63,4004,33107,914761188
1562,3,8746,11512,902364137
1562,43,784,5687,751628806
1562,83,266,97179,843579636
1563,64,6198,33145,455663027
1563,4,5180,46503,672867711
1563,44,7813,76516,325957028
1563,84,5432,8625,413215883
1564,65,4177,37924,638240715
1564,5,6426,53925,581906564
1564,45,4955,49754,770275295
1564,85,3962,71088,431338680
1565,66,140,77920,705684553
1565,6,2599,20891,99022369
1565,46,2317,83543,306598417
1565,86,4022,22901,640901752
1566,67,2660,6887,340677110
1566,7,7488,84239,708990704
1566,47,3693,36980,715535347
1566,87,2708,57165,102889203
1567,68,7871,56764,234405014
1567,8,3126,8419,119089593
1567,48,2439,61626,1040724936
1567,88,5651,96296,602797854
1568,69,1251,82417,531403887
1568,9,8837,86320,127881584
1568,49,470,50100,655688462
1568,89,1895,89923,857106822
1569,70,7228,55277,340626970
1569,10,6858,90878,40941051
1569,50,6769,29591,1057290651
1569,90,5865,47629,503347138
1570,71,7082,16781,825544748
1570,11,9736,45938,341899735
1570,51,3092,73428,677645185
1570,91,6307,51554,718115309
1571,72,2661,55924,99311325
1571,12,7273,71856,912823117
1571,52,2537,6165,607038691
1571,92,519,46809,138972391
1572,73,9991,18482,289191862
1572,13,4030,59155,830988902
1572,53,3452,47826,976675613
1572,93,4912,27460,645308371
1573,74,8043,5966,247695647
1573,14,6944,96665,444790575
1573,54,3458,91965,704125020
1573,94,8981,14263,528433646
1574,75,7011,95643,875000018
1574,15,5563,92610,356636428
1574,55,5410,66384,447707591
1574,95,7412,49947,904081002
1575,76,4468,24361,247405195
1575,16,2091,61177,748718555
1575,56,4184,38737,849802641
1575,96,4906,23055,990439387
1576,77,507,97515,541326589
1576,17,5992,88479,109212080
1576,57,821,59813,30774309
1576,97,9361,95992,123520027
1577,78,2755,58590,521710272
1577,18,2391,19790,124482839
1577,58,4671,72766,311359016
1577,98,3075,14074,252085014
1578,79,1720,99635,508436054
1578,19,7478,47952,499980945
1578,59,293,56842,596476410
1578,99,9143,30954,85998777
1579,80,1278,77277,831348749
1579,20,9355,99556,89280696
1579,60,6175,29908,257129649
1579,100,9777,83302,352833095
1580,81,3874,71786,954222657
1580,21,8717,32652,27342759
1580,61,7456,70831,718269106
1580,1,7327,56434,311155896
1581,82,320,58376,66306444
1581,22,2765,28267,838547206
1581,62,7770,87003,690012696
1581,2,2081,36181,1044760062
1582,83,3839,21093,47771146
1582,23,7863,88877,112497500
1582,63,5310,61400,459890472
1582,3,1959,94146,44700468
1583,84,188,1872,1059305499
1583,24,1002,22432,98377054
1583,64,2690,7737,256346791
1583,4,5607,86740,686546480
1584,85,1957,14234,119706200
1584,25,5501,127,811432442
1584,65,3417,56980,945607883
1584,5,5238,54883,578242827
1585,86,5742,63410,1046162231
1585,26,9526,12849,907368702
1585,66,1526,95501,1055634595
1585,6,4500,817,675226646
1586,87,7545,71719,417873197
1586,27,4829,9266,51939245
1586,67,6693,13163,244463113
1586,7,3328,83930,937227162
1587,88,2305,38754,996721633
1587,28,8988,13319,769565854
1587,68,3309,13240,271227850
1587,8,7934,71958,295752229
1588,89,3853,25559,971180355
1588,29,8503,28039,84349308
1588,69,1090,54146,502626131
1588,9,8150,54029,1032024596
1589,90,7148,92728,656830817
1589,30,1064,43988,523108909
1589,70,3048,68159,762831926
1589,10,1947,12834,687867204
1590,91,9431,47959,471240675
1590,31,6259,76507,865508537
1590,71,4337,46256,460631943
1590,11,171,20601,1023882619
1591,92,2341,15053,958225104
1591,32,5242,66296,914773003
1591,72,1617,72878,324614839
1591,12,7035,92151,1032545115
1592,93,4190,35560,265911521
1592,33,6420,75253,239169181
1592,73,5365,60603,1068488834
1592,13,869,87167,831434276
1593,94,2639,99184,225014596
1593,34,8015,58394,2536182
1593,74,532,23280,985143622
1593,14,7134,72404,56539565
1594,95,1801,23209,468658413
1594,35,1121,79108,273136353
1594,75,4100,17195,311729822
1594,15,2995,9021,11107579
1595,96,9275,93910,993325714
1595,36,569,28483,1015509950
1595,76,1649,21154,452034879
1595,16,6928,21742,114411610
1596,97,4083,14121,469954828
1596,37,5065,94883,770784305
1596,77,1404,7875,790097253
1596,17,2783,18154,708792300
1597,98,8409,37772,1061629682
1597,38,2060,82479,343053796
1597,78,4443,17728,632380286
1597,18,571,70956,91747222
1598,99,2861,70288,908804622
1598,39,2559,23069,576056580
1598,79,3257,25571,383964016
1598,19,8689,23773,88283460
1599,100,3105,69520,1067120310
1599,40,4635,12013,292382155
1599,80,7360,28076,930059836
1599,20,8251,66530,640432472
1600,1,3836,96526,599953683
1600,41,4463,46903,1055304920
1600,81,9605,7817,16068385
1600,21,874,32433,185557606
1601,2,5505,87381,662826383
1601,43,9546,85643,649761685
1601,84,2987,47128,583994419
1601,25,5804,95512,548491956
1602,3,5922,83322,866520741
1602,44,5591,8918,1027903450
1602,85,5472,54705,253831914
1602,26,4323,83077,328182654
1603,4,9774,83749,599262949
1603,45,9225,90832,232948972
1603,86,6381,50066,726105066
1603,27,9953,23415,674566087
1604,5,3984,53336,846652669
1604,46,3169,30408,1011759378
1604,87,7402,16468,364689726
1604,28,1681,82253,557815902
1605,6,7365,26292,111178102
1605,47,4791,49737,932262404
1605,88,4513,87852,477621181
1605,29,4528,14813,1061263200
1606,7,9228,26606,766054633
1606,48,14,44338,627203329
1606,89,6054,48642,578126894
1606,30,8803,55595,174999180
1607,8,4552,43117,490083772
1607,49,710,16399,3707656
1607,90,1762,14732,724732453
1607,31,6123,77164,898509581
1608,9,9288,11936,233363881
1608,50,7302,25872,158318995
1608,91,6046,88552,1013142118
1608,32,3770,93785,408992198
1609,10,2111,27422,235053896
1609,51,307,65428,431248448
1609,92,5600,70261,993947048
1609,33,8048,74835,541050556
1610,11,6086,22060,61979515
1610,52,4395,56041,116738975
1610,93,485,48681,25203577
1610,34,1563,23214,247325306
1611,12,5793,76951,893657002
1611,53,6457,23693,218315230
1611,94,417,33372,65123640
1611,35,8918,62700,6245233
1612,13,3431,64789,766625470
1612,54,3452,17530,629409473
1612,95,1384,45284,896626152
1612,36,5848,73434,708740836
1613,14,9877,51015,166596660
1613,55,3357,77576,106087652
1613,96,1504,31012,1016970533
1613,37,9689,69574,53916626
1614,15,50,12726,924428841
1614,56,6165,17510,7080389
1614,97,5161,16294,727868598
1614,38,7452,64291,711747069
1615,16,6804,29972,216254524
1615,57,5941,63638,935508549
1615,98,8318,56157,963396000
1615,39,605,91047,446847223
1616,17,7160,71115,214151255
1616,58,6990,48442,266881060
1616,99,9767,99100,457763782
1616,40,8923,55362,818895208
1617,18,5632,17697,823698598
1617,59,1196,55190,378558263
1617,100,1452,22330,263223585
1617,41,2150,89893,599453378
1618,19,3493,60028,825981401
1618,60,3360,11261,273144436
1618,1,3777,80357,470151334
1618,42,5569,25952,775389512
1619,20,1561,38743,669095378
1619,61,7539,27605,252267428
1619,2,8765,37194,408316756
1619,43,7460,71116,964730911
1620,21,6734,58655,759210311
1620,62,2369,40125,163640312
1620,3,8079,78132,316421302
1620,44,2048,98150,586806882
1621,22,401,62302,1034386077
1621,63,7628,70563,883891032
1621,4,5197,49020,956074516
1621,45,2619,28925,433528170
1622,23,6050,44053,540542357
1622,64,9430,63173,56814113
1622,5,5706,33059,848555631
1622,46,9797,4326,306396848
1623,24,9473,759,508291310
1623,65,5365,2234,326815958
1623,6,1923,13453,991163521
1623,47,1002,58989,460947519
1624,25,8464,29691,440166713
1624,66,9670,35085,321656184
1624,7,8199,92362,938815691
1624,48,4882,84978,282301741
1625,26,7713,74236,314551594
1625,67,1363,48892,885551566
1625,8,6824,67972,673623796
1625,49,7254,66268,645076476
1626,27,6189,95567,561934329
1626,68,3153,12834,208291530
1626,9,8608,47217,791087152
1626,50,7123,80413,219364073
1627,28,6812,63733,643116930
1627,69,8191,48811,660140777
1627,10,8902,2178,610287754
1627,51,9151,65175,621566507
1628,29,6468,3708,546346581
1628,70,1761,99995,1034547803
1628,11,1578,2434,672268804
1628,52,1048,79424,976572172
1629,30,4587,27938,21990175
1629,71,6430,42656,661286087
1629,12,4549,57516,724093492
1629,53,7704,74028,941075000
1630,31,6006,44403,51889656
1630,72,8369,50907,341703745
1630,13,8506,63977,36688728
1630,54,1951,47812,142082166
1631,32,445,92633,853966093
1631,73,4380,58959,125450655
1631,14,9227,32803,690108942
1631,55,2143,85020,439149375
1632,33,5870,68327,823801358
1632,74,1419,30267,211477348
1632,15,942,28252,468785626
1632,56,6044,36707,625282063
1633,34,129,71148,379825900
1633,75,2412,95775,1042136800
1633,16,1466,17852,791157864
1633,57,5321,69385,37555730
1634,35,6707,37229,914847183
1634,76,8060,62151,919580106
1634,17,4677,37286,601692979
1634,58,1839,13949,969454896
1635,36,5737,97720,166789552
1635,77,614,41504,587367211
1635,18,6007,68857,622879202
1635,59,6037,52976,53774760
1636,37,8264,79473,378122079
1636,78,2774,59363,10440122
1636,19,1218,27900,968481553
1636,60,2463,4668,679596279
1637,38,9364,55032,508117662
1637,79,3329,63599,461383503
1637,20,4839,93110,524851093
1637,61,6487,80489,12514681
1638,39,8573,41835,662152088
1638,80,4918,48381,265140037
1638,21,499,75883,369882266
1638,62,4484,49794,361304985
1639,40,99,37719,280612684
1639,81,1824,98544,1014292839
1639,22,2237,95167,128949668
1639,63,1941,74698,757297298
1640,41,9150,19923,204184873
1640,82,5179,5249,242454445
1640,23,5078,34203,71342434
1640,64,8680,53039,452839497
1641,42,1165,41674,188839237
1641,83,4485,28695,180607273
1641,24,8752,84191,1053762252
1641,65,5042,20092,685234201
1642,43,9293,40163,1030026522
1642,84,4905,6691,934041451
1642,25,602,95538,38785749
1642,66,5935,16580,544156876
1643,44,9805,64897,883425981
1643,85,4481,35990,5363235
1643,26,5839,5551,652850663
1643,67,3493,10243,279419019
1644,45,6098,47526,44439279
1644,86,6440,83654,436394117
1644,27,7170,89088,799771152
1644,68,3036,13228,510482304
1645,46,9458,62575,247319155
1645,87,7485,71453,684336898
1645,28,7112,34320,154228597
1645,69,2107,7506,39088677
1646,47,7199,26450,856117694
1646,88,3276,5472,166165708
1646,29,9645,79360,255203662
1646,70,9920,46340,228331822
1647,48,6432,41257,863088097
1647,89,7464,19964,230540290
1647,30,8240,93457,710206607
1647,71,3726,17075,457062008
1648,49,3474,91985,313109185
1648,90,2944,48574,57934900
1648,31,7586,16338,901354791
1648,72,9903,3184,628604701
1649,50,1004,91725,613280892
1649,91,9861,72860,983960920
1649,32,9023,4612,848452553
1649,73,2963,16634,401058511
1650,51,3722,75178,228550495
1650,92,7333,1393,822460383
1650,33,5258,65001,253246450
1650,74,9003,73944,898193815
1651,52,6360,31139,626817518
1651,93,7131,1864,829621559
1651,34,6072,86039,329548587
1651,75,738,11540,288144300
1652,53,6142,70967,325321740
1652,94,8659,49956,493768237
1652,35,3547,67721,300424520
1652,76,4686,41242,562209800
1653,54,4496,70584,1065619876
1653,95,3433,15294,744221652
1653,36,5113,44935,333969945
1653,77,6982,99535,1008747122
1654,55,6730,63016,54562017
1654,96,2295,2178,142178743
1654,37,595,74548,354895472
1654,78,3375,91121,694759336
1655,56,4921,19734,388907063
1655,97,2952,32183,447145178
1655,38,5431,60807,554356443
1655,79,497,16222,350867006
1656,57,4426,39745,7698967
1656,98,4184,80517,288848560
1656,39,9771,14618,783705323
1656,80,7026,54237,4988597
1657,58,5372,93155,605381508
1657,99,6916,40347,550928324
1657,40,8131,9107,142659723
1657,81,2164,37734,258830316
1658,59,6265,48777,383551779
1658,100,557,37390,648665818
1658,41,7307,58927,882551984
1658,82,5517,96884,473746297
1659,60,40,68911,874855740
1659,1,9897,58697,804668374
1659,42,3822,18911,558428809
1659,83,1993,74272,1068561734
1660,61,2177,61009,873237934
1660,2,8409,25115,426963289
1660,43,9657,54267,148567577
1660,84,9220,19466,944412141
1661,62,7554,9714,535053781
1661,3,7928,55320,580521902
1661,44,4959,13978,317877575
1661,85,1973,85018,521010838
1662,63,2426,34123,1008898622
1662,4,5704,91844,103268053
1662,45,6343,81597,208674717
1662,86,3306,79932,354599075
1663,64,5078,74311,397605812
1663,5,4415,15103,506328501
1663,46,5479,11776,615753271
1663,87,4285,39937,37784937
1664,65,4636,19261,20369769
1664,6,236,61140,251121596
1664,47,1638,30754,834647469
1664,88,6847,23137,850388519
1665,66,8722,73645,68379343
1665,7,377,98835,358117587
1665,48,6025,90221,800870479
1665,89,5628,73520,957395102
1666,67,8186,2339,909918957
1666,8,3350,82085,354527743
1666,49,8812,99382,236714228
1666,90,454,89847,10858570
1667,68,4987,79116,392188402
1667,9,7747,39039,485596737
1667,50,305,96987,145859311
1667,91,5303,99936,881708624
1668,69,5762,15565,190178036
1668,10,4954,93014,274266700
1668,51,9903,57094,381724784
1668,92,5911,50509,1045413412
1669,70,6987,65304,496862069
1669,11,8709,148,382281157
1669,52,3494,14709,799999800
1669,93,4738,86922,701054507
1670,71,7360,66765,779760969
1670,12,7254,62185,678085724
1670,53,883,96721,609063047
1670,94,533,26795,796364253
1671,72,8199,37735,421913835
1671,13,2334,59712,914674888
1671,54,626,92931,638202355
1671,95,3863,72956,668168233
1672,73,2653,19170,158304353
1672,14,8873,43917,396356686
1672,55,3505,73104,386299211
1672,96,9977,10815,69262664
1673,74,7169,66587,165153744
1673,15,6747,57037,733500637
1673,56,82,93063,1004979692
1673,97,6539,81896,452076244
1674,75,7560,23258,429130830
1674,16,974,14746,300700151
1674,57,6723,4467,408517259
1674,98,8998,80009,694196766
1675,76,2696,70752,978226029
1675,17,2914,36534,831905180
1675,58,4953,57791,353076239
1675,99,2482,88378,114819142
1676,77,3064,58822,333397364
1676,18,6199,28492,640235463
1676,59,4718,66690,39080430
1676,100,3708,95528,362425978
1677,78,8745,55360,785596443
1677,19,8987,83593,209271684
1677,60,2565,71026,226495096
1677,1,5189,43641,465892674
1678,79,3942,28800,488457873
1678,20,5050,48770,926991665
1678,61,3578,13965,756716145
1678,2,7120,73919,753600560
1679,80,1159,7544,365502459
1679,21,9033,42811,43810359
1679,62,6788,61228,765014903
1679,3,4304,9986,172098401
1680,81,2660,25476,454569241
1680,22,6418,24207,413910739
1680,63,5900,79063,771359406
1680,4,3680,62804,818198273
1681,82,7466,26139,650528608
1681,23,7206,99364,826146539
1681,64,9770,89592,558283347
1681,5,2300,97624,963113533
1682,83,6500,18675,65182131
1682,24,5054,14083,487589677
1682,65,1216,51304,320992123
1682,6,7985,55822,214737058
1683,84,7039,49878,638399186
1683,25,2347,51669,131585206
1683,66,9032,83514,1048020520
1683,7,4986,39724,666209679
1684,85,581,34662,812450764
1684,26,59,65253,389652194
1684,67,365,16970,683298695
1684,8,4217,25072,1071229330
1685,86,1986,33315,31081211
1685,27,6066,13736,387974015
1685,68,6368,16261,529142927
1685,9,7962,706,111291600
1686,87,2801,10027,290978385
1686,28,708,23979,394578680
1686,69,5941,32330,471075027
1686,10,8712,27439,450691330
1687,88,4625,49497,901584380
1687,29,9032,42233,476770406
1687,70,5644,41114,62856894
1687,11,2608,7556,657853228
1688,89,6429,69972,479105978
1688,30,5116,19107,977824814
1688,71,4638,74578,662562115
1688,12,8215,96625,203108787
1689,90,8437,11248,695196010
1689,31,8767,57721,40103523
1689,72,5050,2211,233130051
1689,13,544,18468,724718257
1690,91,443,23086,221778639
1690,32,3424,15865,730503232
1690,73,7069,26102,416022937
1690,14,5551,48744,666997428
1691,92,1344,74669,79243141
1691,33,7226,31292,639451784
1691,74,4876,72224,407193257
1691,15,7027,4954,125005680
1692,93,8019,78653,536230327
1692,34,4391,51115,845607169
1692,75,1033,59264,409064678
1692,16,983,71202,26692025
1693,94,1459,98578,814948957
1693,35,3702,67278,805959159
1693,76,2665,92380,951805230
1693,17,292,2177,1033953500
1694,95,4014,53894,23694032
1694,36,7465,20970,99609809
1694,77,2959,12722,226331782
1694,18,3120,61965,687709937
1695,96,8147,2930,628753723
1695,37,1455,13638,659789554
1695,78,4264,66660,826653601
1695,19,9154,91470,198587802
1696,97,6084,85162,884740718
1696,38,4554,69468,773068252
1696,79,3998,34126,302711259
1696,20,6697,50049,406809314
1697,98,2464,31027,994426831
1697,39,4240,12072,724219845
1697,80,7503,24546,966303536
1697,21,3912,81316,962607138
1698,99,518,50722,108321185
1698,40,4565,61390,66322164
1698,81,8881,38158,13958905
1698,22,2282,88213,901120441
1699,100,2775,87892,660839281
1699,41,518,95455,254654386
1699,82,2541,20350,500218482
1699,23,7425,84012,87418311
1700,1,2073,19845,563320073
1700,42,813,84342,548415667
1700,83,2978,75194,453186689
1700,24,3420,62982,496895355
1701,2,6042,10081,322975115
1701,44,6193,20008,1046461028
1701,86,3247,30620,594388062
1701,28,9232,69525,713049943
1702,3,3762,85764,925238489
1702,45,2638,97655,450987581
1702,87,8839,40439,100513564
1702,29,8750,51535,684496852
1703,4,7638,33713,99219731
1703,46,9728,6031,467471454
1703,88,2870,94828,1071418790
1703,30,7164,82487,531041303
1704,5,1454,52812,781001164
1704,47,4214,18306,156564291
1704,89,7757,93910,425931359
1704,31,1034,34125,923285627
1705,6,7127,38805,746319635
1705,48,8923,66499,135555309
1705,90,3916,75995,779104311
1705,32,744,39776,873560668
1706,7,7877,8823,1016185847
1706,49,5213,65502,46565397
1706,91,1570,6581,686588844
1706,33,1886,62785,385879221
1707,8,2539,92048,11016628
1707,50,2000,6120,1060641753
1707,92,3375,81131,1058348974
1707,34,1551,47638,720533119
1708,9,2781,72759,914020058
1708,51,1780,1710,925109492
1708,93,5750,1247,69776026
1708,35,4854,13407,380106180
1709,10,359,83033,579900612
1709,52,2360,39290,64780441
1709,94,7879,29951,910654576
1709,36,340,4824,58956947
1710,11,8155,82932,265952316
1710,53,2137,37974,346916026
1710,95,1474,90352,668358641
1710,37,2587,79677,483980351
1711,12,3805,78903,103634349
1711,54,6727,57415,87077549
1711,96,6614,51277,86564847
1711,38,3115,93969,642752228
1712,13,5058,33860,162651822
1712,55,5043,70601,966047320
1712,97,9725,85852,659671968
1712,39,2717,76926,421114545
1713,14,4080,508,38339844
1713,56,6315,80047,189285904
1713,98,3266,7198,323622840
1713,40,8091,42388,1031232776
1714,15,2397,42249,234825321
1714,57,4877,14897,805177638
1714,99,4467,54648,1025901452
1714,41,3103,13033,793695107
1715,16,3034,96130,692193081
1715,58,2194,86487,226629753
1715,100,830,48156,746653438
1715,42,2820,80106,1024030309
1716,17,6195,98725,314505406
1716,59,8619,43220,18173390
1716,1,6627,47777,138634260
1716,43,469,3922,556604646
1717,18,9879,29188,360260830
1717,60,939,79793,793180570
1717,2,2016,43146,137233261
1717,44,3779,3925,647214419
1718,19,4223,61354,877489372
1718,61,8456,39448,1000809036
1718,3,606,78967,158624125
1718,45,4288,36401,242706718
1719,20,4809,19088,272460243
1719,62,6903,59416,225188347
1719,4,5564,25276,296832920
1719,46,6075,53715,14311401
1720,21,8996,12438,781649101
1720,63,7653,79440,1052038395
1720,5,4005,91107,845051885
1720,47,92,84581,855199913
1721,22,70,86895,4976763
1721,64,404,12626,308611318
1721,6,7910,37673,5768705
1721,48,2602,24206,138517519
1722,23,7912,62600,482719208
1722,65,8485,83663,888770633
1722,7,5739,47992,111612456
1722,49,3738,19860,971379847
1723,24,9695,41668,428815544
1723,66,5563,35327,832807366
1723,8,4948,56789,945908423
1723,50,107,28633,163492968
1724,25,5974,56857,357446196
1724,67,8800,72974,829604633
1724,9,4278,9593,458853697
1724,51,5366,16649,1024641318
1725,26,2522,19848,694728510
1725,68,9030,41230,783801799
1725,10,8368,60471,672153713
1725,52,5746,75546,469469883
1726,27,6956,77652,464493948
1726,69,855,15012,649210143
1726,11,6167,74938,842873592
1726,53,1592,63987,643707223
1727,28,4810,16044,447743729
1727,70,8682,63344,484662483
1727,12,8921,1919,853982475
1727,54,4566,3871,387648257
1728,29,584,58682,563567308
1728,71,2322,73466,375900994
1728,13,3629,98977,207242370
1728,55,5849,85032,417530608
1729,30,4803,71238,850144632
1729,72,6442,10520,227795092
1729,14,1302,7462,403547497
1729,56,2183,58655,126999849
1730,31,9792,27356,452518443
1730,73,8850,50644,617710013
1730,15,3008,43592,618160007
1730,57,6776,94874,926086841
1731,32,9393,55126,313531988
1731,74,69,44881,553041116
1731,16,7460,95591,843759944
1731,58,9179,22219,668911326
1732,33,4552,36310,198771464
1732,75,8770,92563,384863694
1732,17,5382,68669,955371515
1732,59,9568,89852,733626502
1733,34,1199,69564,1011720981
1733,76,2253,50246,937723479
1733,18,5770,45460,379463059
1733,60,5644,23341,348651576
1734,35,2645,13932,268864364
1734,77,3865,19756,969420915
1734,19,9353,90532,925562805
1734,61,2399,7559,247974239
1735,36,9514,10836,388967408
1735,78,2873,30814,866401150
1735,20,3170,49631,78722693
1735,62,3235,6772,408279991
1736,37,788,53029,908813857
1736,79,8928,67117,151271013
1736,21,2729,83350,288144847
1736,63,4686,83264,601433092
1737,38,9256,38671,415178937
1737,80,6253,17684,442379813
1737,22,2238,29230,207175848
1737,64,1547,81792,971468249
1738,39,8410,61803,370574204
1738,81,4740,83310,462586799
1738,23,3283,10558,573483957
1738,65,9869,55772,274292198
1739,40,2391,17372,195519268
1739,82,7364,87881,719743650
1739,24,3120,11831,98838579
1739,66,847,73258,299344722
1740,41,6508,86963,715655391
1740,83,7464,62850,423346084
1740,25,6137,98795,759173256
1740,67,2153,11964,61142847
1741,42,7436,98783,192133888
1741,84,2827,22229,931279753
1741,26,3685,99184,426545705
1741,68,9948,64648,568111115
1742,43,1056,40339,1000670968
1742,85,2490,81092,720693759
1742,27,5665,97376,348903717
1742,69,9675,39661,299150753
1743,44,4383,62603,915647454
1743,86,543,39979,234202713
1743,28,1489,17872,502748600
1743,70,170,97610,528860158
1744,45,2288,81942,655342236
1744,87,7283,84992,419993269
1744,29,1656,95197,894493789
1744,71,2389,84074,511505831
1745,46,26,62053,957385848
1745,88,9486,82052,932088612
1745,30,3416,44949,864418438
1745,72,2594,34918,574151101
1746,47,8251,75450,152077171
1746,89,3756,65141,386589583
1746,31,6993,37426,661346060
1746,73,1759,70053,74350194
1747,48,7604,75015,1023100928
1747,90,7347,46167,247415586
1747,32,9887,25716,670587865
1747,74,7486,60860,980778613
1748,49,9920,18415,209552722
1748,91,5583,29283,358284837
1748,33,9560,66334,649364960
1748,75,7731,4830,234414793
1749,50,3946,90092,395650599
1749,92,4212,98002,886056756
1749,34,2441,69610,661611214
1749,76,4657,21855,495970516
1750,51,3447,14026,453635291
1750,93,7722,87419,558995340
1750,35,3724,37925,428679802
1750,77,553,56461,725627227
1751,52,1869,7501,1046842580
1751,94,8910,13950,373381037
1751,36,7296,18217,895500436
1751,78,6274,97230,396940096
1752,53,2424,91999,409280
1752,95,6786,79414,27463585
1752,37,2109,62659,740692318
1752,79,6976,80068,672140362
1753,54,361,57865,662181938
1753,96,1439,26919,722026611
1753,38,4423,3546,186372136
1753,80,7250,90399,368609810
1754,55,240,73350,361643822
1754,97,774,33966,608101322
1754,39,7468,64208,810767914
1754,81,9681,40111,334707242
1755,56,6393,46625,535082045
1755,98,3281,31676,12324798
1755,40,4151,32238,768434061
1755,82,8094,81589,273779063
1756,57,7753,49961,260150378
1756,99,6644,52749,717748535
1756,41,4476,57296,611049799
1756,83,2629,57849,623724941
1757,58,6930,56447,73181025
1757,100,2121,75744,264479982
1757,42,6338,21877,609203306
1757,84,1946,80439,864040283
1758,59,8740,2279,300560392
1758,1,9064,63837,78347531
1758,43,9686,99226,531318664
1758,85,1158,72649,135936009
1759,60,5656,40575,114015769
1759,2,6045,38804,626986377
1759,44,6318,52279,120667854
1759,86,3889,61388,826615335
1760,61,1335,95882,953372196
1760,3,9189,7694,928152973
1760,45,2352,74994,916633288
1760,87,2134,7405,66521208
1761,62,2428,7500,556667691
1761,4,785,8756,800153650
1761,46,9264,37645,1019383488
1761,88,186,48663,294428296
1762,63,8184,10796,870326488
1762,5,5013,62154,433294820
1762,47,9150,8126,426048538
1762,89,3156,28380,470319718
1763,64,2560,88004,1004077775
1763,6,4705,70274,928419084
1763,48,106,86973,445871470
1763,90,4154,30029,860881324
1764,65,7802,25101,614972748
1764,7,4009,23697,281822607
1764,49,2764,97922,241882326
1764,91,6784,25562,272611481
1765,66,2488,66767,130582919
1765,8,648,87085,64797200
1765,50,673,18346,282821434
1765,92,9938,78575,17083945
1766,67,8948,46666,953718832
1766,9,3660,16852,731587686
1766,51,8598,34206,745230818
1766,93,4325,722,11836073
1767,68,7189,67473,348131576
1767,10,91,67087,713718723
1767,52,740,83030,403565905
1767,94,7360,88154,157874111
1768,69,6366,3911,136408348
1768,11,1645,15512,495586404
1768,53,9365,98315,939340868
1768,95,9134,46547,973413023
