O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
56806,349,567770569,8517913,35732,924311831,573482175,0,919098783
56807,907,245580493,9168965,34444,590808642,1016178700,0,558255474
56832,1150,567770569,16196253,35488,758027517,612695773,0,747936086
56833,1223,245580493,15965569,34581,924311831,1049353842,0,1026185935
56834,1294,1018611361,14372835,34819,590808642,255424183,0,711244829
56835,637,245580493,16634274,34019,758027517,894354748,0,221389675
56836,809,567770569,24361413,35299,924311831,1067588597,0,651456330
56837,439,245580493,6392757,34316,860677961,866918931,0,45262397
56838,962,567770569,9055882,34908,247522663,612695773,0,906868472
56839,599,567770569,11583332,35730,860677961,582207802,0,377418172
56864,1171,567770569,9383661,35649,860677961,842924381,0,196839687
56865,1054,567770569,14979690,35534,924311831,537059925,0,730541811
56866,763,567770569,18608469,35770,924311831,325355379,0,927770211
56867,838,567770569,10809485,35300,860677961,1040544722,0,820305982
56868,151,567770569,24376964,35035,860677961,296887931,0,88469300
56869,1228,245580493,1204369,34172,860677961,430222997,0,340166628
56870,74,245580493,9511449,33833,247522663,41494428,0,357367835
56871,910,567770569,1843484,35813,590808642,393348616,0,960720970
56896,394,567770569,13721479,35210,590808642,468982925,0,1041072704
56897,721,567770569,21048839,35598,247522663,580433561,0,229089161
56898,748,567770569,9939703,36001,590808642,995591926,0,36780445
56899,538,245580493,12971247,34475,860677961,833141328,0,93508228
56900,358,567770569,17544824,35028,758027517,426153321,0,163453213
56901,1471,245580493,32282875,34587,247522663,78372709,0,896274705
56902,830,567770569,11226728,35377,758027517,468247891,0,488049857
56903,1082,567770569,10563245,35198,590808642,164958564,0,15475109
56928,1130,567770569,16277826,35938,247522663,939021345,0,524924515
56929,1156,567770569,5629184,34967,590808642,967118062,0,538314923
56930,491,245580493,27633676,33832,860677961,806906494,0,1045295101
56931,34,245580493,19846773,34002,590808642,741574956,0,861155703
56932,941,567770569,8798046,35869,590808642,624556558,0,671276559
56933,475,567770569,15207607,35964,590808642,473652542,0,648419371
56934,1486,567770569,15109997,35723,758027517,973056474,0,598318562
56935,1144,245580493,2793401,34339,247522663,567224234,0,299048151
56960,1202,245580493,6720480,34551,590808642,290747973,0,611112927
56961,815,567770569,15994734,35461,758027517,593274020,0,872720089
56962,190,245580493,19688277,34335,758027517,51216101,0,583763416
56963,599,567770569,18565587,35485,247522663,722563963,0,368928472
56964,19,567770569,17380302,35805,758027517,1071568259,0,840225081
56965,1445,567770569,16335359,35679,247522663,653490138,0,100980810
56966,1117,567770569,14827067,35411,924311831,834515304,0,188816522
56967,388,245580493,16149216,33664,860677961,673690524,0,455714599
56992,487,245580493,14934546,34076,758027517,1067169361,0,758317748
56993,43,567770569,12660687,35864,590808642,939826534,0,1055549332
56994,529,567770569,14714439,35949,924311831,268195934,0,822211767
56995,1009,245580493,19056721,34621,924311831,452313080,0,304537441
56996,485,567770569,6615778,35137,590808642,992510428,0,164934103
56997,761,567770569,1238630,35130,860677961,475389666,0,410998116
56998,1163,567770569,2651616,35754,924311831,1035645593,0,45534523
56999,796,567770569,624475,35589,860677961,238880590,0,349277158
57024,1133,567770569,25613058,35309,924311831,241999869,0,324521556
57025,142,245580493,3890567,33780,924311831,159850949,0,695559507
57026,479,567770569,2856446,35979,758027517,708340218,0,231808973
57027,791,245580493,6826353,34718,758027517,1020050460,0,238167561
57028,520,245580493,3720553,34522,758027517,973900708,0,822014749
57029,1034,1018611361,11362242,34765,247522663,842571330,0,473710934
57030,388,567770569,22862618,35927,758027517,539571074,0,559560639
57031,1085,245580493,2789411,33781,924311831,980762908,0,752374624
57056,577,245580493,3148363,33915,860677961,125835523,0,122788934
57057,713,245580493,2844948,33705,924311831,478590410,0,550423487
57058,1373,245580493,8674305,33732,924311831,662162812,0,645143144
57059,1471,567770569,10553073,34850,924311831,906334719,0,40344823
57060,1282,567770569,26462365,35523,924311831,201466806,0,733681616
57061,1231,245580493,24114683,34667,860677961,449695598,0,59485412
57062,1465,567770569,18142876,35221,924311831,673314453,0,285743117
57063,812,567770569,15386631,34851,924311831,210698629,0,295792113
57088,725,567770569,27239920,35681,590808642,759286001,0,492058064
57089,149,245580493,3608905,33961,860677961,64991925,0,847941695
57090,496,245580493,16592782,33810,758027517,171768471,0,341569205
57091,1372,567770569,18666691,35002,924311831,839335357,0,596338174
57092,226,245580493,10968037,34089,247522663,991278505,0,782034120
57093,767,245580493,10770308,33725,860677961,741574956,0,490004637
57094,217,567770569,11382192,35992,590808642,539501320,0,788572822
57095,917,245580493,719488,34780,924311831,838569755,0,812635733
57120,659,567770569,12530001,35219,247522663,964180423,0,997910046
57121,301,567770569,14626832,35018,758027517,936957826,0,1057194959
57122,307,567770569,6511142,35498,758027517,1008388991,0,128670532
57123,1159,567770569,27320352,35560,590808642,211609656,0,854612997
57124,826,567770569,17294912,35122,247522663,353886508,0,418117640
57125,368,245580493,30345886,34122,924311831,153033920,0,608405596
57126,125,567770569,15028057,35838,758027517,438693644,0,1018694672
57127,377,245580493,4648463,34015,860677961,923236045,0,247449293
57152,1369,245580493,13721235,33849,860677961,612204956,0,98527925
57153,268,245580493,8496687,34479,247522663,156107287,0,259539329
57154,1448,567770569,8853853,35389,758027517,962968972,0,28833623
57155,494,245580493,19936534,34501,247522663,545834634,0,232683541
57156,302,567770569,3961040,35178,247522663,44657843,0,1037667701
57157,13,245580493,5429179,33659,247522663,40896088,0,728190918
57158,1207,567770569,7245573,35440,590808642,341162289,0,100565910
57159,437,245580493,33545533,34011,247522663,851410929,0,722702011
57184,1454,567770569,14524679,35812,590808642,739608980,0,273706026
57185,304,567770569,4229589,34841,924311831,618308555,0,793749298
57186,877,245580493,6416604,34078,860677961,674108603,0,1036940595
57187,1294,567770569,8509301,35872,590808642,378984177,0,844738115
57188,301,245580493,6518561,34401,924311831,101538451,0,603913936
57189,743,245580493,4015824,33924,860677961,104062067,0,865700766
57190,1261,245580493,11483315,34116,924311831,653490138,0,551999061
57191,601,567770569,24854492,35429,860677961,51216101,0,1021778808
57216,1165,245580493,36627763,34178,590808642,741574956,0,895474105
57217,691,245580493,21650951,34719,924311831,536073429,0,538586956
57218,1271,567770569,10419683,35591,860677961,495595268,0,1055853892
57219,580,567770569,11802681,35003,247522663,359603234,0,657966082
57220,998,567770569,7844807,34944,247522663,1016195122,0,103538541
57221,563,567770569,590306,35733,924311831,385532456,0,772536264
57222,1490,567770569,10564511,35377,758027517,662162812,0,132551672
57223,314,567770569,4015805,35068,924311831,291543756,0,1072997931
57248,1379,245580493,5004899,34621,247522663,282926681,0,852143245
57249,1486,245580493,29104925,34169,590808642,682782096,0,445102900
57250,1184,567770569,11734062,35063,758027517,171768471,0,364898472
57251,853,567770569,4550914,35178,860677961,613633070,0,707436035
57252,317,567770569,17806585,35718,758027517,912051331,0,867931941
57253,707,245580493,27009521,34333,247522663,518570728,0,678876814
57254,22,567770569,26833428,35852,860677961,1032892268,0,920551560
57255,49,567770569,16375076,35702,758027517,580433561,0,1006971794
57280,1304,245580493,13365848,33633,924311831,241999869,0,483590375
57281,889,245580493,14607276,34078,590808642,159850949,0,1006589810
57282,71,567770569,14748007,35415,758027517,737835536,0,304262488
57283,34,245580493,11450743,34407,590808642,647818076,0,189760140
57284,628,567770569,13309832,35679,247522663,472677943,0,982538191
57285,1462,567770569,19948362,35824,247522663,22513537,0,922180148
57286,400,567770569,803896,35111,924311831,218332699,0,210070239
57287,1369,567770569,5170482,34999,758027517,424673198,0,1006184149
57312,1465,245580493,5811142,34181,924311831,1140335,0,833018677
57313,473,567770569,14487275,35597,924311831,310600863,0,610656999
57314,1105,245580493,29764951,34253,860677961,606001545,0,764600240
57315,1151,245580493,145327,34464,590808642,600819438,0,605847216
57316,92,567770569,20401037,35334,247522663,760221521,0,391848785
57317,424,567770569,2376119,35056,924311831,918066607,0,983233307
57318,50,245580493,22373522,33978,924311831,62330205,0,423848128
57319,514,245580493,19330345,33893,860677961,413356859,0,267682479
57344,571,245580493,6971914,34235,590808642,100821197,0,820263329
57345,1408,567770569,13299804,35991,758027517,995875500,0,35203607
57346,1498,245580493,5005053,33632,590808642,548367783,0,801758333
57347,262,567770569,19196402,35406,860677961,125835523,0,468441678
57348,1156,245580493,10262886,34062,924311831,1066434144,0,416060797
57349,1261,245580493,16307965,33704,247522663,806931681,0,469579643
57350,883,567770569,23105467,34843,590808642,1021580355,0,282248843
57351,715,567770569,3934675,35054,247522663,327305693,0,851551753
57376,676,567770569,41125546,34868,247522663,97742690,0,182732408
57377,232,567770569,8224292,35904,924311831,386108032,0,61255959
57378,469,245580493,7262042,34695,758027517,291328159,0,989545818
57379,1156,245580493,2720363,34489,590808642,1025774312,0,735989591
57380,1112,567770569,23213769,34991,860677961,881148418,0,706519949
57381,1135,245580493,18613115,34552,590808642,788026632,0,313756788
57382,556,245580493,12563312,34415,924311831,342486909,0,508700243
57383,283,245580493,26235975,34285,924311831,724720680,0,139721702
57408,787,567770569,17993882,35478,247522663,700113591,0,191337671
57409,682,245580493,19116768,34657,758027517,473742210,0,908793830
57410,751,567770569,18291777,35810,247522663,378146807,0,820065674
57411,533,567770569,7182869,35916,247522663,345080537,0,419968075
57412,811,245580493,3150889,34527,860677961,1065178089,0,123234101
57413,1438,567770569,16320599,35994,590808642,564737425,0,707872256
57414,644,245580493,4258307,33770,590808642,439362393,0,850292293
57415,515,245580493,13743060,34416,924311831,881148418,0,580978481
57440,746,245580493,7006836,34172,860677961,842451334,0,645261725
57441,728,567770569,23833831,35237,247522663,998000030,0,860680560
57442,839,567770569,18377596,35365,758027517,438693644,0,317469576
57443,280,567770569,14507681,35771,924311831,478590410,0,378457858
57444,1460,567770569,9123670,34832,247522663,322825222,0,756766650
57445,724,245580493,20111868,34545,924311831,990920995,0,124493062
57446,760,567770569,14909407,35760,590808642,325355379,0,641425582
57447,112,567770569,18746422,34883,758027517,834976112,0,373447649
57472,787,567770569,25551542,35991,860677961,709647172,0,718529564
57473,1204,245580493,3678947,33669,860677961,177305119,0,625916672
57474,521,567770569,5380051,35210,247522663,478417001,0,704079008
57475,28,245580493,27399984,34245,860677961,362423974,0,767281696
57476,784,245580493,8905942,34408,590808642,406664276,0,473643966
57477,1169,245580493,17444652,34237,590808642,334513223,0,982262547
57478,1030,245580493,25328242,34244,247522663,259082232,0,116055074
57479,415,1018611361,6565407,34772,590808642,1046407579,0,1052916071
57504,1288,245580493,9757950,34549,758027517,177305119,0,581941919
57505,1474,567770569,20904832,35392,590808642,973900708,0,398869480
57506,1037,245580493,18591452,34377,924311831,327305693,0,680544885
57507,697,245580493,22905513,34510,247522663,177305119,0,705315101
57508,1199,567770569,13829416,35434,860677961,194493771,0,742535223
57509,1064,245580493,25523744,34385,860677961,259557045,0,855238709
57510,1480,567770569,11328236,35042,758027517,870288687,0,638444969
57511,919,245580493,11899536,34612,247522663,1043865073,0,728066192
57536,1231,245580493,6106764,33905,924311831,588550572,0,288480085
57537,1363,245580493,30400228,33864,924311831,748668854,0,984360525
57538,262,245580493,34179355,34019,247522663,290747973,0,646769573
57539,1118,245580493,6462203,33635,860677961,15199313,0,62255737
57540,1175,245580493,15686210,33781,924311831,911658854,0,548387677
57541,631,245580493,3032641,33655,758027517,663933725,0,542707362
57542,859,245580493,17358547,34567,590808642,414368227,0,365444815
57543,733,245580493,27876533,33734,590808642,886310185,0,458195216
57568,331,245580493,20769052,34136,758027517,182259004,0,670444562
57569,655,567770569,8128457,35427,590808642,554981567,0,573816502
57570,341,245580493,12801526,33874,590808642,911658854,0,92376795
57571,998,245580493,5117046,34165,860677961,333488854,0,497298374
57572,1330,567770569,29183963,34891,924311831,741194068,0,984801574
57573,1093,567770569,2978664,35796,590808642,499769448,0,1032687978
57574,121,245580493,14132215,33807,247522663,513353529,0,929292330
57575,1396,567770569,12552336,35495,924311831,166847258,0,16194188
57600,1160,245580493,19965482,33918,247522663,866995948,0,92761386
57601,1040,245580493,3140634,34265,758027517,238880590,0,337231078
57602,397,245580493,10764704,33740,860677961,677379107,0,385162071
57603,103,567770569,10970451,35606,924311831,809745971,0,703540719
57604,760,567770569,2819524,35659,590808642,916395762,0,42523264
57605,433,245580493,4317491,34469,590808642,112625251,0,856982410
57606,1471,245580493,8473456,33971,758027517,165453249,0,15579225
57607,322,567770569,3602205,35246,924311831,746244006,0,26815234
57632,544,567770569,4857557,35173,590808642,629481476,0,627483102
57633,958,245580493,13945660,34735,590808642,192824653,0,169097663
57634,856,567770569,9256426,35759,247522663,71562886,0,313453430
57635,14,567770569,15902315,35379,590808642,915900256,0,876319727
57636,355,567770569,13266032,35904,590808642,588550572,0,132671841
57637,1114,567770569,4103443,36006,247522663,737190230,0,725664768
57638,328,245580493,29257057,33715,860677961,684205825,0,469880874
57639,1355,245580493,18532141,34170,247522663,923240893,0,758131973
57664,691,245580493,13610572,34300,247522663,588550572,0,713833177
57665,1147,245580493,6245756,33718,247522663,882657889,0,238156112
57666,676,245580493,16901247,34475,758027517,489961076,0,598532596
57667,769,567770569,20859904,35209,924311831,424673198,0,539818899
57668,431,245580493,5239128,33650,247522663,964213458,0,840367740
57669,1093,245580493,11755765,34188,247522663,891048853,0,955910811
57670,113,245580493,18473613,34253,247522663,148848334,0,25766783
57671,1469,245580493,26937915,33914,758027517,896927487,0,990507478
57696,73,567770569,23779399,35471,590808642,406154028,0,176635579
57697,167,245580493,21472132,34736,860677961,665405831,0,427313258
57698,953,245580493,18918583,33608,247522663,833141328,0,107063747
57699,1441,245580493,37630996,33917,860677961,600179907,0,709143168
57700,1009,567770569,7940509,35014,924311831,112625251,0,748852916
57701,1037,567770569,26705494,35237,924311831,612800636,0,744278443
57702,19,567770569,20557961,35344,860677961,75244666,0,895646667
57703,1432,245580493,4630286,34382,590808642,7818488,0,149841380
57728,1108,567770569,5077464,35249,590808642,534108169,0,173698013
57729,1108,567770569,5911531,35195,758027517,543439445,0,502094180
57730,1144,567770569,9301021,35842,924311831,258249252,0,326076114
57731,191,567770569,24978325,35422,758027517,882657889,0,573548685
57732,718,567770569,16061607,35163,247522663,255794636,0,833803102
57733,589,567770569,10286781,35853,860677961,647727598,0,155368645
57734,1016,245580493,25407003,34592,590808642,418474563,0,951476055
57735,850,245580493,24959848,33723,924311831,763181903,0,781481124
57760,562,567770569,11678934,34891,758027517,178297786,0,868879157
57761,1282,245580493,8784421,34589,924311831,642762123,0,26918847
57762,625,245580493,28497526,34665,247522663,338531546,0,401810377
57763,217,567770569,11248841,35376,860677961,763181903,0,93723594
57764,427,567770569,17648212,35392,758027517,468819482,0,64837690
57765,1312,245580493,22133774,34621,924311831,878568058,0,163203063
57766,1486,245580493,19775604,34088,590808642,741194068,0,789340166
57767,7,245580493,23390525,33704,247522663,837046011,0,27566759
57792,748,567770569,17042785,35941,924311831,162693081,0,170735166
57793,418,245580493,15234201,33914,924311831,69607301,0,908387387
57794,194,245580493,16508175,34540,860677961,876862153,0,1056722847
57795,347,245580493,12181251,34503,758027517,458675331,0,1014033642
57796,667,567770569,7005107,35121,758027517,955451986,0,834807194
57797,493,567770569,23854240,35832,758027517,40896088,0,485954477
57798,1360,245580493,12122720,33861,590808642,988457638,0,127457110
57799,1019,567770569,18659894,34941,590808642,445719749,0,109348257
57824,479,567770569,9308637,35732,758027517,543439445,0,669699597
57825,850,567770569,23063397,35843,860677961,421031112,0,753256535
57826,640,567770569,13090916,35887,758027517,312285817,0,502875001
57827,661,245580493,15403706,34516,924311831,639737338,0,852555575
57828,1325,567770569,24537341,35940,860677961,956616071,0,720639671
57829,800,245580493,7912658,34397,924311831,939021345,0,331970153
57830,91,567770569,11084138,34933,924311831,73862945,0,393019710
57831,265,567770569,17828806,35346,590808642,235119393,0,483228856
57856,676,245580493,5133342,34376,924311831,627228381,0,603158732
57857,661,245580493,30339976,34089,590808642,759250525,0,904373508
57858,928,567770569,24645772,35001,247522663,238880590,0,318153472
57859,790,567770569,29446665,35574,247522663,803867903,0,376140825
57860,589,567770569,10124755,35419,758027517,575130271,0,620242441
57861,1018,245580493,11130217,33901,924311831,766046883,0,354657647
57862,427,567770569,12571508,35178,590808642,948460920,0,480809732
57863,193,245580493,7855870,33764,924311831,598447011,0,888879291
57888,829,567770569,7491813,35493,247522663,982628824,0,984225058
57889,385,245580493,33072115,34065,860677961,407048,0,8334719
57890,457,245580493,16337979,34390,247522663,1064301927,0,537646663
57891,862,245580493,16343624,34319,924311831,356338130,0,888623057
57892,1069,567770569,13553087,35377,860677961,53693167,0,272165758
57893,632,245580493,16002942,34264,924311831,322825222,0,383323431
57894,308,245580493,20641152,33696,860677961,125835523,0,652632249
57895,113,567770569,24383924,35443,860677961,915900256,0,324700563
57920,994,567770569,34815086,35421,590808642,178297786,0,518622664
57921,1178,245580493,33997546,34198,924311831,378146807,0,430192289
57922,769,245580493,8841959,34737,247522663,425506061,0,1022593074
57923,1468,245580493,17170500,34404,758027517,763993523,0,337285068
57924,514,567770569,24242847,35520,758027517,327305693,0,542252445
57925,1448,567770569,5846597,35546,758027517,539609703,0,830978620
57926,40,567770569,23388729,35896,590808642,505591918,0,646967031
57927,19,245580493,2818755,33968,860677961,213316923,0,279590409
57952,241,567770569,12918176,35180,860677961,955349662,0,529878402
57953,1000,567770569,25001358,35398,860677961,607098131,0,571444937
57954,352,567770569,23272587,35927,247522663,349226793,0,250519444
57955,622,567770569,12277080,35765,247522663,71772969,0,1053958567
57956,937,567770569,21700201,35945,924311831,267101702,0,795330871
57957,94,567770569,16381545,35191,758027517,374269452,0,85470696
57958,137,245580493,9288474,34392,247522663,769742292,0,871407229
57959,1499,567770569,24082964,35062,924311831,399199391,0,908308147
57984,815,245580493,25670702,34243,590808642,97742690,0,10006702
57985,709,245580493,10977724,33678,860677961,164178022,0,179058126
57986,1403,245580493,25933997,34270,590808642,233094643,0,543740024
57987,64,245580493,6693522,34682,860677961,201466806,0,328756395
57988,530,567770569,25251612,35027,924311831,656259587,0,385852598
57989,406,567770569,8137503,35327,860677961,921444571,0,582859343
57990,796,245580493,3450987,34582,247522663,673314453,0,620285558
57991,1417,245580493,6956675,33977,247522663,402200326,0,475424524
58016,562,245580493,8756722,34414,924311831,462903302,0,792986691
58017,368,567770569,14834804,35565,247522663,476470208,0,933987925
58018,1231,567770569,9042070,35582,924311831,44078747,0,71245285
58019,1268,245580493,3817508,33646,758027517,654683544,0,15911232
58020,788,245580493,12426912,33921,590808642,690662351,0,719331291
58021,439,245580493,8496014,33827,590808642,567224234,0,270201822
58022,214,567770569,16659726,35173,758027517,374021077,0,872936229
58023,988,567770569,20723431,35288,758027517,430908268,0,931548189
58048,686,567770569,11096946,35996,247522663,583649395,0,404038035
58049,529,245580493,22350782,34763,924311831,591105212,0,1005063901
58050,764,245580493,1515952,33738,247522663,58889818,0,477125441
58051,1381,245580493,3418540,33682,590808642,137207705,0,1021077524
58052,1219,245580493,27454687,33717,758027517,916303258,0,62715656
58053,1396,245580493,12718875,33976,924311831,602887851,0,618439119
58054,1117,245580493,22988437,34702,590808642,224850200,0,186109285
58055,733,567770569,34191341,34998,247522663,473652542,0,547802310
58080,11,567770569,5171457,35696,860677961,1006932210,0,616076211
58081,161,245580493,12556359,33609,590808642,145150010,0,672854550
58082,841,567770569,11354702,35092,590808642,374269452,0,983452734
58083,1405,567770569,29401718,35554,758027517,933771413,0,116869894
58084,1246,245580493,22618063,33834,924311831,420426576,0,699524886
58085,178,567770569,14097743,35314,247522663,426894003,0,419631743
58086,332,1018611361,12840086,34767,924311831,388310714,0,654387789
58087,823,567770569,23815594,35082,247522663,124306486,0,1044778849
58112,787,567770569,3819919,35777,247522663,97742690,0,258166884
58113,371,245580493,20347578,33634,590808642,656259587,0,1029682363
58114,62,567770569,9192699,35715,758027517,381460705,0,425890582
58115,1339,567770569,8190412,35712,590808642,454872496,0,59405361
58116,1457,245580493,19284361,34420,247522663,912490260,0,87420193
58117,1147,245580493,21841658,34749,247522663,998000030,0,258429130
58118,1276,567770569,28022019,35677,924311831,915475643,0,285462114
58119,1369,245580493,2089316,33834,247522663,1024627737,0,365713199
58144,1271,245580493,22017627,34683,860677961,279331843,0,503329782
58145,862,245580493,92903,33739,924311831,769373164,0,850119866
58146,4,567770569,24126301,35520,924311831,351578155,0,821661661
58147,892,245580493,14838815,34471,590808642,306697594,0,144732851
58148,928,245580493,7830253,33926,758027517,183699875,0,937850384
58149,1388,567770569,14492238,35498,247522663,959324524,0,86395187
58150,809,245580493,22311767,34095,247522663,872947510,0,62181439
58151,580,245580493,32351759,34605,590808642,273236258,0,1040602609
58176,541,245580493,10020249,34547,924311831,182259004,0,1065499200
58177,1123,245580493,15684085,33837,758027517,985912210,0,856262549
58178,962,245580493,9981059,33624,758027517,868600227,0,376341204
58179,728,567770569,15759920,34946,924311831,949559337,0,860145013
58180,1225,567770569,32713663,35629,247522663,184225139,0,309800651
58181,919,245580493,23090013,33883,758027517,508333933,0,270292116
58182,361,245580493,15526206,34384,590808642,991278505,0,939767528
58183,161,245580493,2108437,34432,860677961,404543834,0,897355410
58208,295,567770569,24181644,35988,590808642,592006291,0,643870579
58209,379,245580493,26470599,34256,247522663,170055030,0,836909423
58210,1234,245580493,7744400,33943,924311831,912490260,0,62086468
58211,860,567770569,13148303,35938,758027517,327403435,0,476934342
58212,1210,567770569,10666878,35386,247522663,410740101,0,119520306
58213,1412,567770569,5152950,35364,758027517,647727598,0,467662209
58214,664,567770569,22251265,35224,590808642,806906494,0,618324253
58215,163,245580493,7234669,33886,924311831,766251607,0,818494555
58240,542,567770569,10221123,35483,860677961,442679765,0,10491357
58241,505,245580493,16313432,34218,247522663,872947510,0,576530663
58242,1370,245580493,8827483,34512,924311831,387986280,0,490300198
58243,1063,567770569,746571,35735,758027517,14078259,0,397560157
58244,1168,567770569,9380172,35702,590808642,937703652,0,647686744
58245,238,567770569,19221171,35442,247522663,655552292,0,284815086
58246,19,245580493,4737333,34536,590808642,413356859,0,125737465
58247,1054,567770569,15000882,34964,758027517,1017786915,0,705740217
58272,214,567770569,24243807,35188,590808642,508333933,0,632360280
58273,805,245580493,23713786,34139,590808642,678312094,0,1017238522
58274,658,567770569,7193767,35819,590808642,508368926,0,37779991
58275,1127,567770569,15533196,35369,590808642,327403435,0,986941771
58276,790,567770569,9579371,35315,247522663,551096158,0,193692497
58277,1328,245580493,11959173,34357,924311831,205814027,0,961229629
58278,1478,245580493,18004362,33856,590808642,31033742,0,673498762
58279,1466,245580493,3411781,34434,924311831,656379859,0,406331007
58304,1210,567770569,7641595,35095,758027517,793958771,0,288313637
58305,1157,245580493,7114420,34552,247522663,78372709,0,1056769112
58306,1270,567770569,13491293,35235,590808642,625543386,0,1017374287
58307,1315,245580493,13347215,34648,924311831,418474563,0,319633081
58308,457,245580493,11364366,34109,758027517,296887931,0,706263779
58309,1177,567770569,26359015,35627,590808642,643640807,0,16943576
58310,529,245580493,15156085,34387,247522663,15437848,0,486836906
58311,1039,567770569,11882010,35182,924311831,435633464,0,197829433
58336,1006,245580493,9361096,34519,924311831,786723561,0,254188822
58337,1468,245580493,15227060,34481,860677961,121325963,0,557090028
58338,416,245580493,9343278,33807,590808642,773857468,0,651003494
58339,158,245580493,10163130,34497,590808642,76413608,0,727895461
58340,257,245580493,18344239,34706,924311831,557276896,0,107890839
58341,604,245580493,322116,34737,758027517,655276810,0,261981478
58342,547,1018611361,19846914,34789,590808642,361986712,0,747487086
58343,43,245580493,18477827,34342,758027517,944626724,0,939172292
58368,1352,245580493,23759861,33793,590808642,475389666,0,901047451
58369,1411,245580493,12084525,33845,590808642,766564439,0,282533475
58370,1222,245580493,13785122,33694,860677961,661482904,0,638628619
58371,260,245580493,36647963,34099,924311831,522487170,0,602467793
58372,682,1018611361,26681962,34790,860677961,514988769,0,312104211
58373,862,567770569,104149,35306,860677961,243797163,0,1011054758
58374,929,567770569,21955291,35610,758027517,674108603,0,1017640626
58375,40,567770569,26910820,35149,247522663,122464273,0,259870048
58400,640,567770569,16054578,35768,860677961,127298150,0,214578107
58401,1135,567770569,21850477,35438,590808642,204517847,0,850943433
58402,1162,567770569,12497148,35487,590808642,19653233,0,743188560
58403,1489,567770569,15394138,35042,924311831,953835268,0,671195188
58404,406,245580493,2767976,34310,247522663,508368926,0,922277669
58405,319,567770569,16316800,36000,758027517,163924224,0,914001888
58406,1406,567770569,11753454,35258,590808642,108297387,0,938221732
58407,308,245580493,6517649,34824,590808642,216298678,0,776682183
58432,466,245580493,1620944,34472,758027517,438693644,0,549650448
58433,976,567770569,15114693,34880,590808642,716837086,0,713853435
58434,779,245580493,7028287,34401,590808642,964343088,0,959052772
58435,356,245580493,12243839,33730,860677961,306697594,0,458782799
58436,1103,567770569,2611996,35483,758027517,806931681,0,859770448
58437,307,567770569,14824703,35716,590808642,932888132,0,351987147
58438,1243,567770569,10945427,35090,590808642,99397933,0,980168360
58439,1085,567770569,10416098,35131,758027517,657186658,0,702970741
58464,406,567770569,18345995,35738,758027517,255794636,0,206500191
58465,29,567770569,23517525,35839,590808642,788026632,0,404659405
58466,1340,245580493,6741844,34276,860677961,746244006,0,657794354
58467,458,567770569,29614311,35129,860677961,498237784,0,734917384
58468,400,245580493,9421411,34104,247522663,69607301,0,69158780
58469,223,567770569,14539556,35134,860677961,992543266,0,636940848
58470,991,567770569,25723165,34857,590808642,748961004,0,140081316
58471,838,567770569,24583341,35465,247522663,577351527,0,888392940
58496,1369,567770569,19526323,34860,758027517,98472717,0,282515146
58497,794,567770569,15561557,35158,590808642,77297755,0,210706660
58498,731,567770569,12737614,36001,758027517,216298678,0,722469717
58499,1376,245580493,10551905,33821,758027517,785792120,0,27966786
58500,779,245580493,10340177,34743,860677961,16627223,0,124182165
58501,113,567770569,33613015,35194,590808642,138078299,0,246702540
58502,697,245580493,25297727,34011,247522663,941343076,0,653224735
58503,46,567770569,3102344,35355,758027517,436333772,0,924675105
58528,1429,245580493,22077377,34268,924311831,91455341,0,1000351679
58529,724,245580493,4097716,34702,590808642,1017498890,0,1066487930
58530,1457,567770569,12346875,35124,758027517,763181903,0,576244510
58531,1003,567770569,2636270,35686,590808642,196045453,0,329522224
58532,224,567770569,8198456,35924,247522663,19410127,0,637344326
58533,11,567770569,9180428,35682,860677961,122123034,0,392029677
58534,1264,567770569,17427319,35581,924311831,985912210,0,980598154
58535,1276,567770569,33975303,35597,860677961,477731116,0,976005616
58560,1274,567770569,1717158,35719,590808642,915900256,0,179100499
58561,131,567770569,15345916,35245,860677961,1025436070,0,626368257
58562,1373,245580493,22913283,33654,247522663,682782096,0,149652553
58563,1316,245580493,3788718,34823,247522663,499539035,0,795240355
58564,259,245580493,9835926,33919,247522663,955451986,0,193943236
58565,1295,567770569,11108457,35299,247522663,998000030,0,37080211
58566,1421,567770569,19581845,34933,758027517,1032892268,0,108822230
58567,1103,567770569,892814,35210,247522663,439362393,0,270858544
58592,854,245580493,14658335,34733,758027517,467487292,0,82589239
58593,785,567770569,29639695,34949,247522663,418159484,0,368605073
58594,103,567770569,1651146,35997,860677961,1032281572,0,467801096
58595,661,245580493,19095917,34209,590808642,80541091,0,175819748
58596,1382,567770569,4143818,34831,590808642,933771413,0,558019782
58597,982,567770569,26178142,35461,247522663,297872841,0,254697522
58598,835,567770569,16876318,34932,924311831,992543266,0,669932702
58599,1412,245580493,18111654,33982,247522663,397099900,0,992671965
58624,304,245580493,3610485,34513,924311831,912693403,0,99636522
58625,1297,567770569,9974790,35029,758027517,310839981,0,1037403296
58626,212,567770569,13590594,35062,590808642,89547018,0,89669774
58627,1055,245580493,15421301,34331,247522663,795283476,0,176759813
58628,16,245580493,10043411,34416,924311831,474764656,0,1001889157
58629,598,245580493,10759121,34405,247522663,673051396,0,252015964
