F2_FOLLOWER,F2_FOLLOWED
221448,308
221448,885
221448,18086
116284,6940
116284,56426
116284,8711
116284,7551
116284,31740
116284,77555
116284,65216
116284,71
116284,14589
116284,8903
116284,2417
116284,65224
116284,122680
116284,14615
116284,9605
116284,30225
116284,274253
116284,65254
116284,234622
116284,98905
323945,6940
323945,1276
323945,14611
323945,14615
158965,3360
158965,27381
158965,26079
158965,2696
158965,75453
158965,1805
158965,2417
158965,144003
158965,11569
158965,124274
419424,88
419424,5226
419424,15489
419424,19604
419424,26153
419424,3998
419424,15458
280247,206087
138620,54344
138620,50218
138620,35738
138620,5226
138620,39124
138620,44446
138620,14588
138620,8903
138620,14611
138620,60035
138620,185145
138620,57105
138620,67666
138620,14615
138620,107044
138620,47015
138620,30225
138620,96022
138620,53613
138620,30639
138620,107200
138620,9021
138620,63143
138620,71822
138620,63808
138620,35376
138620,118508
138620,252361
138620,104577
138620,80864
138620,62358
138620,49184
138620,9036
158392,53920
158392,44883
292721,260323
371212,88
371212,60021
339219,88
339219,3604
339219,84647
317578,211323
419550,93502
419550,132404
155204,125869
155204,57769
155204,176341
155204,2417
419602,88
419602,126298
419602,419603
99134,6940
99134,8711
99134,14064
99134,7551
99134,50314
99134,14570
99134,14589
99134,14609
99134,109324
99134,153653
99134,57525
102477,6940
102477,88
102477,5226
102477,16528
102477,39124
102477,14589
102477,14609
102477,14615
102477,30225
102477,30639
102477,16547
102477,35376
102477,73819
102477,58212
375095,468
375095,19604
375095,43742
375095,13811
419685,7551
63839,13384
63839,172389
63839,12281
63839,66423
63839,75689
199937,88
199937,11991
106217,5087
106217,1276
106217,88
106217,5226
106217,832
106217,9972
106217,2417
106217,9605
106217,40429
106217,175065
106217,95702
106217,40191
106217,74779
106217,62391
185220,94713
185220,158109
149598,33097
149598,138663
419790,1276
12715,110093
12715,274428
12715,126714
12715,167260
12715,10925
12715,120897
12715,131555
12715,136133
12715,313918
12715,174418
12715,123165
254780,48768
254780,17538
46581,179712
46581,14170
151159,15885
419879,162899
274026,59733
204199,1276
204199,88
204199,5226
204199,8903
204199,14615
204199,30225
204199,48920
337558,531
337558,2417
14444,140117
132478,4
132478,1357
132478,88
132478,5226
132478,2417
132478,27399
414197,1276
414197,88
414197,5226
414197,27483
414197,832
414197,43722
7811,88207
419603,88
419603,419602
93337,6645
93337,93258
93337,6658
93337,6662
93337,93269
93337,6668
93337,93274
93337,73367
93337,6672
93337,6674
93337,93279
93337,93297
93337,6692
93337,39089
93337,93308
93337,93311
93337,132409
93337,93314
93337,6701
93337,195816
93337,93321
93337,112228
93337,93325
93337,68133
93337,69970
93337,6707
93337,6708
93337,194516
93337,224480
420046,2567
174072,35799
174072,4364
136012,88
136012,3369
136012,832
136012,26079
136012,36989
75470,4665
75470,88
75470,468
75470,3972
75470,5226
75470,14166
75470,5123
75470,29648
75470,11876
75470,43722
75470,11677
75470,553
75470,73710
75470,10853
75470,13798
75470,39660
75470,12022
75470,26091
75470,26092
75470,106209
75470,10168
75470,109246
75470,55539
75470,15885
75470,157624
75470,5163
75470,74377
295959,295958
66089,11844
66089,1276
420213,45843
323746,88
323746,308
131712,49249
131712,88
131712,2567
131712,44246
131712,2746
131712,11569
131712,12715
42180,54060
42180,88
42180,19604
42180,43742
42180,26158
42180,12751
42180,42173
42180,3998
42180,13811
42180,64911
42180,217388
42180,42179
42180,52936
42180,84647
420240,88
420240,3998
126099,26762
126099,16431
126099,531
56357,11176
56357,88
56357,2753
56357,69459
56357,26640
56357,9972
56357,89807
56357,4378
56357,2417
56357,17705
56357,342717
56357,158944
56357,10193
56357,201182
56357,95702
56357,56352
56357,95728
56357,62480
225252,1276
225252,88
225252,5226
225252,2696
225252,12022
225252,3998
225252,50200
136343,46985
6708,13609
6708,85139
6708,137199
6708,165791
6708,6645
6708,93258
6708,6662
6708,93268
6708,6668
6708,93274
6708,73367
6708,6672
6708,160038
6708,6674
6708,2417
6708,9223
6708,127634
6708,93296
6708,93297
6708,6688
6708,6692
6708,39089
6708,93308
6708,93311
6708,195816
6708,112228
6708,93325
6708,154581
6708,68133
6708,6704
6708,95848
6708,69970
6708,165978
6708,93331
6708,93337
6708,194516
6708,199703
6708,166336
48556,88
48556,5226
48556,2177
48556,135607
66423,12304
66423,253468
66423,314449
66423,23713
66423,25436
66423,90654
66423,27081
66423,75682
66423,12281
66423,268727
66423,79354
66423,63839
66423,60453
66423,100592
66423,128927
66423,250950
66423,75689
66423,313780
66423,172082
66423,82019
66423,84780
66423,87354
66423,86826
66423,240008
66423,96536
109975,2417
109975,22236
109975,162733
60453,19890
60453,12281
60453,66423
173416,88
173416,5226
173416,11991
173416,3369
173416,173392
173416,43742
173416,16649
173416,27394
173416,2173
173416,214408
173416,3998
173416,13811
173416,15458
173416,2746
173416,51640
173416,11569
173416,410877
173416,161588
173416,384944
173416,190316
397128,88
397128,3369
397128,3994
397128,216365
420502,88
420502,3604
90951,7551
90951,5226
90951,28092
90951,14615
90951,226653
78701,4665
78701,1276
78701,88
78701,5226
78701,11991
78701,832
78701,121586
78701,12751
78701,13808
78701,3998
78701,39889
78701,64911
78701,103447
78701,27723
78701,98204
22240,50882
22240,439
22240,11036
22240,468
22240,92768
22240,132041
22240,3593
22240,492
22240,13773
22240,50897
22240,511
22240,4177
22240,46046
22240,8391
22240,50114
22240,115038
22240,11677
22240,5281
22240,15196
22240,104567
22240,187918
22240,23956
22240,13123
22240,86358
22240,13808
22240,104571
22240,13820
22240,14957
22240,52456
22240,126458
22240,59194
22240,103003
170404,12281
126479,97560
296296,73487
420683,3369
119238,3546
4394,26417
4394,3104
4394,16970
4394,59136
4394,158097
49761,4
49761,37308
49761,411
49761,5087
49761,9514
49761,92221
49761,461
49761,14166
49761,5191
49761,49082
49761,6835
49761,11050
49761,46525
49761,87330
49761,48681
49761,26509
49761,33825
49761,70057
420733,50266
298579,88
298579,28854
298579,885
298579,24025
166176,88
166176,19604
166176,15458
81666,2465
81666,14167
81666,32641
81666,139884
323675,323671
113604,1357
113604,18526
113604,5186
113604,5393
113604,5226
113604,28383
113604,4475
113604,5192
113604,88875
113604,2696
113604,9960
113604,9972
113604,50047
113604,99743
113604,26289
113604,26509
113604,2746
113604,70303
113604,113596
113604,165644
113604,128794
113604,5163
420868,5226
155753,103226
208009,88
208009,2940
208009,885
40919,33728
40919,12745
40919,492
40919,13766
40919,48305
40919,95935
40919,4177
40919,3603
40919,8391
40919,16772
40919,23956
40919,12751
40919,13139
40919,204485
40919,36989
40919,20273
40919,13153
40919,103447
40919,27412
40919,67382
420960,3369
60920,51430
60920,2567
150805,1276
150805,15489
150805,26153
150805,15458
315402,88
315402,11991
315402,26158
315402,39889
13879,14907
13879,439
13879,18608
13879,461
13879,14166
13879,27483
13879,502
13879,62906
13879,11876
13879,42069
13879,511
13879,15188
13879,3604
13879,5137
13879,832
13879,92153
13879,15196
13879,5143
13879,23956
13879,10853
13879,49825
13879,3013
13879,13516
13879,89807
13879,13808
13879,580
13879,57045
13879,7501
13879,53967
374148,7551
170681,5226
159116,7551
159116,95235
159116,82679
159116,301991
322764,5226
322764,126298
322764,13874
10309,108653
10309,136133
10309,24323
383343,1276
204296,3369
110015,7551
161588,308
161588,3369
161588,141722
161588,173391
161588,173392
161588,186573
161588,173400
161588,173401
161588,162744
161588,173406
161588,125370
161588,173416
161588,173422
421272,2753
421272,8122
279049,8755
185993,3369
185993,16649
185993,3994
185993,2417
185993,41511
421370,3369
74376,11542
74376,25907
74376,2567
74376,5143
74376,46733
74376,26092
74376,40190
74376,20346
336883,169262
57654,11036
57654,88
57654,13766
57654,3604
57654,8391
57654,104541
57654,23956
57654,6443
57654,10853
57654,89807
57654,2177
57654,42182
72991,14907
72991,1276
72991,88
72991,5226
72991,15489
260323,292721
307383,783
168859,88
168859,4346
168859,9972
168859,2417
168859,2177
168859,167769
273750,15741
273750,4378
214133,88
214133,5226
214133,25326
214133,3998
214133,13811
214133,2177
214133,88700
214133,51640
214133,89381
214133,126814
214133,124398
67517,2480
67517,1276
67517,461
67517,88
67517,308
67517,28962
67517,12891
67517,505
67517,28854
67517,550
67517,71
67517,553
67517,73710
67517,9964
67517,10853
67517,13123
67517,13798
67517,29493
67517,19178
67517,39658
67517,65919
67517,2173
67517,41792
67517,2417
67517,52297
67517,174024
67517,10168
67517,29021
67517,2011
67517,67503
67517,10241
67517,67504
67517,9107
67517,10273
67517,44308
67517,67515
67517,108920
67517,92007
67517,25284
67517,182254
336149,5226
336149,3369
336149,832
146945,12281
146945,366297
160059,154573
160059,3360
160059,5021
160059,142818
160059,541
160059,1805
160059,25100
160059,2417
160059,9605
160059,216374
160059,26509
160059,40429
160059,10284
160059,216345
160059,49806
221430,4
221430,9920
221430,2696
221430,5664
221430,2417
221430,17193
221430,276716
312133,1276
312133,88
312133,5226
312133,43742
312133,26153
312133,16460
39261,113281
39261,7551
39261,14589
39261,14609
39261,21006
39261,65256
39261,289547
39261,98905
39261,301497
39261,95081
39261,57435
39261,327204
143912,11176
143912,1276
143912,461
143912,88
143912,5226
143912,502
143912,832
143912,9964
143912,6662
143912,6669
143912,6674
143912,6677
143912,2417
143912,154577
143912,195816
143912,93317
143912,16022
421605,3369
421605,16649
421605,385188
421621,1276
421621,88
421621,5226
421621,3369
421621,3604
421621,8391
421621,16649
421621,2746
110229,5226
252220,12281
421625,5226
336668,87358
336668,38599
336668,242832
336668,77052
220871,88
34605,22450
34605,23635
34605,88665
34605,10816
34605,2417
34605,7462
34605,78666
34605,93147
82979,56022
82979,14589
82979,54371
82979,60406
74518,183241
100592,109506
100592,246661
100592,26640
100592,193111
100592,97506
100592,87102
100592,75682
100592,75684
100592,46217
100592,45782
100592,66423
100592,128927
100592,12510
100592,84780
100592,289037
100592,86825
100592,118853
100592,258676
357942,2177
290226,88
290226,265028
225791,142818
225791,142826
225791,142835
225791,143211
225791,53810
225791,53859
421819,3369
39321,1276
39321,88
39321,16801
39321,23866
39321,12462
39321,16822
39321,16824
39321,40669
39321,75441
39321,12510
39321,60465
421886,7551
421886,88
9494,1357
9494,133616
9494,56881
9494,272461
9494,92920
9494,100127
9494,421902
112879,71141
129303,88
129303,30225
129303,102439
421931,88
421931,5226
421931,11991
421931,19604
174412,181842
174412,150411
313724,88
313724,3369
313724,832
313724,3547
313724,16649
313724,12022
313724,3998
313724,163378
313724,200050
77052,44644
77052,90718
307292,60021
307292,292113
421993,88
422010,531
60845,4
60845,468
60845,2517
60845,9299
60845,67190
60845,64965
60845,7462
60845,40996
60845,123165
209558,88
209558,48305
209558,110170
209558,9704
200711,3369
200711,273816
16549,65305
16549,63485
16549,33648
16549,57277
16549,140018
171033,308
76950,11036
76950,2417
76950,11569
159493,5226
159493,152597
112617,30831
112617,30840
112617,16460
112617,41988
388875,8711
388875,7551
388875,14570
388875,14589
388875,388874
324203,2567
324203,250434
324203,422131
422146,3369
62107,1276
62107,3360
62107,71
62107,2417
359645,13765
305865,152912
195339,12462
195339,109515
195339,269340
195339,12281
195339,127661
195339,12510
422195,88
156846,1276
156846,88
156846,3972
156846,2230
156846,3994
170607,541
170607,10017
170607,26509
133418,5186
133418,13609
133418,1276
133418,88
133418,6645
133418,468
133418,7259
133418,5226
133418,5123
133418,38937
133418,511
133418,6658
133418,2733
133418,5143
133418,550
133418,47499
133418,47500
133418,3066
133418,3994
133418,3289
133418,9206
133418,9208
133418,201607
133418,13516
133418,10044
133418,6677
133418,115074
133418,2417
133418,26092
133418,5155
133418,42831
133418,93297
133418,9231
133418,10140
133418,13874
133418,49125
133418,110497
133418,51613
133418,10305
133418,22240
133418,100127
133418,70191
341819,306807
341819,340125
350621,88
350621,3369
350621,186573
394219,88
394219,19604
394219,16460
422355,3369
422355,16649
422386,52127
169517,88
169517,5226
169517,26153
169517,117439
354023,341136
422463,88
200616,7551
340125,398186
333511,308
422519,88
408939,12281
27212,88
27212,2753
27212,98204
381956,88
422561,3369
207240,1276
207240,88
207240,5226
207240,3360
207240,90227
207240,511
207240,3603
207240,832
207240,15196
207240,2417
207240,3998
207240,81674
207240,69648
86523,439
86523,11036
86523,5226
86523,492
86523,511
86523,4177
86523,3603
86523,8391
86523,2567
86523,5281
86523,15196
86523,550
86523,86037
86523,13123
86523,5664
86523,59896
86523,13516
86523,49845
86523,13808
86523,17185
86523,73134
86523,62353
86523,49138
86523,46842
422670,1276
422670,5226
422673,12281
127661,88
127661,8391
127661,89805
125393,3369
125393,343164
422689,88
422689,43515
164048,1276
164048,88
164048,159000
164048,41180
164048,53811
164048,164053
378115,137174
422784,88
422784,15489
422784,26153
422802,422803
284882,8497
73627,6338
73627,49334
73627,461
73627,32229
73627,11342
73627,12651
73627,55526
73627,50047
73627,129341
73627,10044
73627,36989
73627,52694
73627,51364
73627,70301
73627,5500
73627,42909
73627,32264
133841,88
133841,5226
133841,168207
133841,3214
133841,48920
133841,35604
75441,12304
75441,11981
75441,1276
75441,88
75441,5226
75441,23866
75441,19604
75441,45745
75441,16822
75441,16824
75441,40669
75441,75446
75441,164471
75441,124459
58188,16514
58188,31709
58188,8702
58188,6940
58188,11978
58188,8711
58188,7551
58188,31740
58188,65216
58188,62195
58188,44446
58188,65219
58188,14611
58188,35015
58188,65254
33360,8702
33360,59896
423018,12281
393373,7551
393373,14570
393373,14589
393373,298696
423090,7551
423090,57688
423090,14615
343241,308
343241,3369
343241,550
343241,71
343241,32264
343241,143310
31436,4514
31436,4519
31436,4528
31436,4561
31436,4567
84112,4412
84112,132394
84112,153606
84112,132395
84112,132399
84112,93502
84112,6520
84112,132404
84112,132406
272625,12281
209350,88
209350,5226
209350,19604
209350,43742
209350,126298
209350,13811
209350,22849
209350,48920
209350,128781
209350,42850
209350,75797
74039,37308
74039,11981
74039,1276
74039,88
74039,5226
74039,11991
74039,492
74039,4177
74039,832
74039,11677
74039,89316
74039,46733
74039,26153
74039,22814
74039,13516
74039,46530
74039,12022
74039,13808
74039,95871
74039,3998
74039,48681
74039,22849
74039,64911
74039,7501
74039,46754
74039,62353
74039,224959
74039,147804
154584,93252
154584,154573
154584,195643
154584,47499
154584,6662
154584,73365
154584,6668
154584,93275
154584,106650
154584,6674
154584,93297
154584,93314
154584,6701
154584,6704
154584,160055
126462,88
126462,5226
126462,43742
126462,12022
126462,26158
126462,3998
126462,13811
126462,2177
126462,128781
183958,82741
183958,27676
166459,1276
166459,461
166459,22455
166459,5393
166459,71
166459,2417
166459,2351
162766,1276
162766,297671
162766,285831
162766,2177
162766,51152
162766,110497
162766,10381
343424,1276
343424,88
343424,5226
343424,832
343424,71
423493,1276
423493,88
423493,3604
423493,26398
393493,7551
393493,251204
393493,311268
115818,54967
115818,43515
115818,8122
235343,44738
235343,46418
94123,5393
94123,12651
94123,21741
94123,9941
94123,33514
94123,144003
94123,75682
94123,110577
94123,70309
94123,120250
94123,133863
216483,2417
216483,44726
391535,5226
365162,3369
365162,250519
365162,2696
365162,91950
365162,124274
71822,116139
71822,44446
71822,8903
71822,64994
71822,30225
71822,30639
423818,3369
406365,341757
228702,3369
228702,71
228702,5500
423884,4412
423884,3369
423884,139030
423889,88
423889,19604
423889,3998
423889,50200
423912,2696
175200,175196
175200,108162
175200,17939
175200,151632
175200,63592
423981,40201
423981,3369
423981,531
164681,12281
164681,60453
164681,12510
424006,7551
424006,44446
424033,3369
363897,49178
11901,21929
424101,3369
424105,88
311268,393493
230472,2417
98315,88
98315,83435
142947,79457
142947,53800
142947,53822
209528,7551
209528,14589
209528,65224
209528,286845
209528,14615
209528,35304
209528,78672
209528,21062
209528,65254
209528,65256
209528,243025
209528,116780
252658,231957
424225,1276
424225,468
424225,31141
424225,3998
61142,7551
61142,21062
208328,88
208328,39124
208328,182906
208328,30225
208328,117421
208328,342910
208328,404617
208328,351694
208328,5163
36919,4407
36919,439
36919,14721
36919,1276
36919,88
36919,5226
36919,492
36919,511
36919,36854
36919,11677
36919,5281
36919,15196
36919,71
36919,13123
36919,5664
36919,221645
36919,15513
36919,104571
36919,46754
36919,49125
36919,49138
36919,22240
36919,46842
169327,18036
169327,2567
130394,7551
130394,43975
130394,64176
54312,1276
54312,88
54312,11991
54312,1912
54312,511
54312,832
54312,63143
113705,16429
113705,39581
113705,138173
113705,2180
113705,58514
113705,36810
424314,3369
424350,3369
424367,22313
424367,94880
380506,88
380506,71549
380506,30226
380506,50350
322068,1276
322068,88
322068,468
322068,5226
322068,11991
322068,16801
322068,23866
322068,832
322068,11677
322068,71
322068,10853
322068,2417
322068,12477
322068,16822
322068,12510
269817,6940
269817,64994
269817,96022
269817,63144
255757,308
255757,3369
255757,16649
255757,11569
175804,9972
175804,2417
175804,15885
175804,135555
424443,3369
159225,7551
424465,3369
307072,172389
307072,12281
307072,87354
424514,19862
424514,308
424514,502
424514,511
424514,2180
424514,5500
125436,5186
125436,5189
125436,109369
125436,47517
125436,117033
147754,3369
147754,35652
147754,27349
94869,88
94869,26175
381224,113501
381224,202480
424543,1276
424543,26153
424543,170862
141049,1276
141049,88
141049,5226
141049,142826
141049,79457
141049,119769
141049,2417
141049,3998
141049,143052
141049,53800
141049,149053
141049,53859
424611,88
424611,5226
424641,308
117246,4
117246,1276
117246,88
117246,5393
117246,11876
117246,71
117246,2417
117246,36982
117246,19886
164503,113232
164503,137490
410971,6338
410971,193679
217467,91140
217467,5393
217467,71
373571,88
373571,5226
373571,832
207710,1276
207710,88
207710,15489
207710,11876
207710,19604
207710,3998
207710,131
335775,88
335775,5226
335775,12462
335775,16824
335775,84984
335775,40669
180494,9672
424861,3369
424861,16649
319849,6940
319849,35348
319849,60035
319849,14615
319849,47015
285913,276998
285913,10140
285913,285914
10319,541
10319,9941
10319,42831
10319,5157
10319,207241
63279,63204
404617,88
404617,208328
404617,351694
143310,11208
143310,71
143310,13516
143310,75037
425093,308
351694,88
351694,182906
351694,30225
351694,117421
351694,342910
351694,208328
351694,404617
425115,88
425124,3369
59136,3353
59136,48523
59136,32641
59136,17939
59136,9947
59136,83479
59136,9351
59136,38456
59136,40446
59136,178660
59136,91950
59136,63592
59136,79247
59136,4394
59136,26458
59136,24323
59136,62480
59136,24919
59136,242840
402081,60021
243025,80818
243025,209528
137405,122880
179809,272319
250575,10853
250575,147156
250575,2417
250575,160410
111114,1276
111114,42166
111114,88
111114,5226
111114,19604
111114,52908
111114,42173
111114,3998
111114,52936
235296,88
235296,3369
27412,1357
27412,11979
27412,25661
27412,88
27412,28375
27412,14167
27412,3593
27412,492
27412,55201
27412,4974
27412,6759
27412,88383
27412,99549
27412,7501
27412,122756
27412,40919
404784,14615
425189,1276
425189,88
425189,468
425189,308
425189,5226
425189,3369
425189,832
170766,5948
170766,47885
170766,113564
170766,2417
170766,6053
128927,97506
128927,66423
128927,100592
128927,86825
128927,258676
243007,88
133863,6338
133863,5226
133863,71
133863,2417
133863,112743
133863,70309
133863,2351
289031,88
289031,23866
289031,26640
289031,2417
289031,12462
289031,12281
289031,12510
315333,22642
425266,6940
425266,60021
198726,1276
198726,88
198726,468
198726,5226
198726,11991
198726,25089
198726,492
198726,162222
198726,88665
198726,832
198726,17939
233959,8711
233959,7551
233959,34517
233959,14615
43332,4
43332,6184
43332,2301
43332,52761
43332,2417
43332,5157
43332,100127
401743,88
401743,9672
140370,1276
140370,5226
140370,3360
140370,832
140370,113564
140370,2696
140370,2417
140370,4394
140370,59194
136607,114857
136607,185145
136607,50265
136607,30639
136607,138060
136607,21062
136607,58114
136607,138614
136607,95036
136607,102439
136607,39243
136607,128441
136607,45013
136607,116780
136607,110916
136607,62358
136607,71619
425343,3604
425343,23956
425343,3807
425343,15513
425343,2177
425343,27723
425343,67382
406958,44446
406958,14611
406958,14615
37240,4
37240,23287
39557,3562
39557,9508
39557,1276
39557,461
39557,3360
39557,502
39557,511
39557,550
39557,71
39557,2417
39557,26092
39557,7501
39557,12806
145108,88
145108,44548
145108,46418
145108,38785
115191,13765
373631,7551
373631,88
373631,5226
373631,43742
373631,3994
373631,60021
373631,14615
373631,96022
373631,50350
425396,1276
425396,2696
425441,2177
425467,88
425467,22313
425467,94880
250950,75427
250950,260850
250950,12281
250950,66423
250950,45795
243794,1357
243794,1276
243794,88
243794,5226
243794,832
243794,2696
243794,550
243794,10853
243794,3994
243794,125279
243794,92920
243794,15885
243794,36982
313486,88
313486,59733
259122,308
259122,15741
259122,17939
259122,110093
259122,5500
259122,91950
259122,12715
178758,59195
70057,5189
70057,3360
70057,4475
70057,43722
70057,16303
70057,14797
70057,71
70057,9972
70057,25100
70057,181576
70057,41792
70057,2417
70057,9604
70057,9605
70057,58294
70057,2746
70057,40429
70057,49761
344696,6940
344696,7551
344696,14615
344696,30225
344696,30639
344696,31850
425599,8391
425599,2177
425629,88
425629,15196
344380,1276
344380,88
344380,5226
344380,11991
344380,3547
344380,19604
344380,26153
344380,12751
344380,2177
344380,86271
425698,149212
265010,9731
265010,1276
265010,88
265010,468
265010,308
265010,5226
265010,11991
265010,492
265010,511
265010,4974
265010,3604
265010,832
265010,3547
265010,19604
265010,26153
265010,13516
265010,13808
265010,13820
265010,22051
344640,307629
148377,1276
148377,5226
148377,26398
148377,832
148377,187022
148377,13516
148377,13808
148377,580
148377,179220
148377,51640
148377,18368
398963,1276
398963,88
398963,51640
239825,12281
238558,3629
236064,171763
135364,28103
135364,8711
135364,7551
260012,88
261657,8811
261657,261655
261657,6963
261657,261160
261657,261656
261657,261658
261657,261659
261657,261660
239215,1276
239215,88
239215,5226
239215,2417
239215,51640
239215,5163
314127,306807
63808,6940
63808,56426
63808,8711
63808,14064
63808,1276
63808,88
63808,35738
63808,5226
63808,38815
63808,57688
63808,11876
63808,39124
63808,31084
63808,50227
63808,44446
63808,8903
63808,56733
63808,27741
63808,64993
63808,35348
63808,14611
63808,67666
63808,14615
63808,107044
63808,47015
63808,76879
63808,58048
63808,30225
63808,96022
63808,71549
63808,30639
63808,64729
63808,58114
63808,31850
63808,123925
63808,49179
63808,63143
63808,35376
63808,5163
21730,6940
21730,28115
21730,7551
230259,51640
344691,88
344691,19604
344691,54218
344691,68308
344691,236405
344691,76165
92007,65919
92007,10168
92007,67517
221449,88
221449,5226
221449,18086
93339,77700
93339,26502
93339,130622
93339,2746
93339,95702
221294,14415
221294,2177
221294,386734
334140,12281
334140,12510
309306,16978
132853,1276
132853,5226
132853,2517
132853,4412
132853,38865
132853,93107
132853,553
132853,69597
132853,16649
132853,59000
132853,40973
132853,132827
132853,139726
132853,132829
132853,82741
132853,9299
132853,164151
132853,132833
132853,67190
132853,44246
132853,96291
132853,42900
132853,64965
132853,35839
132853,42909
132853,13163
132853,151383
132853,143545
132853,40996
132853,69643
132853,162733
132853,93180
132853,123165
132853,81674
132853,69648
151810,550
151810,71
151810,11569
151810,205159
75689,4
75689,88
75689,114738
75689,84000
75689,97506
75689,12281
75689,75684
75689,250948
75689,63839
75689,66423
75689,82019
75689,60465
75689,87354
75689,86826
238559,88
238559,5226
238559,832
238559,12022
238559,2177
241874,308
241874,5393
241874,82741
241874,12715
367891,531
426280,3369
49254,49249
49254,541
49254,9972
49254,26509
273022,7551
273022,88
299994,19604
299994,3998
299994,68307
299994,54222
299994,68308
299994,111105
299994,76165
299994,76166
299994,83428
299994,67581
299994,109647
299994,87449
140301,21507
140301,17939
416991,2567
127614,7551
127614,28092
127614,14611
127614,14615
68206,4665
68206,1276
68206,88
68206,56968
68206,5226
68206,11991
68206,15489
68206,7406
68206,13778
68206,3604
68206,832
68206,19604
68206,23200
68206,44446
68206,23956
68206,45605
68206,43742
68206,9964
68206,10853
68206,53950
68206,13798
68206,26153
68206,110903
68206,26158
68206,12751
68206,13808
68206,118892
68206,26091
68206,3998
68206,13811
68206,2177
68206,42831
68206,39889
68206,9704
68206,15458
68206,27723
68206,5163
68206,88306
68206,11905
68206,67382
184761,88
184761,35738
184761,44446
184761,14588
184761,14611
184761,67666
184761,14615
184761,30225
184761,96022
184761,48920
184761,30639
184761,50349
184761,49179
184761,45013
184761,35376
369985,5664
50295,33833
50295,50218
50295,88
50295,50231
50295,50250
50295,104571
50295,50265
50295,146597
50295,9021
50295,38819
50295,50350
50295,9036
232316,88
232316,20358
232316,19604
332827,12281
332827,12510
174730,2567
174730,117037
215778,3369
215778,16649
215778,17538
156362,1276
156362,5226
156362,9605
133864,88
133864,51292
133864,2417
133864,107653
133864,10140
133864,51364
133864,120115
133864,70309
133864,50157
214056,9883
214056,26640
214056,3289
214056,14609
214056,26509
57434,118513
57434,7551
57434,45262
57434,95079
193539,308
193539,3369
311361,77539
402779,415290
403562,14588
403562,57105
403562,14615
60167,8711
60167,7551
60167,35738
60167,5226
60167,20952
60167,65216
60167,14588
60167,8903
60167,59896
60167,2417
60167,28092
60167,14611
60167,60035
60167,14615
191790,88
191790,5226
191790,7406
191790,5143
191790,26153
191790,12751
191790,170862
191790,67382
327719,88
327719,19604
327719,102425
228201,14907
228201,1276
228201,5226
152298,23956
291500,1276
291500,88
291500,5226
291500,11991
291500,15489
291500,3604
291500,832
291500,3547
291500,19604
291500,43742
291500,26153
291500,3998
291500,13811
291500,30225
291500,9021
291500,49179
291500,11905
426711,88
426711,329652
242934,16514
242934,7551
242934,1276
242934,31740
242934,39124
242934,14589
242934,14615
242934,35304
5506,6882
5506,3604
5506,15196
5506,3206
5506,12959
310092,14543
310092,7551
426786,67062
100127,116191
100127,113776
100127,2563
100127,153606
100127,9060
100127,9972
100127,64899
100127,168470
100127,161833
100127,89807
100127,98453
100127,35731
100127,113005
100127,50940
100127,13153
100127,203202
100127,163378
100127,128781
100127,45893
100127,109652
100127,51177
100127,417298
100127,9494
100127,46842
100127,160238
100127,207711
100127,11905
100127,129528
46842,9417
46842,5087
46842,59424
46842,5377
46842,1276
46842,198231
46842,27483
46842,72349
46842,511
46842,13778
46842,182008
46842,131388
46842,84739
46842,26078
46842,15196
46842,80429
46842,9972
46842,105883
46842,58283
46842,18506
46842,95510
46842,104571
46842,170667
46842,46056
46842,60954
46842,176919
46842,158400
46842,59177
46842,178145
46842,81723
46842,134718
46842,52456
46842,113779
46842,92138
46842,97465
46842,127453
46842,92172
46842,56352
46842,51176
46842,10269
46842,80101
46842,71765
46842,260311
46842,46839
46842,86523
46842,36919
46842,344380
46842,100127
46842,296252
46842,81122
46842,59194
46842,170684
46842,180353
46842,426794
301968,531
360551,22051
296252,1276
296252,492
296252,511
296252,30478
296252,126659
296252,7100
143545,93107
143545,64965
143545,93147
138807,48523
138807,22034
138807,79247
138807,86103
50157,1357
50157,23155
50157,145133
50157,22455
50157,32229
50157,66371
50157,51292
50157,187737
50157,11342
50157,9861
50157,5192
50157,113142
50157,51488
50157,18666
50157,130670
50157,92037
50157,26079
50157,16303
50157,97493
50157,129561
50157,9941
50157,9960
50157,105498
50157,73227
50157,9972
50157,26502
50157,10044
50157,9604
50157,9605
50157,63930
50157,51878
50157,64965
50157,93735
50157,112743
50157,79185
50157,51364
50157,51373
50157,70301
50157,73608
50157,88286
50157,70303
50157,51887
50157,122529
50157,404337
50157,70309
50157,42909
50157,32264
50157,13163
50157,133864
50157,12806
50157,130782
426930,21979
174929,222198
174929,51640
174929,59818
174929,222199
42182,88
42182,56968
42182,11991
42182,92274
42182,19604
42182,43742
42182,39885
42182,12751
42182,42172
42182,3998
42182,13811
42182,22849
42182,64911
42182,27723
427001,22642
136133,4412
136133,9951
136133,40973
136133,10925
136133,322797
136133,13163
136133,12715
136133,10309
136133,40996
136133,69643
136133,147997
136133,93180
136133,123165
326407,88
326407,11991
326407,2417
326407,3998
326407,13811
326407,67382
365259,365258
427070,2417
419971,88
57418,7551
57418,57688
57418,22642
57418,61138
57418,103172
57418,61142
86395,57114
86395,14628
86395,116632
86395,22642
86395,102545
86395,191212
203724,4
203724,96189
196945,1276
196945,5226
196945,3603
196945,550
196945,71
196945,269881
