L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
4230,152,3,7,1800,1893870,10,4,378580043,330563436,33776,33732,33787,785149710,407419891,1069765657
4231,142,3,1,4700,4898058,9,3,146356532,777177650,35759,35819,35779,106211174,1001693018,847628082
4231,166,3,2,400,426464,6,2,146356532,777177650,35760,35819,35774,862871618,431484053,7365425
4231,121,2,3,3100,3165472,7,8,146356532,777177650,35838,35789,35853,749443834,944913022,395721747
4231,40,1,4,3500,3290140,10,0,146356532,777177650,35845,35817,35870,749443834,944913022,290994713
4256,151,9,1,2200,2312530,5,5,378580043,330563436,33813,33736,33828,106211174,86983390,452172374
4257,65,10,1,300,289518,10,3,146356532,777177650,34866,34818,34890,749443834,431484053,643624220
4257,35,6,2,500,467514,1,4,378580043,330563436,34816,34853,34830,862871618,86983390,747104746
4257,128,9,3,3300,3392796,3,4,449642453,330563436,34840,34820,34848,785149710,365042431,481009110
4258,166,7,1,3600,3838176,2,6,146356532,777177650,35482,35453,35486,862871618,407419891,1042678103
4258,162,1,2,1900,2018104,3,2,146356532,777177650,35442,35409,35448,862871618,365042431,315852338
4258,31,7,3,4600,4282738,4,7,146356532,777177650,35430,35423,35440,749443834,365042431,618411945
4258,35,6,4,2200,2057066,4,4,146356532,777177650,35409,35403,35417,862871618,365042431,763910706
4258,163,10,5,900,956844,4,3,146356532,777177650,35401,35405,35417,749443834,86983390,820488156
4259,43,6,1,1400,1320256,5,3,146356532,777177650,35802,35753,35822,862871618,250142940,165595237
4260,24,7,1,2100,1940441,8,4,378580043,330563436,33820,33771,33836,106211174,365042431,1064638109
4261,110,1,1,1200,1212132,5,1,449642453,330563436,33907,33968,33918,106211174,944913022,289502331
4261,82,3,2,400,392832,2,7,378580043,330563436,33947,33954,33960,749443834,944913022,1048766928
4261,175,5,3,300,322551,7,2,378580043,330563436,33916,33950,33923,785149710,250142940,786823315
4261,174,3,4,3600,3867012,4,6,378580043,330563436,33938,33954,33961,106211174,1001693018,107539204
4261,24,7,5,2800,2587256,7,6,449642453,330563436,33883,33959,33886,862871618,431484053,881658629
4262,76,7,1,3000,2928210,1,3,146356532,777177650,35286,35347,35315,862871618,250142940,51947065
4262,96,7,2,500,498045,2,5,146356532,777177650,35333,35311,35361,785149710,407419891,274539245
4262,162,1,3,500,531080,8,0,146356532,777177650,35338,35352,35341,106211174,1001693018,237967400
4262,74,2,4,4500,4383315,2,1,146356532,777177650,35376,35315,35379,749443834,407419891,432898829
4262,100,3,5,2800,2800280,6,2,146356532,777177650,35358,35312,35380,749443834,944913022,105810061
4262,17,7,6,2600,2384226,3,2,146356532,777177650,35304,35331,35306,106211174,250142940,253308963
4262,160,5,7,4100,4346656,3,1,146356532,777177650,35303,35320,35326,785149710,250142940,263891003
4263,18,9,1,900,826209,8,7,146356532,777177650,35887,35912,35917,785149710,365042431,841351671
4263,196,10,2,2800,3069332,5,3,146356532,777177650,35968,35952,35988,106211174,431484053,299963080
4263,11,1,3,3800,3461837,1,1,146356532,777177650,35984,35921,35991,106211174,86983390,326764391
4263,19,3,4,2000,1838020,2,7,146356532,777177650,35892,35913,35917,106211174,250142940,785395929
4263,198,2,5,1400,1537466,9,6,146356532,777177650,35919,35900,35924,749443834,86983390,846963170
4263,113,10,6,4700,4761617,8,6,146356532,777177650,35972,35922,35976,749443834,86983390,894099366
4263,29,4,7,600,557412,4,4,146356532,777177650,35914,35946,35927,862871618,1001693018,292218327
4288,74,5,1,3200,3117024,10,7,378580043,330563436,34045,33993,34075,862871618,365042431,170728829
4288,105,6,2,3900,3919890,5,2,378580043,330563436,34051,34004,34054,749443834,365042431,1019478094
4288,125,8,3,700,717584,3,1,449642453,330563436,33982,34003,33993,106211174,86983390,324133467
4289,196,7,1,1900,2082761,6,6,378580043,330563436,34332,34277,34355,749443834,86983390,591542760
4290,137,3,1,2300,2385399,6,4,378580043,330563436,34791,34744,34794,862871618,1001693018,117428837
4290,99,2,2,300,299727,9,3,449642453,330563436,34781,34763,34798,106211174,250142940,959886910
4291,192,6,1,300,327657,8,8,449642453,330563436,34408,34384,34418,785149710,407419891,590935069
4291,125,8,2,4300,4408016,1,6,449642453,330563436,34364,34390,34369,749443834,1001693018,145208955
4291,8,1,3,2500,2270000,9,8,378580043,330563436,34377,34371,34406,785149710,365042431,956822668
4292,44,3,1,2200,2076888,8,3,378580043,330563436,33646,33648,33662,106211174,944913022,726759965
4292,40,6,2,100,94004,3,1,449642453,330563436,33639,33677,33642,749443834,944913022,988591374
4292,120,10,3,3500,3570419,3,6,449642453,330563436,33684,33696,33694,785149710,86983390,201624911
4292,163,10,4,4000,4252640,5,4,449642453,330563436,33719,33668,33726,785149710,1001693018,864473095
4292,131,7,5,600,618678,7,8,378580043,330563436,33664,33656,33686,785149710,944913022,1033267564
4292,4,1,6,4700,4248800,5,0,378580043,330563436,33724,33682,33749,862871618,944913022,574817195
4293,1,6,1,3400,3063400,3,8,146356532,777177650,35372,35348,35401,106211174,944913022,823247420
4293,77,5,2,5000,4885350,1,5,146356532,777177650,35394,35366,35419,785149710,431484053,408930770
4293,199,1,3,4700,5166193,8,2,146356532,777177650,35313,35360,35321,106211174,250142940,700327906
4293,88,9,4,2500,2470200,4,4,146356532,777177650,35317,35381,35328,749443834,944913022,980931386
4293,181,2,5,100,108118,6,5,146356532,777177650,35382,35345,35393,785149710,365042431,205563594
4293,79,7,6,4500,4405815,10,4,146356532,777177650,35371,35373,35390,106211174,431484053,430241337
4294,105,8,1,1900,1909690,3,4,449642453,330563436,33891,33919,33901,749443834,365042431,952660704
4294,27,2,2,1600,1483232,1,2,378580043,330563436,33831,33869,33849,862871618,1001693018,705386624
4294,198,1,3,3000,3294569,1,0,449642453,330563436,33857,33912,33870,106211174,431484053,495845212
4294,105,2,4,3400,3417340,2,1,378580043,330563436,33854,33912,33879,862871618,1001693018,652153433
4294,119,3,5,3700,3770707,5,1,378580043,330563436,33852,33888,33853,106211174,1001693018,94437113
4294,87,8,6,4200,4145736,2,3,449642453,330563436,33875,33919,33890,749443834,944913022,518387525
4294,175,3,7,4700,5053299,2,8,378580043,330563436,33915,33909,33941,862871618,407419891,717304339
4295,29,2,1,4900,4552198,9,1,146356532,777177650,35208,35139,35233,862871618,1001693018,969879214
4295,71,9,2,400,388428,9,7,146356532,777177650,35219,35179,35227,749443834,86983390,793599272
4295,193,4,3,300,327957,4,0,146356532,777177650,35218,35177,35238,749443834,365042431,43965655
4295,80,9,4,3000,2940240,7,6,146356532,777177650,35144,35176,35173,106211174,407419891,427039799
4320,46,5,1,2800,2648912,2,6,146356532,777177650,35456,35466,35466,785149710,944913022,276183243
4320,140,6,2,600,624084,8,8,146356532,777177650,35439,35454,35450,749443834,407419891,166250593
4320,188,9,3,3300,3590994,9,2,146356532,777177650,35408,35486,35436,862871618,407419891,719188681
4321,147,6,1,3300,3455562,9,2,449642453,330563436,34576,34561,34580,749443834,86983390,507058905
4321,54,2,2,4500,4293225,0,8,378580043,330563436,34649,34590,34654,749443834,407419891,703834859
4321,186,7,3,2300,2498214,1,5,449642453,330563436,34639,34613,34642,749443834,407419891,686826141
4321,91,2,4,400,396436,2,0,378580043,330563436,34585,34611,34586,106211174,944913022,618309727
4321,172,2,5,1000,1072170,4,3,449642453,330563436,34582,34567,34592,862871618,407419891,413483642
4322,69,4,1,3900,3779333,4,2,146356532,777177650,35910,35947,35917,862871618,431484053,551717877
4322,140,1,2,900,936126,5,8,146356532,777177650,35931,35910,35941,785149710,365042431,15904612
4322,8,9,3,1200,1089600,9,5,146356532,777177650,35881,35949,35899,749443834,86983390,511459730
4322,46,7,4,1700,1608268,9,8,146356532,777177650,35944,35944,35954,862871618,944913022,337302566
4322,102,7,5,1000,1002100,0,5,146356532,777177650,35944,35910,35969,862871618,1001693018,388087828
4322,60,8,6,3900,3744233,9,8,146356532,777177650,35868,35934,35894,785149710,365042431,818842343
4322,14,4,7,3400,3107634,5,0,146356532,777177650,35940,35895,35960,106211174,1001693018,1053709618
4323,1,2,1,3300,2973300,9,2,449642453,330563436,34456,34397,34475,785149710,86983390,474491880
4324,51,2,1,4400,4184619,5,4,146356532,777177650,34985,34947,35008,749443834,365042431,469008390
4324,48,7,2,1200,1137648,4,2,146356532,777177650,34975,34947,34988,106211174,1001693018,67125166
4324,82,3,3,1400,1374912,7,6,146356532,777177650,35013,34935,35022,785149710,365042431,895592055
4324,50,7,4,1400,1330070,2,4,146356532,777177650,34960,34978,34976,785149710,250142940,767727576
4324,84,5,5,2200,2164976,7,3,146356532,777177650,34953,34974,34963,749443834,407419891,961772340
4324,43,2,6,3100,2923424,8,4,146356532,777177650,34993,34954,35010,785149710,250142940,1037598708
4324,154,6,7,4600,4849090,0,3,146356532,777177650,35004,34968,35023,106211174,407419891,752991204
4325,160,2,1,1800,1908288,1,7,146356532,777177650,35343,35334,35367,749443834,250142940,289421466
4326,163,4,1,1100,1169476,1,1,146356532,777177650,35461,35407,35479,749443834,86983390,361569827
4326,167,6,2,2700,2881332,6,1,146356532,777177650,35396,35448,35420,785149710,365042431,393750148
4327,95,8,1,1800,1791162,8,0,146356532,330563436,34864,34807,34890,785149710,250142940,668337543
4327,106,9,2,4000,4024400,7,1,146356532,330563436,34843,34804,34866,106211174,365042431,597966096
4327,145,2,3,1100,1149654,10,7,378580043,330563436,34811,34844,34841,862871618,944913022,588283202
4327,21,10,4,800,736816,4,8,146356532,330563436,34843,34845,34867,749443834,365042431,985598493
4327,190,1,5,3900,4251741,1,0,146356532,777177650,34871,34805,34891,862871618,944913022,1055837769
4327,152,4,6,1000,1052150,0,6,449642453,330563436,34815,34859,34824,862871618,86983390,847518815
4352,106,9,1,1800,1810980,0,3,146356532,777177650,35851,35826,35853,749443834,250142940,452129275
4353,94,8,1,2200,2186998,5,5,146356532,777177650,35812,35816,35834,785149710,944913022,240808580
4354,15,9,1,3000,2745030,8,7,378580043,330563436,34724,34660,34753,862871618,1001693018,506564409
4354,153,8,2,2300,2422245,1,8,378580043,330563436,34656,34689,34663,862871618,365042431,966222376
4354,51,6,3,200,190210,10,4,449642453,330563436,34706,34681,34721,862871618,1001693018,713100277
4354,86,7,4,3600,3549887,5,5,449642453,330563436,34656,34672,34672,749443834,365042431,118925852
4354,65,10,5,3700,3570722,6,2,378580043,330563436,34710,34695,34728,749443834,944913022,948259539
4354,108,3,6,3600,3629160,3,4,378580043,330563436,34669,34671,34699,862871618,86983390,334875819
4354,139,5,7,1800,1870434,3,4,449642453,330563436,34673,34677,34677,862871618,407419891,157761837
4355,195,7,1,3200,3504608,10,2,146356532,777177650,35426,35467,35452,749443834,1001693018,417157119
4355,17,1,2,400,366804,5,2,146356532,777177650,35484,35457,35504,862871618,86983390,1033353233
4355,1,2,3,1300,1171300,7,5,146356532,777177650,35449,35419,35473,785149710,86983390,72180861
4355,194,6,4,1400,1531866,4,2,146356532,777177650,35495,35450,35513,106211174,250142940,57064696
4355,31,7,5,5000,4655150,10,0,146356532,777177650,35392,35429,35403,749443834,1001693018,762523741
4355,122,7,6,3500,3577419,0,8,146356532,777177650,35456,35456,35479,106211174,944913022,962058293
4355,101,4,7,4700,4705170,9,2,146356532,777177650,35425,35426,35437,106211174,250142940,149193854
4356,194,5,1,3500,3829665,0,4,378580043,330563436,34482,34497,34491,785149710,431484053,186042017
4357,84,5,1,5000,4920400,4,7,146356532,777177650,35757,35765,35779,749443834,250142940,282567958
4357,108,9,2,1700,1713770,10,7,146356532,777177650,35825,35770,35833,749443834,431484053,194641205
4358,126,5,1,4700,4822764,4,0,146356532,777177650,35716,35715,35736,749443834,407419891,672832730
4359,174,3,1,4100,4404097,3,7,449642453,330563436,34063,34093,34071,785149710,250142940,738185885
4359,153,8,2,800,842520,3,8,378580043,330563436,34145,34103,34152,749443834,431484053,140083423
4359,193,6,3,3200,3498208,10,3,378580043,330563436,34136,34061,34166,785149710,431484053,59411394
4359,78,8,4,100,97807,5,3,378580043,330563436,34084,34096,34095,106211174,431484053,891166933
4359,33,4,5,2200,2052666,4,1,449642453,330563436,34054,34119,34070,106211174,1001693018,322355262
4384,136,7,1,500,518064,9,1,449642453,330563436,33836,33838,33865,749443834,431484053,124679438
4384,89,10,2,3800,3758504,7,6,449642453,330563436,33893,33869,33910,106211174,944913022,627416617
4384,89,10,3,1100,1087988,5,4,378580043,330563436,33845,33879,33873,862871618,944913022,908149316
4385,111,8,1,3800,3842218,0,2,146356532,777177650,35389,35366,35418,749443834,86983390,751133848
4386,130,3,1,1000,1030129,5,7,146356532,777177650,35947,35899,35972,862871618,431484053,396155825
4386,118,2,2,2800,2850708,3,6,146356532,777177650,35871,35914,35879,106211174,944913022,62554017
4386,140,1,3,400,416056,7,5,146356532,777177650,35890,35877,35902,785149710,944913022,839380986
4386,121,2,4,2100,2144352,9,0,146356532,777177650,35918,35871,35926,106211174,250142940,46405939
4386,130,3,5,3900,4017507,9,6,146356532,777177650,35857,35867,35868,106211174,250142940,546755660
4386,90,1,6,1800,1782162,2,5,146356532,777177650,35895,35892,35925,862871618,407419891,780224814
4386,20,4,7,1600,1472032,7,2,146356532,777177650,35918,35869,35947,785149710,365042431,961142387
4387,122,5,1,300,306636,2,1,146356532,777177650,35079,35076,35090,785149710,365042431,335903016
4387,177,5,2,4800,5170416,6,5,146356532,777177650,34999,35042,35002,106211174,1001693018,139754578
4387,2,5,3,1500,1353000,0,3,146356532,777177650,35073,35076,35092,862871618,1001693018,765456609
4387,47,8,4,900,852336,0,3,146356532,777177650,35066,35057,35074,749443834,1001693018,49735092
4387,82,3,5,300,294624,5,8,146356532,777177650,35018,35059,35026,785149710,407419891,334811196
4387,6,3,6,4000,3624000,2,4,146356532,777177650,35030,35041,35051,106211174,1001693018,635011658
4388,65,10,1,3000,2895180,2,7,146356532,777177650,35221,35190,35236,749443834,944913022,614863092
4388,84,5,2,2800,2755424,5,4,146356532,777177650,35191,35234,35195,862871618,250142940,392655821
4388,52,4,3,1300,1237665,7,5,146356532,777177650,35242,35206,35248,749443834,1001693018,695582117
4389,157,2,1,2000,2114300,8,0,449642453,330563436,34489,34500,34500,749443834,407419891,36729946
4389,153,5,2,1300,1369095,0,0,449642453,330563436,34562,34489,34564,106211174,250142940,1005520761
4389,79,9,3,3900,3818373,4,7,449642453,330563436,34491,34487,34493,862871618,86983390,671377014
4389,160,2,4,500,530080,9,0,449642453,330563436,34578,34506,34591,106211174,944913022,220515069
4389,11,5,5,2200,2004222,8,0,378580043,330563436,34518,34495,34525,106211174,86983390,675085749
4389,2,3,6,2200,1984400,1,4,378580043,330563436,34490,34512,34502,785149710,86983390,752732472
4389,185,6,7,400,434072,9,8,378580043,330563436,34497,34513,34519,106211174,1001693018,369397234
4390,152,10,1,3500,3682525,7,4,378580043,330563436,34847,34880,34863,749443834,86983390,651052874
4390,196,8,2,2800,3069332,3,0,146356532,777177650,34947,34870,34975,785149710,407419891,397384617
4390,101,8,3,4200,4204620,5,8,449642453,330563436,34860,34894,34865,106211174,365042431,158724641
4390,98,2,4,3200,3193888,7,8,146356532,777177650,34955,34921,34975,862871618,86983390,475880175
4391,161,10,1,100,106116,9,0,378580043,330563436,33771,33719,33773,785149710,86983390,772858919
4391,187,8,2,4500,4892310,7,4,378580043,330563436,33693,33723,33705,862871618,86983390,1026910816
4416,94,7,1,3700,3678133,8,3,449642453,330563436,33898,33837,33922,785149710,250142940,618111553
4416,89,10,2,300,296724,6,3,378580043,330563436,33897,33820,33919,749443834,407419891,319357492
4416,9,6,3,4500,4090500,9,3,449642453,330563436,33891,33854,33903,785149710,365042431,493527688
4417,75,5,1,2800,2730196,8,2,146356532,777177650,36040,36070,36055,862871618,1001693018,1010626482
4417,181,2,2,100,108118,6,8,146356532,777177650,36089,36027,36090,106211174,1001693018,646663012
4417,98,2,3,3500,3493315,6,4,146356532,777177650,36013,36059,36038,749443834,944913022,99564853
4418,35,1,1,3200,2992096,2,6,449642453,330563436,34115,34120,34117,862871618,250142940,817128749
4418,22,5,2,1400,1290828,3,4,449642453,330563436,34107,34136,34123,862871618,407419891,739776698
4418,79,7,3,300,293721,0,2,378580043,330563436,34065,34122,34089,106211174,407419891,1030278769
4419,108,9,1,4500,4536450,1,5,146356532,777177650,35264,35313,35293,749443834,86983390,103304903
4419,32,8,2,4200,3914526,0,3,146356532,777177650,35324,35269,35327,785149710,250142940,201336295
4419,132,3,3,600,619278,2,8,146356532,777177650,35239,35310,35264,749443834,365042431,385877851
4420,8,5,1,700,635600,7,3,378580043,330563436,34574,34578,34600,106211174,944913022,214903967
4421,98,2,1,3700,3692933,9,8,146356532,777177650,35631,35606,35634,749443834,407419891,646200994
4421,56,1,2,4600,4397830,4,4,146356532,777177650,35539,35561,35563,749443834,944913022,492051995
4421,167,6,3,4600,4908936,0,6,146356532,777177650,35573,35569,35602,785149710,86983390,436157430
4421,191,4,4,3200,3491808,6,4,146356532,777177650,35618,35582,35634,106211174,407419891,423132819
4421,190,1,5,3200,3488608,6,4,146356532,777177650,35637,35593,35653,106211174,1001693018,1015258764
4421,47,6,6,4400,4166976,9,6,146356532,777177650,35596,35599,35608,106211174,86983390,115658117
4421,116,3,7,1800,1828998,1,0,146356532,777177650,35586,35561,35589,749443834,944913022,875045889
4422,135,1,1,500,517564,9,7,146356532,777177650,34895,34922,34903,106211174,407419891,356374172
4422,48,5,2,4100,3886964,8,5,146356532,330563436,34860,34887,34868,785149710,86983390,547509985
4422,103,10,3,3900,3912090,0,5,146356532,777177650,34942,34872,34954,106211174,86983390,938054992
4422,153,4,4,400,421260,2,5,146356532,777177650,34958,34921,34988,785149710,944913022,847453587
4422,80,9,5,2000,1960159,7,5,146356532,777177650,34926,34894,34953,749443834,250142940,746752730
4423,150,9,1,300,315045,3,0,449642453,330563436,34778,34793,34806,106211174,86983390,20164168
4423,60,5,2,200,192012,7,4,449642453,330563436,34760,34791,34764,862871618,1001693018,908595082
4448,52,7,1,2400,2284920,10,7,146356532,777177650,36045,35980,36063,749443834,407419891,202878407
4448,189,10,2,1300,1415934,0,1,146356532,777177650,36000,35977,36019,785149710,431484053,324046028
4448,41,4,3,3500,3293640,10,6,146356532,777177650,36054,36001,36074,106211174,1001693018,52428760
4448,141,2,4,300,312342,1,1,146356532,777177650,35994,35984,36012,749443834,86983390,539511061
4448,91,2,5,4100,4063469,0,8,146356532,777177650,36004,36014,36008,106211174,365042431,793408851
4448,172,3,6,1200,1286604,6,3,146356532,777177650,36026,35974,36045,785149710,250142940,359267581
4449,32,3,1,4200,3914526,10,7,146356532,777177650,35874,35922,35886,106211174,944913022,258556143
4449,141,8,2,1000,1041140,2,3,146356532,777177650,35922,35917,35928,106211174,407419891,298279631
4450,174,5,1,4400,4726348,10,0,146356532,777177650,35713,35714,35730,749443834,250142940,141165823
4450,15,6,2,900,823509,3,3,146356532,777177650,35653,35656,35655,106211174,944913022,522390062
4450,96,8,3,4500,4482405,8,1,146356532,777177650,35672,35707,35690,106211174,86983390,251409003
4450,62,9,4,1300,1250678,0,0,146356532,777177650,35666,35689,35691,785149710,431484053,1067848287
4450,56,7,5,600,573630,9,1,146356532,777177650,35673,35701,35680,106211174,944913022,1070044530
4451,164,5,1,4000,4256640,3,3,449642453,330563436,34654,34691,34662,749443834,250142940,636215616
4451,63,4,2,3400,3274404,10,2,449642453,330563436,34666,34670,34679,785149710,407419891,1028807776
4451,159,10,3,1900,2012384,5,6,378580043,330563436,34614,34662,34628,785149710,944913022,1063227957
4452,114,8,1,2100,2129631,7,3,378580043,330563436,34611,34567,34620,785149710,86983390,73946645
4452,1,8,2,4700,4234700,1,6,449642453,330563436,34613,34553,34614,862871618,86983390,250257306
4453,147,10,1,4100,4293274,0,8,146356532,777177650,35626,35563,35640,106211174,1001693018,1066629240
4453,133,4,2,1600,1653008,3,0,146356532,777177650,35631,35553,35643,785149710,944913022,205761946
4453,62,7,3,4800,4617888,2,7,146356532,777177650,35577,35603,35582,106211174,407419891,3984383
4453,102,5,4,2600,2605460,6,7,146356532,777177650,35555,35586,35570,106211174,86983390,618136330
4454,151,9,1,2000,2102300,10,8,378580043,330563436,34458,34408,34472,785149710,407419891,644112620
4454,152,10,2,2200,2314730,6,2,449642453,330563436,34369,34433,34397,749443834,250142940,1046513666
4454,192,3,3,4500,4914855,7,4,449642453,330563436,34420,34417,34426,862871618,250142940,533962117
4454,2,3,4,100,90200,9,5,449642453,330563436,34368,34441,34375,785149710,250142940,152808159
4454,52,4,5,4800,4569840,0,7,378580043,330563436,34445,34425,34448,785149710,944913022,10481724
4454,160,8,6,2000,2120320,10,3,449642453,330563436,34430,34397,34448,749443834,86983390,310690011
4455,70,5,1,2000,1940140,1,5,449642453,330563436,34363,34292,34393,749443834,431484053,545533581
4455,153,4,2,4700,4949805,9,1,378580043,330563436,34333,34326,34337,785149710,944913022,113072373
4455,123,2,3,3400,3478608,0,6,449642453,330563436,34264,34298,34275,862871618,365042431,794708319
4480,108,5,1,3000,3024300,8,3,378580043,330563436,34542,34505,34545,106211174,944913022,52251591
4481,24,9,1,5000,4620100,2,6,146356532,777177650,35266,35196,35289,749443834,250142940,1047759737
4481,190,1,2,2700,2943513,2,3,146356532,777177650,35159,35200,35165,862871618,365042431,200484726
4482,71,2,1,3200,3107424,6,3,449642453,330563436,34833,34900,34855,106211174,250142940,464431721
4482,96,9,2,3200,3187488,1,6,146356532,777177650,34925,34874,34950,749443834,365042431,128968111
4483,6,7,1,3200,2899200,7,7,378580043,330563436,33697,33747,33700,749443834,431484053,115873972
4483,62,1,2,5000,4810300,1,6,449642453,330563436,33772,33734,33791,749443834,86983390,253303302
4483,9,4,3,5000,4545000,0,4,378580043,330563436,33763,33710,33770,749443834,431484053,626680625
4484,95,9,1,400,398036,6,3,146356532,777177650,35527,35470,35530,862871618,86983390,326463673
4484,137,8,2,3900,4044807,5,2,146356532,777177650,35519,35454,35539,106211174,250142940,989890630
4484,190,1,3,3800,4142722,6,7,146356532,777177650,35494,35459,35519,785149710,1001693018,25310390
4484,122,5,4,4100,4190692,6,3,146356532,777177650,35453,35474,35457,862871618,1001693018,593413804
4484,3,4,5,4200,3792600,3,7,146356532,777177650,35512,35480,35523,749443834,1001693018,654692570
4484,36,7,6,2900,2714487,9,6,146356532,777177650,35424,35497,35441,106211174,944913022,721875147
4484,103,8,7,5000,5015500,7,1,146356532,777177650,35504,35503,35508,785149710,944913022,380663710
4485,191,5,1,100,109119,3,5,378580043,330563436,34670,34735,34675,106211174,365042431,1070083558
4485,141,10,2,4600,4789244,4,6,378580043,330563436,34765,34680,34779,749443834,365042431,26907793
4485,175,6,3,4300,4623231,1,5,378580043,330563436,34714,34739,34735,749443834,86983390,390285692
4485,144,5,4,4300,4489802,8,6,378580043,330563436,34725,34723,34735,749443834,365042431,289421466
4485,6,7,5,4700,4258200,8,4,378580043,330563436,34767,34708,34777,862871618,250142940,398122802
4486,135,1,1,4600,4761598,8,0,146356532,777177650,35915,35888,35921,785149710,431484053,658357987
4486,49,2,2,1900,1803175,10,1,146356532,777177650,35951,35941,35976,106211174,431484053,600702054
4486,96,7,3,4700,4681623,2,7,146356532,777177650,35892,35937,35920,749443834,431484053,1015013652
4486,91,4,4,2800,2775052,7,2,146356532,777177650,35904,35902,35909,862871618,365042431,654308620
4487,138,4,1,3700,3841081,3,7,378580043,330563436,34026,34075,34043,862871618,431484053,1036352478
4487,113,10,2,4900,4964239,10,0,378580043,330563436,34131,34095,34158,785149710,944913022,1021164116
4487,190,1,3,100,109019,2,7,449642453,330563436,34098,34110,34104,862871618,944913022,59856808
4487,93,4,4,2500,2482725,7,3,449642453,330563436,34035,34084,34056,785149710,250142940,771803940
4512,162,1,1,3000,3186480,7,7,146356532,777177650,35090,35053,35115,862871618,86983390,605372229
4512,41,4,2,2400,2258496,4,6,146356532,777177650,35047,35078,35056,106211174,407419891,1027226992
4512,145,8,3,2100,2194794,0,0,146356532,777177650,35001,35061,35016,106211174,1001693018,1010000221
4512,141,2,4,3200,3331648,10,1,146356532,777177650,35026,35059,35037,106211174,944913022,277392974
4512,133,4,5,4300,4442459,6,0,146356532,777177650,35051,35029,35076,106211174,365042431,311128860
4513,170,1,1,2900,3103493,3,1,146356532,777177650,35201,35206,35222,106211174,1001693018,479958503
4513,70,9,2,3900,3783273,1,4,146356532,777177650,35239,35197,35268,106211174,431484053,1025073820
4513,138,4,3,3400,3529642,0,3,146356532,777177650,35149,35226,35159,749443834,407419891,124634250
4513,192,6,4,1300,1419847,8,8,146356532,777177650,35165,35202,35178,749443834,365042431,111787401
4514,164,9,1,2700,2873232,6,6,378580043,330563436,34514,34526,34539,785149710,365042431,147393147
4514,46,3,2,1500,1419060,10,4,378580043,330563436,34568,34524,34589,749443834,250142940,106269127
4514,78,8,3,1000,978070,9,5,449642453,330563436,34502,34508,34514,785149710,407419891,998109006
4514,81,2,4,900,882971,10,3,449642453,330563436,34548,34514,34576,749443834,1001693018,687855321
4514,149,8,5,1200,1258968,2,3,378580043,330563436,34564,34492,34590,862871618,944913022,625101497
4514,189,10,6,3800,4138883,3,5,449642453,330563436,34541,34519,34569,106211174,365042431,869928741
4514,177,8,7,2700,2908359,4,6,449642453,330563436,34507,34527,34513,862871618,86983390,766218007
4515,39,10,1,1500,1408545,6,1,378580043,330563436,33748,33747,33756,106211174,407419891,542264859
4515,103,10,2,5000,5015500,6,3,449642453,330563436,33689,33738,33712,106211174,365042431,486946756
4515,154,6,3,2700,2846205,9,1,449642453,330563436,33759,33761,33760,749443834,1001693018,294423245
4515,54,5,4,3200,3052960,6,3,378580043,330563436,33699,33733,33701,785149710,431484053,142286072
4515,45,8,5,2200,2079088,9,7,449642453,330563436,33799,33729,33806,106211174,407419891,239057722
4515,180,8,6,2300,2484414,4,0,378580043,330563436,33745,33768,33773,862871618,944913022,795759144
4516,170,9,1,3400,3638578,5,4,449642453,330563436,34468,34506,34495,106211174,407419891,873866972
4517,43,4,1,5000,4715200,1,2,146356532,777177650,35952,35901,35964,749443834,431484053,42241708
4518,144,7,1,900,939726,9,4,146356532,777177650,35605,35616,35619,106211174,250142940,124419760
4518,45,6,2,1900,1795575,10,5,146356532,777177650,35649,35585,35667,785149710,250142940,673636282
4519,55,3,1,3000,2865150,9,7,378580043,330563436,34068,34123,34079,749443834,1001693018,974476186
4519,191,3,2,3700,4037403,6,8,378580043,330563436,34170,34134,34198,785149710,365042431,1064470862
4544,131,7,1,4000,4124519,7,1,146356532,777177650,35655,35717,35660,749443834,250142940,840546610
4544,172,2,2,1900,2037123,8,1,146356532,777177650,35654,35679,35665,106211174,407419891,978153336
4544,71,9,3,2000,1942140,2,7,146356532,777177650,35713,35712,35714,785149710,1001693018,818977090
4544,51,6,4,3900,3709094,7,5,146356532,777177650,35660,35678,35667,785149710,1001693018,144442096
4544,133,4,5,3100,3202703,9,3,146356532,777177650,35649,35700,35657,785149710,86983390,556340786
4544,27,8,6,800,741616,10,3,146356532,777177650,35714,35707,35726,785149710,365042431,701849098
4545,173,1,1,3800,4078046,6,6,378580043,330563436,33994,34027,34002,106211174,86983390,14614468
4545,63,4,2,2700,2600262,1,6,378580043,330563436,34005,34016,34016,106211174,944913022,28303609
4545,87,8,3,900,888371,10,6,378580043,330563436,34046,34021,34068,862871618,365042431,493205572
4545,64,9,4,200,192812,10,0,378580043,330563436,34073,34074,34090,106211174,1001693018,334207953
4545,117,1,5,2700,2746197,8,5,449642453,330563436,34044,34020,34049,106211174,250142940,108628881
4545,109,2,6,800,807280,3,2,449642453,330563436,34088,34038,34102,106211174,944913022,252645199
