U5_USERKEY,U5_INDEG,U5_OUTDEG,U5_ACTIVITY,U5_JOINDATE,U5_REGTIME
338305,0,4,4,158345,158345
338331,0,2,2,165953,165953
338422,0,3,3,144181,144181
338517,1,1,2,142596,142596
338561,0,0,0,150914,150914
338632,0,0,0,105418,105418
338638,0,0,0,151558,151558
338681,0,1,1,143573,143573
338802,0,0,0,142548,142548
338862,0,1,1,77504,77504
338976,0,0,0,136924,136924
339022,0,0,0,161767,161767
339043,0,0,0,163905,163905
339064,0,1,1,121238,121238
339157,0,3,3,148497,148497
339211,0,0,0,171588,171588
339219,0,3,3,104202,104202
339266,0,1,1,74555,74555
339274,0,2,2,116758,116758
339281,0,0,0,135599,135599
339286,0,1,1,78110,78110
339395,1,1,2,172137,172137
339408,0,0,0,157247,157247
339438,0,2,2,155164,155164
339442,1,6,7,136522,136522
339514,0,2,2,139785,139785
339518,0,4,4,149784,149784
339526,0,3,3,137196,137196
339632,0,0,0,157626,157626
339780,0,1,1,147179,147179
339817,0,2,2,140886,140886
339921,0,0,0,143266,143266
339935,0,1,1,120117,120117
340007,0,0,0,50953,50953
340042,0,0,0,59266,59266
340108,0,2,2,122073,122073
340125,3,1,4,144622,144622
340182,0,0,0,148590,148590
340324,0,0,0,157558,157558
340343,1,1,2,154424,154424
340365,0,2,2,166733,166733
340452,0,2,2,118770,118770
340527,0,0,0,115048,115048
340545,0,0,0,150197,150197
340563,0,3,3,151306,151306
340641,0,6,6,158567,158567
340680,0,0,0,90203,90203
340695,0,0,0,172606,172606
340736,0,0,0,139919,139919
340757,0,0,0,154615,154615
340776,0,0,0,149772,149772
340791,0,0,0,115105,115105
340964,0,0,0,171915,171915
341003,0,5,5,72886,72886
341136,1,1,2,143685,143685
341261,0,4,4,71366,71366
341272,0,0,0,114580,114580
341282,0,1,1,172186,172186
341293,0,4,4,92650,92650
341298,0,2,2,66537,66537
341300,0,1,1,143886,143886
341401,0,1,1,142387,142387
341432,0,0,0,141022,141022
341496,0,1,1,108813,108813
341507,1,0,1,172414,172414
341536,0,3,3,149016,149016
341553,0,1,1,169581,169581
341610,3,4,7,147162,147162
341612,1,1,2,150677,150677
341674,0,0,0,170185,170185
341687,0,0,0,131771,131771
341712,0,1,1,162665,162665
341757,1,1,2,93091,93091
341759,0,0,0,51390,51390
341808,0,1,1,142686,142686
341819,0,2,2,144668,144668
341901,0,1,1,54518,54518
341908,0,2,2,152474,152474
341941,1,4,5,166115,166115
341960,0,0,0,169366,169366
341971,0,0,0,153790,153790
342112,0,0,0,132160,132160
342129,0,3,3,55963,55963
342179,0,0,0,156223,156223
342205,0,0,0,111110,111110
342210,0,0,0,142600,142600
342218,0,3,3,160186,160186
342229,0,1,1,27361,27361
342365,0,0,0,143123,143123
342399,0,0,0,93535,93535
342442,0,1,1,67402,67402
342449,0,1,1,66240,66240
342514,0,4,4,163374,163374
342520,0,9,9,131781,131781
342537,0,1,1,168553,168553
342545,3,6,9,160983,160983
342717,1,0,1,141954,141954
342770,0,0,0,164672,164672
342900,0,0,0,141651,141651
342910,3,4,7,71409,71409
342931,0,1,1,158672,158672
342980,0,1,1,66152,66152
343001,1,2,3,168007,168007
343005,0,0,0,142372,142372
343014,0,1,1,71446,71446
343164,1,3,4,66075,66075
343201,1,1,2,52665,52665
343241,1,6,7,157560,157560
343295,0,1,1,41199,41199
343308,1,3,4,113459,113459
343424,0,5,5,151544,151544
343631,0,1,1,115714,115714
343648,0,0,0,171062,171062
343677,0,0,0,49754,49754
343700,0,0,0,24766,24766
343744,1,5,6,138346,138346
343770,0,1,1,170083,170083
343778,0,0,0,137744,137744
343870,0,0,0,124787,124787
343909,0,0,0,165984,165984
343932,3,3,6,75899,75899
343984,1,1,2,81284,81284
344115,0,0,0,67348,67348
344120,0,0,0,142715,142715
344200,0,1,1,26516,26516
344220,0,0,0,146385,146385
344255,1,2,3,57491,57491
344287,0,4,4,56531,56531
344290,0,3,3,148362,148362
344306,0,3,3,141431,141431
344341,1,3,4,159481,159481
344349,0,1,1,135640,135640
344380,2,10,12,63196,63196
344444,0,0,0,161808,161808
344476,0,0,0,128984,128984
344521,0,3,3,148157,148157
344524,2,3,5,42461,42461
344527,0,12,12,150312,150312
344548,0,0,0,131711,131711
344571,0,3,3,153726,153726
344581,0,1,1,147491,147491
344591,0,0,0,140292,140292
344631,0,1,1,124257,124257
344640,1,1,2,150866,150866
344691,1,6,7,122378,122378
344696,0,6,6,131628,131628
344788,0,0,0,142442,142442
344922,0,2,2,148820,148820
345004,0,3,3,141898,141898
345037,4,8,12,153414,153414
345071,0,0,0,169426,169426
345211,1,0,1,166814,166814
345260,0,1,1,117207,117207
345281,0,0,0,172104,172104
345303,0,1,1,59516,59516
345576,0,0,0,95155,95155
345620,1,13,14,145393,145393
345626,0,0,0,132536,132536
345684,0,1,1,172472,172472
345714,0,2,2,140058,140058
345772,0,1,1,105597,105597
345799,0,3,3,106915,106915
345841,0,1,1,142069,142069
346068,0,1,1,145926,145926
346096,0,2,2,68657,68657
346098,0,0,0,143915,143915
346165,0,0,0,103663,103663
346234,0,8,8,72705,72705
346238,0,1,1,102552,102552
346255,5,16,21,69890,69890
346370,0,0,0,146997,146997
346376,1,2,3,163512,163512
346415,0,1,1,160905,160905
346418,0,1,1,62325,62325
346548,0,4,4,129435,129435
346662,0,0,0,130704,130704
346708,0,1,1,155396,155396
346776,0,0,0,144753,144753
346789,0,2,2,143576,143576
346895,0,0,0,134033,134033
347017,0,2,2,144016,144016
347047,0,1,1,153276,153276
347081,0,1,1,68765,68765
347190,0,0,0,162274,162274
347284,1,1,2,151707,151707
347319,0,1,1,146815,146815
347353,0,0,0,154494,154494
347428,0,2,2,66912,66912
347463,0,4,4,139334,139334
347520,0,0,0,160125,160125
347538,0,2,2,114787,114787
347622,0,0,0,70879,70879
347698,1,1,2,121264,121264
347784,0,1,1,162533,162533
347786,0,1,1,149821,149821
347866,0,4,4,154290,154290
347974,0,1,1,161954,161954
348121,0,2,2,154050,154050
348130,0,0,0,161702,161702
348143,0,0,0,133255,133255
348159,0,0,0,125764,125764
348184,0,1,1,67660,67660
348294,0,0,0,133554,133554
348321,0,2,2,143422,143422
348334,0,0,0,160409,160409
348388,0,2,2,75068,75068
348423,0,13,13,136845,136845
348466,0,4,4,156399,156399
348475,1,1,2,151041,151041
348524,0,0,0,133355,133355
348573,0,2,2,67394,67394
348652,0,0,0,154966,154966
348667,0,0,0,162089,162089
348674,0,0,0,144869,144869
348755,0,1,1,132709,132709
348950,0,0,0,170006,170006
349020,1,1,2,138411,138411
349085,0,0,0,121993,121993
349140,0,0,0,158723,158723
349149,0,0,0,141742,141742
349189,0,0,0,170669,170669
349193,0,1,1,149783,149783
349257,0,1,1,127255,127255
349265,0,1,1,148937,148937
349404,0,1,1,151821,151821
349449,0,6,6,142247,142247
349494,0,0,0,153168,153168
349532,0,2,2,147279,147279
349580,0,0,0,158158,158158
349624,0,0,0,160046,160046
349678,1,5,6,122308,122308
349771,2,20,22,136660,136660
349835,0,1,1,145151,145151
349882,1,1,2,147987,147987
349938,0,1,1,136709,136709
350007,0,0,0,147798,147798
350023,0,2,2,151745,151745
350052,0,3,3,139311,139311
350098,0,4,4,170264,170264
350132,0,1,1,142301,142301
350137,0,4,4,65982,65982
350138,0,0,0,162965,162965
350144,0,0,0,172753,172753
350153,0,0,0,119821,119821
350200,0,2,2,55103,55103
350234,0,0,0,77163,77163
350249,0,1,1,154363,154363
350270,0,0,0,113966,113966
350380,0,1,1,123277,123277
350401,0,1,1,157019,157019
350429,0,1,1,170616,170616
350459,0,1,1,143000,143000
350475,0,0,0,130928,130928
350517,0,3,3,147730,147730
350621,0,3,3,66299,66299
350625,0,0,0,171439,171439
350678,0,0,0,165604,165604
350740,1,10,11,159372,159372
350824,0,2,2,68720,68720
350844,0,1,1,155900,155900
350984,0,1,1,149813,149813
351018,0,2,2,26883,26883
351059,0,1,1,154243,154243
351122,0,1,1,147788,147788
351217,0,1,1,66246,66246
351252,0,1,1,142155,142155
351351,0,2,2,159345,159345
351427,0,5,5,156613,156613
351483,0,3,3,154182,154182
351546,0,0,0,135376,135376
351579,0,0,0,105097,105097
351608,1,2,3,18954,18954
351684,0,8,8,137216,137216
351694,4,7,11,102157,102157
351743,0,3,3,134755,134755
351807,0,1,1,153426,153426
351962,0,1,1,157351,157351
352093,0,0,0,166053,166053
352201,0,13,13,136552,136552
352267,0,1,1,149730,149730
352384,0,1,1,66340,66340
352386,0,2,2,158481,158481
352472,0,0,0,172122,172122
352517,0,1,1,165053,165053
352570,0,0,0,140953,140953
352733,0,7,7,171987,171987
352809,0,0,0,155671,155671
352830,0,1,1,159898,159898
352997,0,1,1,79385,79385
353037,0,0,0,136942,136942
353077,1,2,3,95187,95187
353131,0,3,3,158648,158648
353143,0,2,2,162958,162958
353172,0,0,0,130773,130773
353210,0,2,2,146597,146597
353289,0,2,2,158065,158065
353338,0,1,1,132870,132870
353353,0,1,1,110680,110680
353362,0,2,2,162008,162008
353388,1,5,6,152449,152449
353394,0,1,1,147492,147492
353441,0,0,0,116228,116228
353475,1,3,4,85384,85384
353531,1,2,3,147997,147997
353545,0,1,1,126192,126192
353709,0,2,2,71494,71494
353752,0,2,2,168363,168363
353794,0,2,2,94303,94303
353801,0,0,0,142954,142954
353830,0,1,1,72516,72516
353996,1,1,2,76911,76911
354023,1,1,2,147552,147552
354137,0,1,1,101899,101899
354323,0,2,2,58334,58334
354410,0,0,0,156885,156885
354470,0,3,3,59255,59255
354483,0,1,1,149620,149620
354631,0,1,1,148216,148216
354642,0,2,2,94186,94186
354819,0,2,2,98010,98010
354845,0,1,1,163257,163257
354906,0,2,2,66067,66067
355013,0,6,6,165909,165909
355014,0,2,2,139388,139388
355109,0,1,1,148350,148350
355203,0,5,5,69566,69566
355213,0,0,0,158463,158463
355252,0,1,1,146538,146538
355296,0,3,3,134763,134763
355428,0,0,0,137522,137522
355570,0,0,0,170286,170286
355643,0,1,1,151596,151596
355666,0,0,0,76471,76471
355678,0,0,0,159416,159416
355693,0,1,1,65466,65466
355792,0,0,0,157893,157893
355932,0,0,0,102178,102178
355990,0,1,1,130015,130015
356133,0,0,0,156008,156008
356177,0,1,1,73020,73020
356205,0,3,3,72352,72352
356499,0,0,0,135187,135187
356531,0,2,2,112300,112300
356663,0,0,0,161527,161527
356771,0,1,1,127311,127311
356784,0,1,1,109133,109133
356803,0,1,1,86030,86030
356859,0,0,0,158672,158672
356970,0,2,2,98424,98424
356993,0,0,0,67184,67184
357011,0,1,1,131812,131812
357012,0,1,1,118397,118397
357049,0,1,1,143242,143242
357068,2,2,4,39792,39792
357283,0,2,2,132537,132537
357368,1,1,2,171831,171831
357374,1,1,2,159357,159357
357414,0,4,4,163864,163864
357511,0,3,3,66300,66300
357642,0,2,2,11079,11079
357674,0,3,3,152057,152057
357734,0,2,2,168089,168089
357796,0,1,1,86319,86319
357800,0,1,1,162480,162480
357827,0,2,2,66979,66979
357942,0,1,1,133662,133662
358015,1,2,3,131500,131500
358062,0,0,0,172324,172324
358157,0,0,0,162972,162972
358240,0,0,0,152987,152987
358286,1,1,2,102761,102761
358297,1,2,3,151738,151738
358335,0,0,0,169241,169241
358365,1,3,4,146246,146246
358372,0,1,1,112913,112913
358493,0,0,0,171926,171926
358507,0,3,3,134942,134942
358551,3,5,8,135037,135037
358569,0,0,0,148406,148406
358677,0,2,2,39428,39428
358726,0,1,1,154168,154168
358808,0,3,3,147795,147795
358854,1,1,2,144909,144909
358862,0,1,1,162152,162152
358921,0,1,1,137185,137185
358951,0,1,1,121108,121108
358957,1,1,2,149659,149659
359022,0,9,9,154330,154330
359065,0,1,1,108808,108808
359120,0,1,1,74234,74234
359193,0,0,0,131223,131223
359255,1,1,2,121827,121827
359259,0,1,1,153449,153449
359295,0,1,1,171453,171453
359299,0,0,0,147485,147485
359356,0,0,0,159955,159955
359385,0,1,1,51325,51325
359454,0,1,1,152888,152888
359642,1,2,3,152796,152796
359645,0,1,1,125800,125800
359655,0,3,3,84254,84254
359714,0,0,0,133506,133506
359723,0,3,3,147315,147315
359726,0,1,1,137576,137576
359740,0,1,1,150091,150091
359808,1,1,2,161979,161979
359839,0,1,1,144741,144741
359965,1,3,4,147938,147938
360025,1,2,3,66474,66474
360026,1,1,2,104267,104267
360050,0,0,0,157375,157375
360072,1,1,2,72699,72699
360111,0,0,0,170133,170133
360137,0,0,0,171904,171904
360223,0,1,1,159892,159892
360286,0,1,1,156802,156802
360305,0,1,1,115496,115496
360370,0,0,0,135646,135646
360371,0,0,0,138577,138577
360406,0,1,1,147724,147724
360504,0,0,0,83985,83985
360526,0,4,4,134115,134115
360551,0,1,1,164761,164761
360557,0,1,1,58304,58304
360645,0,0,0,170819,170819
360658,0,2,2,154020,154020
360748,0,1,1,155274,155274
360751,0,3,3,88698,88698
360785,0,1,1,164870,164870
360905,0,0,0,64541,64541
360924,0,0,0,156169,156169
361106,0,0,0,172765,172765
361164,0,1,1,168558,168558
361264,0,0,0,161848,161848
361293,0,1,1,163357,163357
361605,0,0,0,158918,158918
361614,1,1,2,69248,69248
361661,0,6,6,135412,135412
361687,0,2,2,103892,103892
361707,0,0,0,155220,155220
361754,0,1,1,153912,153912
361813,0,2,2,152890,152890
361820,0,0,0,142247,142247
361879,0,1,1,134562,134562
361881,0,8,8,149001,149001
361904,0,1,1,151603,151603
361906,1,1,2,103811,103811
361932,0,1,1,64608,64608
362069,0,3,3,153942,153942
362218,0,1,1,66642,66642
362239,0,0,0,157296,157296
362314,0,1,1,68192,68192
362327,0,1,1,72956,72956
362341,2,2,4,122391,122391
362342,2,2,4,129395,129395
362343,2,2,4,122220,122220
362378,0,1,1,148870,148870
362462,0,3,3,147032,147032
362475,0,0,0,142569,142569
362624,0,1,1,67125,67125
362772,0,0,0,138566,138566
362950,0,1,1,163200,163200
362976,0,5,5,150258,150258
362986,0,5,5,113428,113428
362997,0,1,1,143680,143680
363009,0,1,1,69599,69599
363030,0,1,1,117983,117983
363114,0,0,0,161853,161853
363124,0,0,0,136975,136975
363125,0,0,0,172183,172183
363156,0,0,0,164095,164095
363292,0,1,1,143761,143761
363422,1,4,5,160204,160204
363424,0,0,0,121411,121411
363486,0,0,0,108598,108598
363897,0,1,1,150300,150300
364004,1,3,4,134867,134867
364026,0,1,1,142653,142653
364089,0,4,4,116965,116965
364112,0,0,0,143590,143590
364125,0,2,2,150947,150947
364152,0,1,1,133938,133938
364160,0,0,0,137689,137689
364175,0,0,0,147979,147979
364196,0,0,0,38610,38610
364203,0,4,4,138139,138139
364206,0,0,0,97754,97754
364294,0,1,1,172295,172295
364295,1,1,2,50117,50117
364354,0,10,10,153873,153873
364376,1,1,2,950,950
364398,0,2,2,159737,159737
364474,0,0,0,158367,158367
364482,0,0,0,103325,103325
364663,0,3,3,75380,75380
364689,3,3,6,150725,150725
364781,0,2,2,143178,143178
364840,0,0,0,155727,155727
364847,0,2,2,72278,72278
364864,0,2,2,142631,142631
364902,0,2,2,160928,160928
365035,0,2,2,137637,137637
365054,0,3,3,85628,85628
365099,0,6,6,156461,156461
365141,0,0,0,143510,143510
365151,3,6,9,92354,92354
365162,0,5,5,68040,68040
365227,0,2,2,155641,155641
365231,0,0,0,133805,133805
365233,0,1,1,149599,149599
365258,1,1,2,142248,142248
365259,1,1,2,142354,142354
365398,0,1,1,132271,132271
365400,0,4,4,73173,73173
365403,0,0,0,152972,152972
365471,0,2,2,170474,170474
365499,0,1,1,97690,97690
365518,1,2,3,72941,72941
365519,1,2,3,71896,71896
365524,1,3,4,149339,149339
365652,0,0,0,137596,137596
365879,0,1,1,157654,157654
366115,0,0,0,98156,98156
366154,0,1,1,128946,128946
366196,0,2,2,60211,60211
366234,0,2,2,155982,155982
366256,0,1,1,160639,160639
366288,0,1,1,90669,90669
366295,1,7,8,161397,161397
366297,1,2,3,155347,155347
366354,0,0,0,145518,145518
366491,0,0,0,169459,169459
366561,0,1,1,153132,153132
366563,0,0,0,169741,169741
366682,0,0,0,148673,148673
366762,0,4,4,135610,135610
366904,0,0,0,162583,162583
366905,0,2,2,145198,145198
367126,0,0,0,172169,172169
367140,0,1,1,147774,147774
367147,0,1,1,160431,160431
367175,0,1,1,151664,151664
367216,2,4,6,130828,130828
367247,0,1,1,151422,151422
367297,0,5,5,150398,150398
367322,0,0,0,153904,153904
367479,0,2,2,148940,148940
367593,0,1,1,148670,148670
367624,0,2,2,155781,155781
367633,0,0,0,142539,142539
367674,1,1,2,70675,70675
367675,1,2,3,68150,68150
367706,0,2,2,68127,68127
367713,0,1,1,66739,66739
367874,0,2,2,73123,73123
367891,0,1,1,97770,97770
367904,1,5,6,150882,150882
367957,0,4,4,155104,155104
368054,0,0,0,170699,170699
368091,0,1,1,108663,108663
368249,0,0,0,159408,159408
368257,0,1,1,144987,144987
368287,0,7,7,138054,138054
368358,0,1,1,135215,135215
368430,0,7,7,40789,40789
368514,0,0,0,162898,162898
368666,0,1,1,66416,66416
368677,0,0,0,26499,26499
368692,0,5,5,146441,146441
368703,0,1,1,144395,144395
368726,0,0,0,144172,144172
368774,0,1,1,166485,166485
368821,2,18,20,137246,137246
368841,0,0,0,146428,146428
368867,0,2,2,55155,55155
368929,0,2,2,66209,66209
369036,0,0,0,161718,161718
369056,0,1,1,154159,154159
369094,0,2,2,162881,162881
369100,0,1,1,153191,153191
369127,0,2,2,156307,156307
369148,0,1,1,12168,12168
369159,0,1,1,136449,136449
369185,0,1,1,159890,159890
369187,0,1,1,165673,165673
369222,0,0,0,156721,156721
369224,0,0,0,44264,44264
369236,0,0,0,52590,52590
369237,0,3,3,146446,146446
369293,0,0,0,152093,152093
369334,0,0,0,140640,140640
369453,0,4,4,142597,142597
369489,0,2,2,136860,136860
369576,0,1,1,78043,78043
369633,0,4,4,56829,56829
369736,0,0,0,143675,143675
369752,0,1,1,50590,50590
369761,0,1,1,168322,168322
369985,0,1,1,167312,167312
370155,0,1,1,142130,142130
370187,1,1,2,139596,139596
370198,0,2,2,146516,146516
370283,0,0,0,161231,161231
370313,0,0,0,125053,125053
370435,0,1,1,159211,159211
370456,0,1,1,101269,101269
370468,0,1,1,136330,136330
370500,0,1,1,66309,66309
370624,0,2,2,67183,67183
370852,0,1,1,134276,134276
370860,0,1,1,146813,146813
370873,0,1,1,142904,142904
370877,0,4,4,76419,76419
370881,0,0,0,150023,150023
370889,0,2,2,130304,130304
370907,0,0,0,171462,171462
370986,0,0,0,85231,85231
370993,0,0,0,168629,168629
371074,0,0,0,163409,163409
371075,0,4,4,72905,72905
371136,0,0,0,62131,62131
371154,0,4,4,149695,149695
371197,0,1,1,63140,63140
371212,0,2,2,154279,154279
371274,0,1,1,61120,61120
371345,0,1,1,151885,151885
371590,0,1,1,64696,64696
371633,0,0,0,124954,124954
371804,0,1,1,107507,107507
371841,0,1,1,169220,169220
371881,0,4,4,56340,56340
371892,0,0,0,129166,129166
371908,0,0,0,169815,169815
371956,0,1,1,68813,68813
371975,0,1,1,66778,66778
372013,0,0,0,155761,155761
372075,0,2,2,77834,77834
372080,0,0,0,155961,155961
372303,0,0,0,169823,169823
372343,0,2,2,87922,87922
372359,0,0,0,107750,107750
372698,0,1,1,60619,60619
372753,0,3,3,153765,153765
372796,0,6,6,156944,156944
372884,0,1,1,70638,70638
372897,1,4,5,151893,151893
372926,0,1,1,148363,148363
372932,0,0,0,157063,157063
372966,0,1,1,155801,155801
373515,0,1,1,67742,67742
373571,0,3,3,153989,153989
373610,0,3,3,157514,157514
373631,0,9,9,162231,162231
373751,0,1,1,44796,44796
373844,0,1,1,148386,148386
373958,0,0,0,125827,125827
374099,0,1,1,157846,157846
374125,0,4,4,145546,145546
374128,0,0,0,158219,158219
374148,0,1,1,155368,155368
374177,0,1,1,148612,148612
374224,0,1,1,146031,146031
374271,0,4,4,170003,170003
374273,0,1,1,134669,134669
374278,0,1,1,149880,149880
374338,0,5,5,165625,165625
374354,0,0,0,159841,159841
374434,0,2,2,132914,132914
374512,0,1,1,66230,66230
374513,0,1,1,165292,165292
374538,1,1,2,130369,130369
374675,0,2,2,153256,153256
374700,0,0,0,134310,134310
374703,0,0,0,18081,18081
374730,0,2,2,154664,154664
374746,0,0,0,143531,143531
374758,0,0,0,112354,112354
374809,1,1,2,34450,34450
375014,0,1,1,168711,168711
375047,1,2,3,156194,156194
375074,0,3,3,83157,83157
375078,0,3,3,126087,126087
375095,0,4,4,161088,161088
375102,0,2,2,149184,149184
375230,0,1,1,139484,139484
375326,0,3,3,98193,98193
375340,0,0,0,162563,162563
375341,0,0,0,157585,157585
375428,0,0,0,158157,158157
375477,0,0,0,153934,153934
375490,0,1,1,136216,136216
375534,0,10,10,126361,126361
375587,0,1,1,66620,66620
375626,0,1,1,72437,72437
375688,0,0,0,141252,141252
375697,1,4,5,146733,146733
375708,0,2,2,136152,136152
375711,0,0,0,121255,121255
375735,1,12,13,172657,172657
375746,0,0,0,69554,69554
375808,0,2,2,146483,146483
375874,0,1,1,117735,117735
375876,0,1,1,142358,142358
375877,0,4,4,156046,156046
375960,0,0,0,28636,28636
376144,1,1,2,160716,160716
376146,1,1,2,160998,160998
376324,0,1,1,66024,66024
376344,1,1,2,12614,12614
376345,1,1,2,38399,38399
376553,0,1,1,146732,146732
376565,0,5,5,140226,140226
376640,0,1,1,145439,145439
376680,0,0,0,132281,132281
376822,1,2,3,60804,60804
376838,0,0,0,156945,156945
376875,0,0,0,158876,158876
376903,0,1,1,69736,69736
376941,1,2,3,152054,152054
376989,1,7,8,381,381
377119,1,0,1,158795,158795
377166,0,1,1,159297,159297
377190,0,1,1,138511,138511
377228,0,1,1,151619,151619
377300,0,0,0,171287,171287
377320,0,0,0,140568,140568
377461,1,1,2,166451,166451
377520,0,0,0,125827,125827
377541,0,0,0,152650,152650
377573,0,0,0,136289,136289
377620,0,1,1,78814,78814
377682,1,4,5,91915,91915
377692,0,2,2,147950,147950
377783,0,0,0,145077,145077
377823,0,1,1,130262,130262
377839,0,0,0,63909,63909
377849,0,0,0,161418,161418
377866,0,3,3,150512,150512
377944,0,0,0,162135,162135
377952,0,0,0,159370,159370
377955,0,0,0,83445,83445
377978,0,0,0,169688,169688
378115,0,1,1,25495,25495
378245,0,7,7,128133,128133
378274,0,1,1,142226,142226
378310,0,2,2,33518,33518
378325,0,0,0,159262,159262
378352,0,4,4,159498,159498
378366,0,9,9,152607,152607
378444,0,2,2,127595,127595
378484,0,2,2,66175,66175
378549,0,0,0,162089,162089
378555,1,4,5,77703,77703
378575,0,0,0,159581,159581
378617,0,1,1,131833,131833
378648,0,7,7,166766,166766
378752,0,2,2,166294,166294
378873,0,3,3,80408,80408
378876,0,0,0,163465,163465
379012,0,1,1,71419,71419
379028,0,1,1,73457,73457
379031,0,1,1,95228,95228
379097,0,1,1,60152,60152
379177,1,1,2,165530,165530
379210,0,0,0,154625,154625
379254,0,2,2,66155,66155
379331,0,15,15,25852,25852
379363,1,4,5,159886,159886
379423,0,2,2,121320,121320
379575,0,1,1,139035,139035
379635,0,0,0,161547,161547
379826,0,0,0,143155,143155
379840,0,1,1,84766,84766
379841,0,3,3,133306,133306
379899,0,1,1,164908,164908
379929,0,5,5,163859,163859
379937,0,4,4,135915,135915
380013,0,0,0,150002,150002
380126,0,0,0,143161,143161
380155,0,0,0,163923,163923
380166,0,1,1,167988,167988
380307,0,2,2,148844,148844
380310,0,7,7,120117,120117
380338,0,0,0,1658,1658
380399,0,1,1,94092,94092
380469,0,5,5,126593,126593
380489,1,10,11,146480,146480
380506,2,4,6,123663,123663
380529,0,0,0,75556,75556
380555,0,2,2,92065,92065
380566,0,0,0,138776,138776
380663,0,1,1,157134,157134
380676,0,1,1,158270,158270
380697,0,1,1,152986,152986
380763,0,0,0,172343,172343
380809,0,0,0,136942,136942
380925,0,5,5,149701,149701
381017,0,1,1,137148,137148
381032,0,1,1,69442,69442
381224,1,2,3,139271,139271
381319,0,0,0,146472,146472
381414,1,0,1,48893,48893
381444,0,1,1,170803,170803
381470,0,0,0,167016,167016
381531,0,1,1,146106,146106
381578,0,0,0,87660,87660
381619,0,0,0,154489,154489
381627,0,3,3,147814,147814
381690,0,0,0,129395,129395
381704,0,0,0,23838,23838
381897,0,0,0,147971,147971
381956,0,1,1,34950,34950
381999,0,10,10,165369,165369
382090,0,1,1,147809,147809
382098,0,1,1,102934,102934
382113,0,2,2,138703,138703
382155,0,1,1,158297,158297
382211,0,1,1,141444,141444
382225,0,1,1,151415,151415
382416,1,3,4,145754,145754
382437,0,0,0,142103,142103
382525,0,1,1,93653,93653
382529,0,1,1,73177,73177
382556,0,0,0,168788,168788
382598,1,2,3,85104,85104
382670,0,1,1,89885,89885
382746,0,2,2,163426,163426
382860,0,3,3,141387,141387
382881,0,3,3,136311,136311
382892,0,0,0,134881,134881
382933,0,1,1,120720,120720
382954,0,0,0,133467,133467
382984,0,4,4,150422,150422
383024,0,1,1,150817,150817
383109,0,0,0,171474,171474
383168,0,5,5,154077,154077
383289,0,0,0,143012,143012
383308,0,3,3,69560,69560
383343,0,1,1,121852,121852
383386,0,0,0,142116,142116
383397,0,0,0,96795,96795
383437,0,1,1,134843,134843
383467,0,0,0,172400,172400
383474,0,1,1,82313,82313
383526,0,2,2,134084,134084
383597,0,0,0,165498,165498
383613,0,2,2,147514,147514
383639,0,4,4,162770,162770
383669,0,0,0,4012,4012
383674,0,0,0,171211,171211
383735,0,2,2,140360,140360
383807,0,0,0,57479,57479
383856,0,1,1,135987,135987
383869,0,1,1,137446,137446
383878,0,1,1,105443,105443
383974,0,0,0,132196,132196
384162,0,0,0,143549,143549
384164,0,2,2,68926,68926
384232,0,1,1,141849,141849
384272,0,1,1,164631,164631
384401,0,0,0,123001,123001
384489,1,1,2,101296,101296
384490,1,1,2,101152,101152
384633,0,1,1,164625,164625
384652,0,0,0,168958,168958
384712,0,1,1,139652,139652
384721,1,1,2,119088,119088
384778,0,2,2,134796,134796
384806,0,1,1,67489,67489
384845,1,4,5,130178,130178
384872,0,0,0,130762,130762
384873,1,0,1,154137,154137
384924,0,0,0,167071,167071
384939,0,0,0,148179,148179
384944,1,2,3,82389,82389
384946,0,1,1,68102,68102
385110,0,0,0,137299,137299
385188,2,3,5,76918,76918
385262,1,2,3,146760,146760
385356,0,1,1,96877,96877
385443,0,0,0,161232,161232
385517,0,3,3,160130,160130
385572,0,2,2,79582,79582
385590,0,9,9,119604,119604
385728,0,0,0,163911,163911
385739,0,0,0,163534,163534
385794,0,0,0,63950,63950
385804,0,1,1,166782,166782
385820,0,2,2,73414,73414
385985,0,2,2,142080,142080
386122,1,1,2,148427,148427
386146,0,0,0,154527,154527
386223,0,0,0,159392,159392
386251,0,7,7,42381,42381
386283,0,0,0,119802,119802
386338,0,0,0,160098,160098
386379,0,2,2,155086,155086
386384,0,1,1,67558,67558
386464,0,0,0,130493,130493
386519,0,2,2,134669,134669
386650,0,0,0,99493,99493
386734,1,2,3,153907,153907
386830,0,0,0,147944,147944
386917,0,0,0,156299,156299
386972,0,1,1,75706,75706
386978,0,3,3,157857,157857
387050,0,2,2,135790,135790
387122,0,1,1,126565,126565
387132,0,1,1,151305,151305
387150,0,0,0,162602,162602
387169,0,0,0,167567,167567
387223,0,1,1,53648,53648
387241,0,0,0,134795,134795
387282,0,0,0,137168,137168
387335,0,0,0,31667,31667
387380,0,1,1,151646,151646
387386,0,1,1,141561,141561
387435,0,0,0,125021,125021
387525,0,1,1,136685,136685
387534,0,4,4,122126,122126
387652,0,0,0,154194,154194
387663,0,1,1,65788,65788
387719,0,1,1,68116,68116
387726,1,2,3,87211,87211
387729,1,1,2,87314,87314
387776,0,0,0,155077,155077
387779,0,0,0,142671,142671
387811,0,2,2,75938,75938
387822,0,1,1,147826,147826
