L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT,nonce
-1752577,-474285364,-828160,1240160942,436758963,-1434373293,1602278910,1440553689,-1607542561,-240049777,1406923455,1873109266,-1511256787,242631838,-984073421,177329883,7725
256497274,345596037,1262495941,-124174208,111649335,1933513500,-1250979039,1018206438,-10714253,-1936246079,1088250266,-878369886,339941181,1404348060,-726184929,2016722749,7726
-1615278518,-229020404,-1609240204,1310726065,-1221981305,1306242851,783813882,-271272248,-700920893,1187183866,-928824660,327930098,-633909481,-1222357864,-661519881,-755431074,7727
1231034693,772519090,1477320881,-1691273273,684021146,1666227358,-417557396,529372756,1709435779,-963198925,1376011466,-727515343,1779771564,1894273619,-120584548,-96147735,7728
88311084,-731806245,670919096,-397532905,390187659,-1763503476,1094825395,590048625,2106542378,-1601480949,72599271,156200701,-1445998746,2081548842,-14525474,-608195751,7729
-96810531,-1642260977,-1786354361,1802116492,133268667,-1246649896,-1335291717,-82199037,226894756,27338565,1483951355,950676069,-1589665129,-1725877932,690926801,906259609,7730
-169596337,612261499,-1023459188,-1787597939,-1170772996,-1897884227,1885064246,-283555320,1458959938,1892145770,840170932,503318703,1120989333,-876105341,-1943556852,449903403,7731
1628312924,83069160,-1747940857,-1003237479,-714607420,-1006256007,-1498365593,681386778,-945245900,1982238233,-2070539915,-2101647489,-2095516867,-651902897,1089760511,-1137515935,7732
94268622,-1037490873,-1555911918,2110496020,-499359810,-1851221862,-995797221,-1007325188,1934935523,-1855221956,142321960,713754474,-110080633,-66490182,-1105885844,-1795459102,7733
-969658467,667107204,-804304574,231200578,-1774699892,1726563026,1416281727,-1067645764,-1176054940,-51257530,-33407207,-500896585,-1086778150,931971111,517516326,354301066,7734
1287891998,506269919,-1068992448,-1489148906,300179811,1610874590,377981026,352458111,860378081,776470503,-577455420,-1088907731,-1025276423,424725144,1691338159,1176989967,7735
-2042663283,-532112205,373136016,-2088892396,1420627289,1040599080,-53039683,131332674,615942107,1311377613,1741401267,51533332,2144263264,-307065498,-2053359505,328408847,7736
-1956709775,-868053746,695659009,-955640717,1824888575,1492916636,-1041256026,-973712112,-1948702619,-1273257284,-612598192,1766593310,1720841151,-2009514515,2024493334,-1863279817,7737
908491956,958096356,52130925,-1543879105,-1495172175,-1797787364,759373709,-798120223,-806304771,1775277280,-33150996,1377727465,-2006485631,-1171755009,1819805163,-2098268709,7738
-1277363174,1841224114,813349554,451325138,-2040909632,1538677654,-1887921574,935934286,-1605224871,-1827763887,-979819199,-1110022173,2045160119,2131045608,1706727526,1464752848,7739
-769867347,-453817132,-374109243,1044529600,1745312629,-1649747930,1218625425,95065526,-1111600117,-625941155,1269796549,-1637468095,1552937651,-853301494,285790282,1271159166,7740
1330555951,-1833444572,-1661621351,-965988611,476572269,1241536960,-132475302,1650442775,339270085,-1305944101,-377819272,-716703253,-2147306650,1467510261,-1595770519,-1540430165,7741
-767010872,-2015152131,610618121,-1529495677,418368005,-1453785095,1753732026,1753620843,1987526946,-1746147387,-11647976,-1381098060,-2100519576,211136362,-1047368406,-385396028,7742
-917084364,-952682714,-288899118,-2130675501,2126450506,216188574,1930899462,-828665933,1648819566,-1991751543,-1071567406,1979081587,1759969882,-1500076470,1550936480,-230221488,7743
-1183695842,-2067208354,260499709,-967271074,1965522183,404016475,429100106,-701959632,926667511,-899465498,-218092033,-1119444473,1026010188,-257167642,-1690371446,-1657425874,7744
1745575433,-1544754630,-1805861719,-248096897,-1462962665,-1973429633,-379872143,-1931317428,1387801026,-1612135149,1848655979,-2137844141,1897018124,-1542240829,318660283,262055350,7745
-1074661904,1536557644,84267066,469133801,1355814944,-65638020,1828206503,-174765299,-774758266,914222992,650552426,-438746710,-204264747,158549661,-1316577577,1396271759,7746
1461237401,-959767641,-1625388098,-852553859,-1580496044,-349231416,2048465947,-1915981922,1300699155,769045555,23531101,89769103,-1480453423,-786188512,736395066,825102901,7747
-526665630,1107745216,-999076635,-1107326861,-2041259319,1531963247,1543685654,-1478892895,-1010293819,390099186,-2143886209,-470531148,1345086158,-1954408539,549877890,1795867072,7748
764704405,-989290442,1144307915,-881763724,-1413796396,1403900419,1222046290,164705318,167648407,-303954321,-301306903,-33273716,-1749532196,-175959270,1380275130,-2140597739,7749
180749507,-595929431,450385804,-877159615,555094555,-1157793354,-471077705,-1211703368,-594059094,1449862320,1305336292,-262417643,-571361096,580959561,-139046959,1022564237,7750
-1365296874,763282287,-854850635,1481828925,1251980959,470877232,1188902300,432906103,1858830103,-122164764,831773311,-1468049109,-690895649,-831491401,-1876038618,516984400,7751
81401255,-99691530,961880104,1291835628,-2147226466,1929435253,1262219979,-1417717843,2073936130,-630116050,1916456582,313032469,218700101,-141837046,-991510934,-2094745048,7752
1455381509,225499418,1996892190,297162443,-272562552,-1804329998,1125893363,-927959374,439039055,-1228130322,931447505,26733541,2073079544,689522316,-1219910470,490517057,7753
-202494305,-1374562286,-174331699,2085671070,1290940546,821665392,667539111,-351734740,270150591,-174134003,-853345694,-1788266868,-1362440380,1007936475,1959812887,-823579791,7754
754007798,-1662636866,-46831684,1965306447,176816379,-212325365,1697022610,805938627,394281484,335132317,-1870335762,886779540,999994557,188425729,-1715185270,12122976,7755
-369189138,-950452943,-2003626090,155372783,-1270109284,1468510114,1130179879,1228421155,1676937453,-578659667,244481078,377099795,962915263,-1838995393,1910381752,1614534599,7756
-444265758,-1169417632,824043064,-977137932,-263551505,1675857148,-1171147331,-555541461,-1142583152,2069288401,-1756235588,698737618,-544379635,-1802232688,1461172712,1215113394,7757
1593580527,286496708,-304161692,1494896945,-1372194914,-986533105,1144105426,1152352661,919562615,1140482921,1655517196,1974780253,450697989,-1635310382,-486374873,-1477995388,7758
-178172253,-1051412217,713155761,-1457631941,-25688029,-470309125,-1519395176,374888382,-1394210980,-616596158,-1053101746,-1806015821,-277026418,-844389634,34797254,-1274585243,7759
1859419900,1370736459,1765632846,-1386413464,-1979999081,-786383980,-1217484638,-43114807,61475558,-1144857364,875229222,-197285720,-386831173,-1623170733,-1148906668,-622939859,7760
-1561852379,1836683608,-1339060762,385215445,1221723904,2066965041,1324819124,-1757975646,-1857176579,1618414525,-51862930,-234034286,-867056131,433197282,1551863437,948656290,7761
2017396767,-488458723,606590447,-640322367,-1694068962,-2008005099,1343525359,1305535159,1463906634,-104873082,-135856771,113766491,-1988422142,1608891334,1927831117,-653810908,7762
-911825814,-205819262,1369997771,1797324336,1300076085,173602922,-1608745498,-1677554730,994505732,-755042929,-1058883529,-514489251,-1594200943,421538908,464628429,-2030748470,7763
-1503697224,797053502,414650347,1557505596,398769036,998925909,745237468,-617045550,-493768516,-515847988,-1222975723,648541549,172606964,1067088082,-151088068,824092676,7764
-2128295091,935914369,-1071759859,-1549484250,-1925137319,2089462303,-2103157924,-1039306338,1892349291,-644253442,1974789520,245994722,-979609872,331563071,1325162436,1746445546,7765
-1118222096,1162492270,-2127791394,1882386963,1257984050,26798483,-2031449230,1576200390,-2029995938,572457031,1360025184,409172519,1744810109,1279236436,1571939018,2055464268,7766
1795918594,764583818,-665694362,-1788850123,-1932196515,-1012349559,2063225931,427527852,234864947,-1789634880,164469517,777725054,997255852,432750968,662631960,329151287,7767
-1399725708,-1488411581,1355257301,-1043451075,-1794607204,799720893,-689499180,1482043678,933730398,-627995253,36516889,-1818667692,-322592905,275205409,-879223395,-1461544190,7768
819211255,1234273481,848846139,1699517480,896984670,-1925657647,905769882,720504452,1024351447,-244428428,495345711,692193963,1464416519,-569083819,-958720756,-1613009029,7769
-1304663924,1724007766,1312396129,1564762326,-337653162,-11827128,1582733324,-23199210,-1969847023,255111435,-1517535750,434915150,-760924898,-324709308,939505297,-257828219,7770
332684883,-573956849,-362295298,1056131066,-1774629446,1222306243,-142757410,1927534155,966844488,486131552,-508997347,-1883589389,1457401850,2093112756,22923644,-1808596849,7771
-364323123,-190987324,-824447949,1077617965,-359133436,-964840320,-336857583,-1388937492,-231296429,-1676179017,-1755873109,-1287270825,-537645877,-1200605863,1959648808,-1587628100,7772
-475787788,-1649885520,-1350840945,-1488473274,-1436596532,82584642,-1719935641,619728240,1715128222,270398753,-1120581710,1457098570,1230108683,-991822038,-1990495503,1581261245,7773
1276027648,437570980,-687205971,-347288148,1522362075,2118668857,1520313625,83402303,-867844220,905876615,-547321899,812282398,-1385105819,-502255273,-696455865,1201236693,7774
-1792089200,-1271574191,-1442303635,1148836265,1754075815,2108460692,-480222676,-1975415693,466692339,-1673734045,1027294214,-6534394,-2091252257,-478717041,910636808,160617661,7775
-1960313843,-126742224,394368901,839744372,-697437980,1759131506,1981111024,-1598866886,-1398946997,-94336293,-1885167174,371847652,1438804943,-295202046,-28346319,-1362121439,7776
1770644664,2018935681,1589833118,315156592,1634291918,-450212967,-684126629,972158345,-1246304628,1169087604,-1539959895,-861209721,-2080170002,576357341,-157104229,551638961,7777
1637160716,-312792263,-1661285026,-10332875,-1152169882,2079706079,-1931342168,1030424573,-194187681,-2009486576,-533224402,925958878,1832209891,-1609806212,1664530236,-1202122642,7778
-941956493,-1598066944,-884413849,254015304,-714451835,-1795077280,1774774084,-1713814943,-726952300,1255196657,-684626858,283440794,-124476146,203795255,1890096209,691598024,7779
813329599,-1408708053,-28073234,-170015581,-468901076,350033950,-1043395657,-661457037,654791871,-651034348,1431817830,-1907415364,748184294,-192412566,-1928862388,5380958,7780
-1853681942,-827371344,-227146915,1177637054,-2126110397,325649718,264250566,-1126637083,638896162,396446283,291845328,-1913733515,507826339,2008390420,436799545,505430190,7781
-1881900527,-1265301246,-1160213670,-898058963,1509068540,528435044,1349529173,770486475,624782562,-2119275607,474282134,2113403207,-977934407,-2037894754,1968878442,-369129592,7782
-381348107,1312938278,694376928,1554401838,-681318261,894419687,1151534019,243529204,-1060787150,768316709,1271476791,-1100740209,1594038218,-427613982,-417593058,1603743917,7783
-407081441,571156781,-1944178465,-1399324693,907771685,1290172806,975777745,1584003896,2892342,-1521983365,-1139351581,136099408,1505756650,-360990860,1621724832,1305506547,7784
-508366842,-195066290,2046206596,1107308954,730636863,-1503478339,153985606,1680708931,-899589223,-164804744,-1434609064,1418161490,-1729913082,-1653105870,-1787571405,1185914375,7785
-1951936209,1750145105,-383716731,955997973,-1536939284,-1649159244,1101145434,1579501112,377042846,185058406,-1673860491,722932599,341791480,-583313151,-4715559,-1623183737,7786
1045307770,1430427216,1926352251,1546949947,413325751,1119799368,1708079519,-721038599,-125588616,1461674000,-2068372482,-1332263553,1318610625,1205191767,-1390648449,728264056,7787
235709904,-1064038459,193577009,-1580001253,1641667776,-140144884,-369270918,-430756789,-929635592,1027421725,1549005706,-288969663,947187335,1842994110,-304341699,1015163092,7788
231766113,1218733406,-2132743966,1026447830,-87369296,2007714769,-1768156162,203948230,-1825675693,-809508148,-1351526353,-2137772840,695625549,-520785071,896455959,-381764033,7789
-1121865433,925919813,-1996432266,1090074547,-1667518008,-850782687,-235708970,-684298618,-1774816776,-1563203113,-1877344013,-1446622746,91459573,858972703,-1246171473,-376624791,7790
1639423562,1932788853,2121385216,1050237715,-3915980,1548792298,1956151373,1958339378,269645891,177550337,787979985,-1539258576,1409548424,816707430,382529122,1472521972,7791
-1973328058,-856067790,-420024008,-1436149560,726942000,-844083542,-846434223,1903628356,-723734238,517862461,-832775427,208314742,2052432611,-608572687,1590545169,1149832438,7792
2004450149,-1563768411,-500629085,-825813071,-2126604168,-524201562,909310189,1113898873,-776663144,-1662761834,-695851534,1313498270,363263702,1707948332,-1853861744,-1548402396,7793
-337015730,1092277030,1784933313,-805809147,-1967132061,-2030737670,-824866636,-771005619,214758485,-1265601625,676432421,-2100004367,1321463245,-1973229411,395804132,939362118,7794
1833149628,460961749,-108428775,205886815,1217510448,-2014076194,1041357780,1608234992,-676501698,-2008060516,-1012147538,-551174880,419585957,-1379965334,-1187505645,-315277830,7795
-1772298285,-1414423566,-2027078518,-1090039523,868952114,701857817,-1951794800,96951495,179327616,1767192003,1806675555,-303967943,-2085727486,-1423017976,664937407,506854044,7796
-1913121880,1447058031,-1847095398,984439798,-1380672149,728655954,-1996202176,-969126680,668280701,-1145568899,508044214,1492620757,899499499,-1559777499,1930824064,-1783540100,7797
-1801373061,-828211113,727962691,-1836528798,1213935237,-534396399,1567689190,-69823577,-1851370538,-1428002779,-2043642344,-1432144105,-954584337,-1729822313,913258828,548409840,7798
1204986008,334208884,133716149,1427343785,1858920743,-1241669731,-2109168076,-1039868467,1484226111,-1990476392,-457180628,-2034830785,600257722,481585833,427058675,1724425007,7799
-264031911,-297303270,-824005727,-1600500296,-514775504,-210698424,-1755555741,-54157332,-994192995,-1021506264,-1938911430,1118243924,2138204809,-296588555,-166894157,-1491838093,7800
1821617733,-1572477867,-1240275049,-57361845,691531368,-522939281,-2105954215,459438850,622029315,194359484,239044345,1500610565,1574147109,1494333515,-291234611,-1714126204,7801
1059562366,954768046,-1049762243,-1227917823,1149682000,-1599182675,1781396265,-335024980,531755230,1428959194,-407282092,1984779955,2131813774,-1172178063,1112140111,1352243035,7802
417143963,1741938985,-1941869789,-1578554073,-2067855087,-416481042,1180880897,-2065208570,895867021,-161088418,-1083044640,-1192206491,-144127403,-1929243834,901887104,-1399573792,7803
66820068,1190819285,1660975329,-1539200359,1218950518,528203024,669364709,-1257774144,-1381223467,579186590,752548576,-1689105641,-916388476,-751937577,1019737476,-1910333633,7804
-1301472512,176009286,1932533650,1298488858,1621224216,1817470260,858508827,1852196653,816872475,2084656818,1587395133,-1476548543,-1264174866,-1144629438,-2117659420,-1957028548,7805
762313342,947998566,1278584035,-1481599681,995290230,-954951155,231522278,1934569148,-1710667742,-229561500,-2073380754,-239531775,-1576311006,-1021684652,-2011280459,1930409615,7806
-489671842,304384922,-1201338988,-889333801,721430715,1843277565,1250482648,2073760256,1540140459,-35193187,-1017489804,-567385250,2106435169,977105477,1288683824,1532745944,7807
1724185476,1789715411,-524047160,118466003,893041960,1423405620,552105389,1462431169,266657530,1367295567,860834079,-844395933,-754226025,-1097191907,1837467283,2042489919,7808
-1517233726,-68981202,1717674184,-1702163902,1987733893,-1310507803,1841860656,-24326776,1681448210,-1540932246,-1085485578,1146257035,1419658683,-255250362,595933666,-1436693389,7809
281825986,29869428,1162227074,1380548181,1025356126,-693801794,1239265804,-595247186,-1497340895,-891568643,649675183,-180058707,802969545,729496301,-1059257985,350147954,7810
1676615540,-1310246970,621947884,47267213,-1406744682,614047683,361918485,1334713051,-21501962,-1928390232,1300038516,-460599414,-2108995857,1231405824,-626626713,-1406415478,7811
-824854268,341429957,1702281065,1560487607,-2058936266,875552136,15446309,-1727294416,-845882053,2115439732,-1628216683,2031739611,56809347,450319230,-256126686,109332720,7812
-1141939481,1836140104,1135869059,-876492949,-904077818,-2038175554,808261410,1365301290,-385930853,737990130,-1057504911,-608911502,-275747383,1652840470,-1391638840,2073233063,7813
-952718518,147726042,829496683,-239094277,1407913904,1554585416,-180080873,-882062306,-852395249,1164822940,-459877426,-2041607622,1245490918,638058587,-1849853745,1650771387,7814
1216307413,2056260124,1870033030,152965242,-188566002,-1527136970,-200249435,-1829651297,-1748812353,1124372226,1659992351,-1640741043,-473166724,-773724832,1280555734,1211886222,7815
2125595100,-1472061208,-2107234572,85613945,-688474392,1738355140,1048666349,1859784739,-964278119,992911312,944671626,2136056401,-538898314,1311918746,1119189886,-1527678987,7816
2062017386,-2062356639,848796160,-2015050751,296424319,-1209791935,-1027383450,-1724021436,-1784022952,433711644,1641065994,496196214,-511502681,1772515903,2138973724,-1101528541,7817
417746827,-1831326922,699600843,231221047,35744400,1978675152,1017433771,-1585861662,126671886,-823456768,1915630217,912584585,-58992549,762179282,516930787,1205591803,7818
-2109818912,1380247897,-426274712,1931949983,1201007130,329139390,1168930260,409864001,-1341021686,230819202,1712520503,-1800054868,1061510854,303742742,290419895,-821097094,7819
12880587,-892956696,-138083940,-1824475422,-79318110,1306553599,-1737896460,258610819,451650906,588960324,1874974045,790295825,-1879205978,-43653616,-204051471,-1090539887,7820
559637369,878144251,1268329604,865432684,915355239,851649357,-680783011,-759889505,-1282071259,780427872,1728378430,1413494301,-1670812307,975629488,1115995175,-567691784,7821
-447956277,1605551287,1795838972,253593997,-1115948260,-1319725994,1373248642,368557638,-2083344685,1876285054,-1946547365,-1416467708,-1781523622,1037700219,-1818821981,1472541190,7822
-1061804958,-2052083075,1815175260,-189040684,-1899482458,-636485499,-1521427349,1155478678,-1871315315,2031956640,-81046971,7805096,-1663642726,-1561832142,1947839867,1073123770,7823
-1016718565,-178389257,-23126232,1358695532,-354983023,253178911,-1461835259,1039744212,-1035695367,-633529348,23959414,1354790891,-1353351789,779687682,612909148,879672788,7824
-1725830245,800939210,-897061643,-1738922280,-1472187296,1948294537,1927461492,-1208196788,783172312,-2103046061,-1811931344,963598279,62649261,-1625244411,1372740827,1034104926,7825
-829644085,916280766,551877928,-3635561,-1590708663,-1035211126,-1967611781,532345713,1013669670,1280354011,902636608,2120647656,1064066792,-1617305682,-1066979641,1634046674,7826
1669816918,1209148502,-787819119,-1039591327,172402181,-894821115,316977438,-584582044,415356322,-548415195,-686607019,-1713411882,-463386356,-1879484914,1793667000,523537883,7827
1555693475,-1921512810,1643740899,-425323470,2094263293,-1220498359,1508719582,-991204792,4742053,381908500,-299586941,1881249655,-1932728204,1045990068,804900280,1910026264,7828
-1925274242,103894943,2079473886,600546173,-1295246553,1411958222,-1665687150,-1847192424,1704102941,1693556038,-1746423012,-309370400,-1719051088,374256520,157258562,2141161489,7829
545145447,-2139820844,-1537519286,-181597461,-534603327,-1718571653,1040009454,557121831,1493762298,-1498299985,-1955257108,1147088519,-1780227170,824180785,856455884,1615735924,7830
-262759022,672922400,823308325,-524719738,2113483718,-2084195974,-479086066,-1001534514,1217078105,813818416,-1987502067,-542873051,876360641,-1975116889,-387562817,-385833631,7831
-1558093668,-504291357,-2143442752,1960333952,-515601660,-1797610033,-1732490007,668194835,1134180412,-532571841,-143833620,-2078604906,695625874,-388593637,1913800098,2026925092,7832
1060593848,-1660206852,-1282975196,-973133713,1672365150,663861202,-1658969294,811581197,-762679052,-394634249,-235292638,-2035745513,-399095676,-284181534,1924652819,-1872528198,7833
1342149421,-721129081,-871411882,1056616364,260533449,-1044752168,915022555,-2128465213,605609523,1427271948,-1045666524,-437135803,-1260707905,-813082916,2131677048,948754988,7834
837056009,-1249460255,1938650157,-2066857407,-552642770,217453452,-865903483,171096149,-380483284,1144556943,628529185,863939926,271119343,703336087,-1937850490,-1477073409,7835
-2032128633,-589515089,582126429,-1076624358,247442143,-942001937,1818314317,298794900,-411524766,1285661608,-1130465866,-1265976587,289577441,219776680,1036838237,-265364008,7836
112957783,1293477793,2063746154,564536674,-936140359,-940874772,-169550529,-633172739,-1810197745,-456336858,-413773091,1161180874,-1327172541,1361192356,-353362925,-446685205,7837
598098911,1003117123,-457999833,-1631369284,1051099459,-990399738,1318330723,-2001127405,-278250386,533892669,-1224078692,482602972,565310615,-1960027334,-625463004,-1580398959,7838
2055099530,-1415994715,-636445568,-1131346979,-1940585389,51291527,1312520507,-367794681,987853978,1034037996,-1324450526,822889198,-430887088,-845721887,-2032396247,109415645,7839
-391632820,-1108352868,1228889534,-1982589507,969272880,735908248,791282411,-357274696,299664185,-434417035,-1698932905,-197274055,1120100422,-370507145,1523112518,434620173,7840
-1137814267,1340938391,-196344645,1290785084,2069000779,707451712,-911982829,-1840304821,501474986,-1810659817,-268840908,-1849016632,-900144921,426543434,-1042644875,-2134207673,7841
307020317,2090055296,1928217684,2145743739,1678139638,-691633097,-1582981711,301051094,878322436,-1989807740,18418760,-394689058,17034070,1989862751,-1693054720,1126316191,7842
279654497,1097682774,900641019,-1158529473,-22089131,-391668044,56219197,-933973023,-166068992,-1501241712,-1267609980,2120740547,908419939,1145283825,2045498084,-718228052,7843
42886891,-798176552,-826942653,548043532,1824873897,-1013317469,564206566,-1636112689,126156354,715432891,-453138349,-443907806,1225246379,34219347,619375701,-620452939,7844
2002498767,895931312,-526382850,-751851819,-2100723923,103345051,-1417733859,-1524361393,-1427631348,282330148,-343816977,1777145182,-930817382,-337932404,2014244079,-1091565744,7845
-1294431660,-1170726681,-1543157883,-2116256802,2051316488,2133766003,-745166602,-864000069,111191004,1414295362,-1408792441,-1386868376,-1420448209,726463657,-1196394479,-1321520362,7846
-63476293,2139810838,-816418773,-1895254952,721898295,1031951205,455777496,505501762,-606301011,1941670344,-1423485295,-1726900245,-1532870626,-2134021170,-1589944542,-1873940144,7847
-330481408,-631419357,730811783,-1503717234,-925123322,-930625635,-1220681370,479942323,-1451636850,-429324204,-2023503575,1160732542,-1320246440,1191753434,1846933563,1153466600,7848
1664836516,-1696502540,685988287,396999617,1204853913,2119128657,-1409614086,1791500790,544182936,-576770534,-272014333,958529065,-1551688554,1292899667,2004451166,399129094,7849
1318409993,1420558518,-345189043,-2134093671,-858250509,1036024811,-1086948758,-362775833,1691295445,-1898438773,-31043331,949173136,1104685610,-565694428,-892193801,915437463,7850
-91292035,1808268361,263458568,963630430,-1616047287,525820594,-1243934772,1063967462,-694413185,-1115311817,-1598520824,-1205200914,-572665369,1013727554,244862977,-1904109998,7851
2097435023,-2065939629,-411450967,1792200574,800160923,-1293675654,-2116215509,-857819315,-1961867766,-1486913801,1456349286,1646902527,-411218045,-229220902,-934053162,-1639166492,7852
-282630366,-89381841,-1719253349,1754465847,-480603350,1595210651,254060854,1654656216,-50425478,-1924550061,-1019350019,-549314223,-616690794,-982946277,-74317344,1282321210,7853
-391001158,593838034,-1800012686,-1788839541,-1355019727,1444385926,-388631617,-1057976980,-1036554666,-644049472,621532301,-2112803957,1486473843,-1675373862,337958464,1683951847,7854
662187074,-1269261331,508906386,-1536893766,-1539162827,340271864,-1038812193,-1208170038,-1412615987,1678942196,-976972516,1026318156,-1259134490,67931648,1321890383,1587126981,7855
1305853867,-1557817302,2031962,62530352,251905784,-1502460362,1201968184,-597458423,1857536947,-722675712,947039322,655939039,558281536,1435381348,1889960292,1106068162,7856
994179674,1280753663,-1294300833,618595391,-1556401501,-1010315178,524960163,-447011820,1043591496,-118284532,1455552490,-1036468936,2135022719,-962207876,1292388013,-370828706,7857
-1812737007,-1690593905,-687933042,1773860634,1334674975,-1283413628,-1718728447,-485252511,-647577270,2075080695,-230999475,1183527187,-655058627,-1628080886,-1236497737,826082398,7858
-496975484,-360285659,2065258985,1055772924,-481869491,330437508,-1558470882,-1324618234,1157450965,-797206669,-1713016594,817845565,-586925871,-488106414,-518346692,2050861728,7859
-566014936,-1437831110,-160355496,-1690190046,401746221,43829655,1780685311,864673701,-128609905,1842070589,-1998516369,-1267565073,-264225187,1562970565,491500597,1652938314,7860
-2044816106,1454769709,-1292784541,1816570430,-817009417,-593936581,654211712,1935674324,-1638827045,-1855725054,92689478,1256706288,-1606403785,698028107,-2080217296,1915921569,7861
-2107534018,-871195983,2098081642,1632626492,1448760545,-1076325348,80599225,-182265239,1094811663,237955926,666734255,-696371428,-563704893,1708180578,-364879009,-1112412991,7862
2006654052,1107636385,-332858808,120531343,-734566660,33631069,1733234833,-819137395,1937944198,-254368178,994050466,-1087600105,488443694,933013626,-139247323,2125639855,7863
1880738816,2036607048,78390644,-536791006,-574995151,-982396998,856724090,-1791665053,-1139059528,1754432575,1224776295,-276158220,-1396262942,-2099279390,-1905921331,1709336447,7864
643569606,-985974829,468324374,-1748994005,-339863053,168608483,1723349520,-110251226,-315764715,1298845265,594354719,1084698225,-1554248077,145144478,1826647344,-1619105849,7865
2020682699,728997055,1949042192,1831768845,-582760900,-909056896,897914371,2021759701,-221298820,-1042977096,-2044510216,249403700,554896580,-73191579,-1180092423,609325186,7866
-674977925,-1700051833,-558333488,-1110440009,-792040382,-1743704019,-102032022,1016993376,838090048,1796847178,-894976189,-378724401,-600068460,744156449,267247332,132563349,7867
-2112737602,-1398695085,156751554,137384440,-632587329,-686828323,1610168986,-893668904,1548712688,-716351355,-619441200,-633218025,-1536190566,-10778131,-1848061374,1594607773,7868
1461770243,1901106013,899648596,200051956,-678661767,-313932185,-1871214136,-1397400510,-844617645,-1563428588,920301145,236016694,1080099142,-377360650,-1841706200,-1599921133,7869
-133517577,691708193,1829702616,1744322709,-1866978764,1097997686,-2114807185,-38933314,879544544,-688668468,12360373,170841995,2061311728,1676504142,-327236917,467537441,7870
773498459,715104460,175662448,-462403418,1442264462,-807295729,-728641553,20274111,890869473,1281708822,-377655969,-105379874,-206410828,-579846871,326146096,2054557923,7871
-396763749,-482931366,878064663,-297826969,-1568272116,1266254449,1813413512,-812578359,-1507212464,-1385478651,-787071486,-1228985094,113649064,-656125832,83568063,-1704887799,7872
-1061042862,-1825067542,1476003413,-157623179,16871990,1724923457,-460408699,1580374707,-81506856,-581841816,-1137875631,-1861308914,-821490216,326553534,-1552669840,1123416988,7873
1042241020,387019060,294096009,-599972275,940463145,-1401153067,529654035,1198540013,-132186121,-416047336,-243601898,-920431549,938238455,1215217704,-1550701581,-337648562,7874
581632698,1695938003,-2122889207,1431828309,148644699,-2033297164,-1619132221,-1036901262,1469747911,1683275271,1657457804,-502440216,-1626886330,-834410787,368074198,-1526095859,7875
-1273398538,972457804,-248396038,565004377,-1393722501,327910266,-813659592,-71828526,1578595686,-2070163834,-1895591842,-1458652729,-1857571926,-1690127342,-1429476826,1637487796,7876
-1501734504,1851014888,-323645890,-108929591,1063389100,-527875636,1512107403,1385498142,-1904383101,485420589,1170121063,1554315947,99651442,772272779,-1465645341,-950582647,7877
1025308381,-976811304,1557878503,-725176392,1004901182,-552174509,443629396,1407288399,1848255631,-1280400095,-1280700752,1268709926,-2027452827,1922044828,-1407638017,-801089685,7878
767101926,1100767967,-1202140961,2101029028,1952184315,-652865159,842969320,1102010957,-14424841,1186538295,-621541966,-1202797773,-1420710601,1388844898,865489711,168309366,7879
-1231054372,-301974908,1233253085,-739839698,-2136719241,380741756,2105553225,562057582,1609262892,-1526209851,-989250897,-159260950,2062741515,-824851548,-1956622523,1678396785,7880
1788922685,984229398,-567302869,201672477,-135063089,-2054989972,-1057924577,429277691,-1252979430,1789349732,-193627625,-244520324,-1132757277,-447864970,-1752080080,-581281947,7881
970892045,-1129968877,-323248641,1718046566,-2002193600,681793208,-1164016705,1541599492,830553401,1778172382,853599257,1197654066,1349329178,918761285,-662895097,211308280,7882
-1307475013,1914278211,-1423296692,26382060,644210703,-403523084,766964714,-1391313220,-374502257,-702080909,-1007588165,-915309655,1239530624,-843333264,1679313981,1745987433,7883
-626914822,-780976709,43551626,99488866,-1864534728,-472392436,-623514723,-1345020285,349489917,1354531330,-1694567420,1657486923,-1589230944,-432938922,1295421345,-1121799029,7884
-214323038,1303554781,1137096147,-1756376412,653338434,-2134069780,-440314518,885482146,-11861376,890041516,969051223,245975010,325167212,1239025833,-615416545,-1985263307,7885
-581399711,1419380419,-528313719,1153713487,-1102208993,993109570,1613937892,-844843120,-296073192,600921811,1675171060,1449122010,-489140666,515638607,-326223780,1331871293,7886
-210925895,-348420039,1860499603,777103714,-1513332471,-1771289218,-1895537972,-293805584,-2110805539,1490507690,-1794550679,641507685,2038275284,-52090146,441432897,1372516064,7887
-1561378275,-1614976233,-202845432,-237118989,863244088,298297515,703356586,-909134092,404900046,-1072580129,-1442415886,-464304826,-2074949634,1274261737,547717276,-260017249,7888
294875511,-936662298,933453979,551281466,447496201,-1480253803,1902334786,1564100406,-1262805553,-756132137,2024059807,1383380691,2053133891,955881102,-1535081934,1584682331,7889
